TRAINTrainTimesSTDDEVS:,CAWPE_alpha=9,CAWPE_alpha=15,CAWPE_alpha=4,CAWPE_alpha=10,CAWPE_alpha=14,CAWPE_alpha=5,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=3,CAWPE_alpha=13,CAWPE_alpha=2,CAWPE_alpha=12,CAWPE_pb,CAWPE_eq,CAWPE_alpha=11,CAWPE_alpha=6,CAWPE_alpha=1
primary-tumor,1.9956850003669555,2.5822114731280283,1.0199166069132668,1.9384197853839125,1.524135330522564,2.046583921349534,2.0535923108811898,1.5346570997434912,2.2337536060214416,1.5624913792865636,2.324531840148048,2.0833218390487516,2.034190510862431,2.2151515866242963,26.36570831046728,30.67682865114897,26.904343109634173
ringnorm,3.4154819925420927,5.378650858484055,2.4403221946687905,2.223438364542525,1.5905612397739557,3.202728721632197,5.697448511415429,4.069087276572944,6.528100179533322,3.8965059502956807,5.195156895841914,3.7699660049078583,4.840086443609164,6.196402367410512,48.26841855587416,47.52059444653154,46.156667243579044
seeds,0.8502873077655141,0.6948083337796512,0.773854362727667,0.6948083337796512,1.0806553992619587,0.9523111632886271,0.980265035707122,0.8502873077655143,0.6288102248298566,1.0085838484282528,0.6608945522512666,0.9444331755018488,0.714384229659507,1.4223180044375192,3.4808177134149085,4.778423728943817,4.336956928803749
semeion,3.8536443417424597,6.522815836491294,1.3287276776598393,2.8448380355085,2.092405534197477,4.093167842699068,3.8661513727195955,2.820287749238674,5.175539285577082,6.594058628447453,3.6459708512652513,3.3268327418062404,5.793476315312937,9.959688865564557,19.397386955197216,18.251751608588396,19.86416515918211
soybean,1.604949241865773,4.867910406338425,2.661777126519868,1.731718965280638,5.724418356238595,2.866573107267691,3.4474711704761747,2.574186625248681,3.068003206999778,3.1805804429416638,2.8729815503246354,3.1876197295521127,3.103761159195942,3.3896393867805172,16.56020017647907,11.701311450225244,11.322036289781376
spambase,1.364576478442026,1.5643293888377883,3.1236951298690814,2.0611346055192428,2.60944350433169,2.6611293082829137,3.5324440433700044,1.7554512797005501,2.9680288749098866,3.292101309875314,3.308644199182138,2.9235468932072246,4.511161126876725,4.548082834696874,10.8967990660128,13.177131008273212,12.65206357254334
spect,0.7279320417946061,0.9247553264475439,0.8136762043449725,0.6746646676632054,0.773854362727667,0.7611243951073874,0.7396799556440673,0.7396799556440673,0.7302967433402214,0.8304547985373997,0.8030115728972382,0.68144538746106,0.884736469627909,0.7183954022841381,11.056854118080139,11.024528556135971,11.150176535894362
spectf,0.819307248726686,0.651258728182957,0.8683449709106095,0.773854362727667,0.7849152527649013,0.8502873077655141,0.7611243951073875,0.8276819867946673,0.8448627719625692,0.7588557629520364,0.68144538746106,0.8087168778415269,0.7648904962570576,0.8610338613230188,4.41535981533222,4.903786948551254,4.032055463949846
statlog-australian-credit,1.0148325268098495,1.2994251602637363,1.1591713250937243,1.0283342182227608,1.0635010497214474,1.0980651740387641,1.0333518722845685,0.8469010445797933,1.19433528860584,1.2847469449832047,0.9468641529479986,1.0482607379429243,1.2058287558794354,0.8995528902176073,7.624521842931091,10.894741956505927,7.5497583123377305
statlog-german-credit,0.8866830868758715,1.241522980192001,0.802295557085754,0.952311163288627,1.1121068335350712,1.0305673027596216,1.0827805840074194,1.2484473115254695,1.1788363637137231,1.2077336998093466,1.1943352886058398,1.3217891045025336,1.2972118642263701,1.1290317283753197,11.707203794658023,12.658602998951245,11.210627142115655
statlog-heart,0.9128709291752768,2.568822799399103,0.7914775938769181,0.8172001541568766,0.784915252764901,0.5508613944197479,0.7022132498578064,0.7648904962570576,0.8172001541568765,0.8193072487266861,0.46113303737741396,0.9228890171255886,0.7849152527649012,0.6288102248298566,2.740920224698435,3.024991688028858,5.373519576932624
statlog-image,1.6609095970747993,3.1622776601683795,1.5789564428051406,2.0457413011581806,10.971226735965038,2.4154673996186933,3.9834427436520317,3.081461065606797,4.7208269293156375,4.938821116722948,3.7461090925563467,3.5462461940713474,4.441833524286031,4.264394150552264,18.236000771494034,15.74494992929041,13.95151703529788
statlog-landsat,5.528297112630365,5.007580460558325,2.8245638458955438,10.830140997373418,5.097215827822313,4.463903760343539,7.808704250319992,7.961762064544117,5.792285793419009,14.664877111304246,7.0792719932223935,7.891214378523503,8.573147063634956,10.103203088312052,29.379189600960668,29.619832591671088,29.909441864462767
statlog-shuttle,32.98414805612699,29.154444072823654,41.56132430711177,37.90139960415741,29.932951895785386,43.905973201360894,89.70929423010956,49.41763145731061,99.38665351319423,68.23765940387713,50.32150656517059,43.07338031724493,87.91577081855502,77.73524918283367,88.88937332243475,70.92136652578726,71.51005877320425
statlog-vehicle,0.651258728182957,1.6846159902134252,1.1841869998335197,1.2887666740841357,1.7904600320690718,1.4307782626184986,2.1074580210160363,1.590561239773956,1.3169976304537117,0.9802650357071222,1.622046387363389,1.6897255439251377,1.7694729392558173,1.2415229801920014,17.39616155310157,19.77520216558241,17.819948785354118
steel-plates,2.4904414971194804,3.8178347356800972,1.0699661612438485,5.242290453170475,2.6824247051596015,2.3034207445529327,3.103761159195941,2.6392266369865456,2.9441155024818615,3.339247626733256,2.920596695449624,4.074591863067357,4.781309395994981,3.0894704378269915,13.116454525150642,13.364217105785684,13.255274378547384
synthetic-control,1.7019258867935263,1.7167196733251495,0.8550055454548938,1.4319827906241331,1.6206285143761956,1.112106833535071,1.135123670410601,1.4367908045682762,1.337350270918744,1.252124631158585,2.0330600909302543,1.584406774659275,1.953776184548871,2.164499358111332,18.962273494809477,19.011944219056232,18.787529490803628
teaching,1.1366415543118706,0.7497125886079553,0.534983080621924,0.40683810217248617,0.6686751354593717,0.6396838299494921,0.3790490217894516,1.6709141279516748,0.7111590022187596,0.6260623155792925,0.6617635789938568,0.6643638388299199,0.7466399831028446,0.7022132498578064,3.751627999106276,3.9163670709578233,3.8714991601608846
thyroid,3.630806882869104,3.8572219173312066,4.880291116246073,2.298425248009962,3.3466401061363023,5.01503486654317,2.9604674995837996,4.695803947424092,3.4011492310620564,4.293807355855104,4.224177808866424,6.159284179934824,5.228129047119374,4.076848004914141,55.59613192531897,60.690812423658315,56.57666957527532
tic-tac-toe,0.6477192523656043,1.2129568697262456,0.9732042112432561,1.4797483476638158,2.756184268901108,1.2507469032909713,1.5905612397739557,1.8952451089472582,0.9371024061116424,0.7760791522613609,1.8285727114117007,1.1665845619713495,1.2865350418053538,1.4239333576037019,7.247988226627672,18.4633840810437,6.52043648493128
titanic,1.430778262618498,1.4840144374549435,1.8659070704090002,1.0283342182227604,0.9878573120474013,2.820287749238674,2.590877009462417,2.645534081185242,2.0330600909302543,1.4967397519467005,1.6501480254047292,2.175094131930529,2.125109868694555,2.1774708517784633,9.164900561318195,17.35378987392972,8.936300759507134
trains,0.507416263404925,0.504006932993731,0.5683207771559354,0.504006932993731,0.504006932993731,0.6064784348631227,0.507416263404925,0.6608945522512669,0.504006932993731,0.504006932993731,0.461133037377414,0.5683207771559354,0.6814453874610596,0.5832922809856746,4.401671573808995,4.399059460604169,4.420433223684922
twonorm,3.4132938216103925,2.916461404928373,2.1719211264017724,2.684352273163263,3.488733920466864,3.408744670679378,3.620662287800238,3.9018121342569123,3.814069537486385,2.8695788469077974,5.274532174057944,4.071346468794509,6.650555244298875,4.873574062013528,18.133477010925045,19.325880450122156,20.41534243887552
vertebral-column-2clases,0.6686751354593718,0.6789105539243626,0.5508613944197479,0.6260623155792924,0.7849152527649013,0.6260623155792924,0.7497125886079554,0.6396838299494921,0.7119666788018508,0.6288102248298564,0.8193072487266859,2.2499042125204443,2.0296650536197,1.0063019815944516,2.218262756116239,2.896886953781335,2.7114063026280357
vertebral-column-3clases,0.8995528902176069,0.490132517853561,0.8469010445797932,0.68144538746106,0.5349830806219241,0.889917986664224,0.68144538746106,0.718395402284138,0.563241847975046,0.8200084103858011,0.7760791522613609,1.460593486680443,0.7878385971583354,0.8366600265340757,2.9196126337297703,2.804962761241943,2.6714755490543793
wall-following,1.9475891374404053,2.1732437750393134,2.69290254891094,4.413797593388522,2.9353180328582775,5.3115575567022635,2.69290254891094,6.293948927616769,3.96478753905995,3.5598333940092544,4.665352852826816,7.168657836193172,4.453592118573578,6.838783920935167,25.25094740455467,22.411640038056166,22.602919148264643
waveform,3.315064882082068,1.0080138659874618,1.7927055261387115,3.232201484558414,3.4073956077312495,3.624469838361937,2.6411857316299283,4.800502847224122,2.459791599433513,3.1856358646381677,6.246286252968479,4.686615816993319,3.4986039908880042,5.715576619375688,23.827951325445838,18.452050317499683,17.70346417168575
waveform-noise,1.69685307107822,1.295438504731208,3.2179453714743365,4.991947538775328,2.965122935560767,2.635085987386282,3.6646807579202942,5.452511811768156,2.968028874909887,3.3002960508094574,5.165758170033163,3.9245762638245054,3.131045875719816,5.022249347229499,22.50438016113267,19.73878264305793,21.80427565367878
wine,0.9444331755018487,1.0661996103898193,1.529780992514115,1.1141720290623112,0.8087168778415269,0.571346463723366,0.68144538746106,1.2994251602637363,0.6214554662658655,0.773854362727667,0.6989318615762461,0.833907847936794,0.6914918072835208,0.8683449709106097,14.938956248450005,15.278863771920985,14.964325393507007
wine-quality-red,1.1591713250937243,0.7588557629520363,2.485821865063462,2.1131770492269006,2.6929025489109395,3.3666723568860526,2.7603514685425585,3.2199093297721952,2.740920224698435,1.748562628094234,3.209898483731545,3.683451654624236,3.806376984368001,5.233073424983102,12.062338081814818,11.963978502538167,11.913722407761371
wine-quality-white,2.930026872106187,1.1957780134587124,3.1109742717580016,3.6477043639029705,3.736892802328152,9.860171829423015,4.334968745330063,5.874159269753995,4.205770529537535,6.055775242948127,6.429100507328636,6.8012845304668605,6.872901978727427,7.359722633454289,20.211212320102817,21.35028062482132,20.87183109679966
yeast,2.9048117037912733,1.0635010497214472,3.0552385763833056,3.199137814883987,3.7225624594313818,2.1283526628524854,3.0135708379598944,2.8000410506021995,3.4233814029238774,5.817531964752711,4.986879336543183,3.821295441414431,5.12924900958209,4.188105763356206,15.410438319379574,16.676813003509483,16.494826775229484
zoo,0.6914918072835208,1.2340942045675143,1.11674815279973,0.68144538746106,0.7279320417946061,0.9855274566525744,0.6260623155792925,0.7943767889097848,0.8030115728972383,0.7111590022187596,1.0531834608931392,0.7648904962570576,0.6686751354593718,1.0170952554312156,4.604345773288535,7.2416420313589684,3.5654794457633487
