TRAINTESTDIFFSAUROCSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_pb,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq
planning,0.11033779242170026,0.11081834098466846,0.1106383371297299,0.11016177453642054,0.11046703701374136,0.1112333345389759,0.11067635508990316,0.10888129330926345,0.10857552927238069,0.10781801414303946,0.10969984028609857,0.10775454806299552,0.10741388537039337,0.1066220672347121,0.1067339302366516,0.10563251575885424,0.10492751141205714
plant-margin,5.937322496346739E-4,6.020534761869641E-4,6.055332902874997E-4,6.109522689176309E-4,6.133379302144208E-4,6.14741505110786E-4,6.156390009767218E-4,6.173382401834068E-4,6.230318813640128E-4,6.260049945465854E-4,0.0015417603377305298,6.270415890349143E-4,6.284104362054769E-4,6.391255570035723E-4,6.491704655426862E-4,6.547810344695025E-4,6.583149641561989E-4
plant-shape,0.003104168994359821,0.003100852567139314,0.0031045814622402803,0.0030843956151835384,0.0030677148641798145,0.0030735697422458155,0.0030790574170573015,0.003096482874248864,0.003113539643739439,0.003111991553628142,0.006200809753877078,0.0031302091518495582,0.0031360193367768697,0.003139516514046725,0.003157361355958139,0.003184726480488378,0.0031977389123451685
plant-texture,0.0018101030936134431,0.0018007929477831394,0.0017957181879428587,0.0017952434837758215,0.001786715789233973,0.0017807401890120552,0.0017673598491913215,0.001756739385229223,0.0017481865432907155,0.0017409116162323982,0.0022251383207223764,0.0017329011215445839,0.00173082633064335,0.001734245474521643,0.0017343664555716596,0.0017321019246690171,0.0017257973854411513
post-operative,0.1394745822352931,0.13858990387710438,0.14026514932642817,0.13932102326771592,0.1386838487378071,0.13744594004615368,0.1346470262275751,0.13244120279001848,0.12922977642580286,0.12864592776038566,0.1708877243723714,0.12852200398068833,0.1252933293507429,0.12454674337642842,0.12445418471312514,0.12391638966823443,0.12497449759754689
primary-tumor,0.029531299090109132,0.02953886235345305,0.029353059699876005,0.029156236896292927,0.028984205898333743,0.02878051385361063,0.0286358681435601,0.028524972624168997,0.02848450114399529,0.028422487341224607,0.02975216665443976,0.02826261250246844,0.028163947293099546,0.028409347669857615,0.028454073612486766,0.02862276297119346,0.028912776878751368
ringnorm,8.084708169633692E-4,8.08476604776876E-4,8.09163611530616E-4,8.085722195561874E-4,8.090976437056829E-4,8.095795879887696E-4,8.103446350468846E-4,8.105629746144529E-4,8.100811356607726E-4,8.106811118070444E-4,7.448312953686184E-4,8.109426436690556E-4,8.109058186661995E-4,8.114512203905917E-4,8.119613920334375E-4,8.121046019498944E-4,8.123135599371288E-4
seeds,0.008766727067761174,0.008764794968160712,0.008795227037709083,0.008800964549671766,0.0087936302676712,0.008808768573369546,0.008804329138711464,0.008803303220361769,0.00878196505082857,0.0087818584477671,0.009442076369580561,0.008803757587642543,0.008782570725479258,0.008812149498617118,0.008840085457999023,0.008908631637386146,0.008911769355738106
semeion,0.0012381065142995599,0.0012455561220146595,0.0012511172689961946,0.0012571457308651053,0.0012602243307591559,0.0012678234612140753,0.001274408335830712,0.0012779717482059205,0.0012900147770495615,0.001299136715841995,0.0022078013461374123,0.001311064166573638,0.0013192573676813087,0.001327313136128517,0.0013413944934977033,0.001353063572803752,0.0013685780947983162
soybean,0.0029912486560037406,0.0030059657694073527,0.003006307118563572,0.0030064905719179875,0.003001897041398199,0.003000954094712258,0.0030050442394704726,0.003005031223503537,0.003008201618498419,0.0030163918780044168,0.005304139120282036,0.003018679409192511,0.003024854457503549,0.0030394708029775164,0.0030337307325313434,0.0030360020729760045,0.003047845775538628
spambase,0.0031500316483718213,0.0031441862506735767,0.00314203491109563,0.0031400539936853626,0.0031328931724343713,0.0031281792529014433,0.0031253434481724116,0.0031242809090670834,0.003125244484695754,0.0031222292601933437,0.0033456893752756922,0.003120019263708877,0.0031220947002112247,0.0031252376843412736,0.003133330476389755,0.003135164556519703,0.003138975976518139
spect,0.06420864842500021,0.06402249959101404,0.06366203877996549,0.0640033224432005,0.0640934445378832,0.06391622147824354,0.06392323273717382,0.06459017529806606,0.06526314046556268,0.06555354886568192,0.06777295755778286,0.06529613543083868,0.0655440448951167,0.0657421756775164,0.0658564076758073,0.06617303098487555,0.06639206706906885
spectf,0.058281475327035016,0.058617240199754665,0.058839230808146493,0.059044007670390364,0.05951161909447386,0.05973646438828248,0.060056177648779865,0.060398762698792734,0.060550948497374316,0.06080097680530315,0.07361729329815402,0.06107553960832197,0.061373676105968125,0.06172458000260054,0.06198893654515592,0.06259086427000511,0.06283846042762684
statlog-australian-credit,0.04938797866912292,0.049096282951484604,0.04889394332619035,0.0488040467642784,0.048819327110361514,0.04866421118121747,0.048612931420759564,0.04860867959156037,0.048404099938906264,0.04822224742379373,0.057119069472275796,0.04814073630733834,0.047948462745126534,0.0479065645160677,0.04776876540241661,0.04746686696020277,0.04744702153813277
statlog-german-credit,0.03432294973126224,0.03417885214200664,0.034031180464056926,0.033964837362767855,0.03386008180642767,0.033773704408060115,0.03360271502124224,0.03354749078986296,0.033415076837784954,0.03338133156031068,0.039476872197221784,0.033367818652176126,0.033285523019669576,0.03325748533182591,0.033260091501043955,0.033293968630569735,0.033315013910386646
statlog-heart,0.04468762398875934,0.04462604024717477,0.04488024460601923,0.04473509369519921,0.0444567550000457,0.04442935950896853,0.04452218233351648,0.04448120127561847,0.04446859433280488,0.04449853732470979,0.04259470304061189,0.04436282479969996,0.04430898642317063,0.04434092926025371,0.04443821156806003,0.04433783125987006,0.04408922156179842
statlog-image,5.493605138040283E-4,5.50489836535223E-4,5.505785954269348E-4,5.531462290739156E-4,5.574914537121881E-4,5.614433828427448E-4,5.635492875076463E-4,5.644216654527018E-4,5.675869419764528E-4,5.681394325648486E-4,4.750978110416872E-4,5.692449972661047E-4,5.696114976015962E-4,5.710294485289977E-4,5.738541371396875E-4,5.799514201378944E-4,5.849452631181247E-4
statlog-landsat,0.001164526438660276,0.0011671649741882824,0.0011700248624844016,0.0011726942769523863,0.0011749819840049225,0.0011776727890996455,0.0011809528116002515,0.001184017572451543,0.0011879593004070145,0.0011913982909549372,0.0012443911869466128,0.0011945279901142698,0.0011983320296293839,0.001201675318218631,0.0012051861461561902,0.0012080053267488925,0.001211513565099317
statlog-shuttle,2.7483785020737215E-6,2.7774672631283386E-6,2.838271299083965E-6,2.9026074329920317E-6,3.0136514104302353E-6,3.085998609351866E-6,3.160444563298357E-6,3.2351748574887115E-6,3.294545254691129E-6,3.3393332333881182E-6,4.500053833763583E-7,3.397587038077051E-6,3.4573458875300576E-6,3.5500554723172676E-6,3.678879222092071E-6,4.547448941875471E-6,4.79171350051424E-6
statlog-vehicle,0.006799603450949494,0.0067934420549844825,0.006790008641848973,0.0067816985482177005,0.006789130185446415,0.0068138378842848716,0.006850877642805422,0.006848423330671972,0.006873325740739248,0.006907036004795989,0.012456091459323323,0.006943661993918223,0.006988625998902499,0.0070580636028638325,0.007110084633478948,0.00715394843888078,0.007190507799784148
steel-plates,0.006830691917773819,0.006838354150119019,0.006840804204117593,0.006840359316696343,0.006840228351458898,0.006850164487515991,0.006840528907107599,0.00683958896085443,0.006843717958789594,0.006833471749132151,0.007607425667161541,0.0068473826250974095,0.006855796509320596,0.006861047390005533,0.006859623308894882,0.0068668181499966,0.006871841585432027
synthetic-control,3.268816244820484E-4,3.274122385409143E-4,3.282776758162935E-4,3.2912562671559987E-4,3.317513417393651E-4,3.350838327465088E-4,3.384478129557359E-4,3.3964747707668897E-4,3.368613298607658E-4,3.369001504400689E-4,0.0011470305935897443,3.377942121430736E-4,3.3779511953871264E-4,3.408459163571123E-4,3.413985210740882E-4,3.447231106098095E-4,3.476581753627429E-4
teaching,0.06087962695810831,0.06147639862884332,0.061552333899614495,0.061552795542904284,0.06185081466728737,0.062224031964751826,0.0632961828832303,0.06410306154480869,0.06498345457488293,0.06590815929049598,0.09338298375250283,0.06690719695307282,0.06806483906588959,0.06967226923593854,0.07055545183137471,0.0728553627883396,0.07408596207566717
thyroid,4.8050378487224897E-4,4.8214812661609923E-4,4.8368411493981224E-4,4.8577019002737747E-4,4.890298267898711E-4,4.916051044907092E-4,4.949884753780661E-4,4.975675582351327E-4,5.000492223734648E-4,5.029510893374352E-4,0.0010578178872390682,5.062250350553677E-4,5.103474811749846E-4,5.160358043655865E-4,5.196997267502168E-4,5.25394147752224E-4,5.293206594193082E-4
tic-tac-toe,0.0011293875063601037,0.0011409575234855888,0.0011417006356107678,0.0011452017122173884,0.0011509867877381055,0.001158398278918097,0.0011610702358980942,0.0011594337595245204,0.001169497530970466,0.0011694014143791326,0.0012433378973715325,0.001165860711485141,0.0011668769817434466,0.001166901063617319,0.0011756514801315758,0.0011824755434937631,0.0011880981300170714
titanic,0.024838883990601666,0.0248102250882081,0.024799249192613806,0.02477903084779964,0.02476840199405492,0.024759291742783726,0.024748170494127548,0.024754388566025246,0.024728120748239147,0.024724101675317498,0.025242119530694197,0.02472025355021068,0.0247257538901907,0.02469980807303211,0.024695621353582376,0.02468403618334281,0.024661773054496218
trains,0.20395244884693758,0.19166736076280563,0.18707765450501734,0.18707765450501734,0.19389403946069392,0.1889245702907461,0.19086748259762462,0.22991166299851873,0.26387460470851537,0.2614027202391589,0.13897187814344122,0.2672062442285594,0.28193095709141663,0.3103921746990006,0.3559484578821115,0.42287729817161596,0.36940447166578155
twonorm,6.603849114695815E-4,6.59500640587893E-4,6.584969974342844E-4,6.572563787818697E-4,6.565469733340609E-4,6.553021691338497E-4,6.549230822440602E-4,6.537834080865785E-4,6.532916234707578E-4,6.535359822037382E-4,7.971076321977645E-4,6.526951231878192E-4,6.520174141727067E-4,6.515345182367131E-4,6.508011910716225E-4,6.501313776087477E-4,6.492921411435036E-4
vertebral-column-2clases,0.0375482731665002,0.037749514432830894,0.03774616699395693,0.03792438369603259,0.038178370704872004,0.03827610267475531,0.038253672186668704,0.03843351776949701,0.03835636883638112,0.038582918950465485,0.053146331397244506,0.03849822755197403,0.03853731941403772,0.03860289282730683,0.0389352296085857,0.038921245299695886,0.039151306124928
vertebral-column-3clases,0.017005031494945835,0.016963615067746813,0.016993726532812024,0.017024322329460568,0.017083060789851248,0.01699941438175395,0.01698177122393122,0.016948529056218017,0.016963827031623354,0.016957512757103253,0.019079882577705275,0.01695833182991538,0.017012286485376525,0.01702659713882855,0.017020198048668132,0.016988459470783656,0.01694634937368939
wall-following,1.7002598767650647E-4,1.7549080328558604E-4,1.81693341211704E-4,1.8844237800784772E-4,1.953849896422385E-4,2.0197956570566406E-4,2.1024197630056248E-4,2.179978216383585E-4,2.2487394237361133E-4,2.328453300136311E-4,1.6120118300953158E-4,2.4172316443761186E-4,2.5096405830772123E-4,2.612545067757203E-4,2.7377658869565634E-4,2.8672641700896756E-4,3.017756259909581E-4
waveform,0.002787189940817494,0.002785358952365933,0.002785018990253882,0.0027834859154028755,0.002780423970856291,0.002780576578559012,0.002780287931998201,0.0027829178646916904,0.0027810770705768858,0.002780423429627272,0.003361045673466305,0.002780635706959094,0.002780412435500744,0.0027791364050730903,0.0027785529918293098,0.002779161303099449,0.0027811827536135232
waveform-noise,0.003419316919486191,0.003411760061616031,0.003405767540252796,0.0034000426728259966,0.0033956727562088227,0.00339024101976694,0.003384754217078039,0.003378265798860921,0.003375612018269421,0.003371286067049905,0.0032924733228670514,0.003367844063611714,0.0033651260442156797,0.003361578258843564,0.003356089909032139,0.0033539464062798886,0.0033499184844418234
wine,0.001841703845190461,0.0018485284592399804,0.0018530296949174569,0.0018687131340507012,0.0018364049789861348,0.0018345257584598935,0.001845082559147339,0.0018149186200857805,0.001816932612510275,0.0017906851823828493,0.003143007575056123,0.0017797962517926776,0.0017556810449886962,0.0017426987659334094,0.001790215742111016,0.0017862598066186106,0.0017902081502008064
wine-quality-red,0.017462019126795215,0.01745396674258701,0.017421866536963867,0.017392747801546447,0.017360734706221164,0.017356498735410928,0.01736360323883258,0.01731984066084585,0.017313744660657313,0.01728603309908198,0.017842711638333578,0.01729848106080571,0.017264932336056985,0.017277933534078936,0.01723242381158119,0.01724942529155046,0.01725077646485303
wine-quality-white,0.009923078294702122,0.009925196548740437,0.009920091197937788,0.009919815794385832,0.009914849851113561,0.009913444012184226,0.009903231981090574,0.009899654552134462,0.009883237808223247,0.009865056821547155,0.011967142938856373,0.009862162144222433,0.009859583457016251,0.009867801003407747,0.009853854926481897,0.009857321327242994,0.009862342586117737
yeast,0.014363263559932556,0.014407513949464323,0.014465685720025812,0.014492719798808871,0.014516802457152445,0.014553314539501429,0.014584086414863515,0.0146212640153753,0.014653980724922414,0.014701198997800402,0.018226266063380115,0.014748341647658134,0.014801278472201838,0.01483772065833828,0.014919159634124908,0.014964939233589651,0.014998730565344986
zoo,0.00518251721428978,0.00518251721428978,0.005099259442154014,0.005103827205499949,0.0050908042308422195,0.005114524361039725,0.005080100417454679,0.005077694047301062,0.005076309057933021,0.005089704530358785,0.005736808372922063,0.005150893508819045,0.005231346213673569,0.005239093091023072,0.005288370095399017,0.005249752589839944,0.005214211856029581
