TRAINACC:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_pb,CAWPE_eq
post-operative,0.6785185185185186,0.6755555555555557,0.6740740740740742,0.6718518518518519,0.668888888888889,0.6644444444444446,0.66,0.6540740740740741,0.6481481481481483,0.6362962962962962,0.6318518518518519,0.6237037037037036,0.6192592592592593,0.6118518518518518,0.611111111111111,0.5807407407407407,0.6051851851851852
primary-tumor,0.47177914110429453,0.4713701431492842,0.469120654396728,0.4666666666666666,0.4664621676891615,0.46687116564417186,0.46543967280163606,0.46359918200409,0.461963190184049,0.4593047034764827,0.4566462167689161,0.4533742331288343,0.4496932515337423,0.4451942740286299,0.44437627811860936,0.4188139059304703,0.43926380368098156
ringnorm,0.9784684684684686,0.9783873873873874,0.9783963963963964,0.9783873873873875,0.9783513513513515,0.9783333333333335,0.9782972972972975,0.9782432432432435,0.9782162162162165,0.9782252252252255,0.9781981981981984,0.9781351351351353,0.9781351351351353,0.9781261261261263,0.9781351351351352,0.9766666666666669,0.9780720720720721
seeds,0.9285714285714287,0.9282539682539684,0.9279365079365081,0.9273015873015874,0.9269841269841271,0.9273015873015874,0.9266666666666669,0.9266666666666669,0.9263492063492065,0.9260317460317462,0.9260317460317462,0.9253968253968256,0.9257142857142858,0.9260317460317462,0.9260317460317462,0.9161904761904763,0.9257142857142858
semeion,0.9386296763345943,0.9385456073980664,0.9387137452711224,0.9386296763345943,0.9387978142076501,0.9388398486759141,0.938755779739386,0.938965952080706,0.939092055485498,0.93900798654897,0.938923917612442,0.9389659520807059,0.9390079865489701,0.9389659520807058,0.93879781420765,0.9104245481294663,0.938671710802858
soybean,0.9285294117647057,0.9284313725490195,0.9285294117647058,0.9284313725490195,0.9281372549019606,0.9280392156862743,0.9277450980392156,0.9276470588235293,0.9276470588235293,0.9274509803921568,0.927156862745098,0.9265686274509802,0.9260784313725487,0.9258823529411763,0.9254901960784312,0.8997058823529412,0.925392156862745
spambase,0.952855072463768,0.9526956521739129,0.9525072463768116,0.9524492753623188,0.9523333333333333,0.9521884057971014,0.9520289855072464,0.9520579710144929,0.9518260869565218,0.95168115942029,0.9514202898550724,0.9513188405797097,0.9511014492753626,0.9508405797101449,0.9506086956521739,0.9497681159420288,0.9503478260869567
spect,0.7098484848484848,0.7070707070707071,0.7053030303030303,0.7027777777777777,0.6997474747474748,0.6984848484848485,0.695959595959596,0.6946969696969697,0.6939393939393937,0.6911616161616159,0.6893939393939394,0.6881313131313131,0.6861111111111113,0.6828282828282829,0.6797979797979801,0.6343434343434342,0.6780303030303032
spectf,0.8746867167919797,0.8744360902255638,0.8739348370927318,0.8739348370927318,0.8736842105263156,0.8736842105263157,0.8734335839598997,0.8729323308270677,0.8721804511278196,0.8709273182957394,0.8706766917293235,0.8701754385964914,0.8704260651629074,0.8704260651629074,0.869423558897243,0.8561403508771926,0.8686716791979949
statlog-australian-credit,0.6799033816425122,0.6796135265700484,0.6792270531400967,0.677584541062802,0.6773913043478262,0.6781642512077295,0.6778743961352659,0.6767149758454107,0.6751690821256041,0.6747826086956523,0.6741062801932369,0.6722705314009664,0.6711111111111112,0.6691787439613525,0.6675362318840578,0.6328502415458938,0.6665700483091789
statlog-german-credit,0.7669333333333334,0.7661333333333334,0.7659333333333336,0.765866666666667,0.7653999999999997,0.7649333333333331,0.7643333333333333,0.7638666666666666,0.763,0.7627999999999999,0.7624666666666665,0.7621333333333331,0.7617999999999998,0.7613333333333332,0.7602,0.7447333333333336,0.7593333333333335
statlog-heart,0.8439506172839507,0.8437037037037037,0.8422222222222222,0.8404938271604938,0.8387654320987654,0.8380246913580246,0.8367901234567903,0.8350617283950619,0.8338271604938273,0.8325925925925927,0.8325925925925927,0.8323456790123458,0.8313580246913581,0.8306172839506173,0.8296296296296297,0.8093827160493826,0.8286419753086423
statlog-image,0.9757287157287159,0.9757575757575759,0.9756132756132756,0.9755555555555556,0.9754689754689756,0.9753823953823956,0.9753246753246754,0.9752380952380953,0.9750649350649351,0.9749783549783549,0.9748917748917748,0.9748051948051948,0.9747186147186148,0.9746608946608947,0.9745165945165947,0.975064935064935,0.9743145743145744
statlog-landsat,0.9101264510779437,0.9100228026533996,0.9100331674958541,0.9099606135986734,0.9099191542288558,0.9099398839137647,0.9099191542288558,0.9097636815920396,0.9096600331674958,0.9095667495854064,0.9094631011608626,0.9092661691542289,0.9091936152570483,0.9091417910447762,0.9090381426202323,0.9077010779436152,0.9089966832504147
statlog-shuttle,0.9994988160102997,0.9994919189829184,0.9994850219555371,0.9994723774053381,0.9994643308733935,0.9994585833505757,0.9994470883049403,0.9994413407821228,0.9994298457364874,0.9994217992045428,0.999411453663471,0.9993907625813274,0.9993631744718027,0.9993436328942225,0.9993240913166427,0.9997091753454262,0.9992896061797367
statlog-vehicle,0.7981832543443917,0.7972353870458135,0.7965244865718799,0.7961295418641391,0.7951026856240127,0.7948657187993683,0.7942338072669827,0.7933649289099526,0.7928909952606634,0.7921011058451817,0.7908372827804108,0.7897314375987361,0.7887835703001581,0.7881516587677726,0.7872827804107424,0.7567930489731437,0.7862559241706162
steel-plates,0.777124183006536,0.7769865841073272,0.7766425868593052,0.7762641898864807,0.7761609907120743,0.7760921912624699,0.7757137942896456,0.7751289989680082,0.7747850017199862,0.7740970072239424,0.7739594083247336,0.7730650154798764,0.7724458204334365,0.772170622635019,0.771861025111799,0.7693842449260406,0.7713450292397661
synthetic-control,0.9867777777777776,0.9866666666666665,0.9865555555555553,0.9867777777777776,0.9867777777777775,0.9867777777777776,0.9866666666666665,0.9865555555555555,0.9863333333333332,0.9861111111111109,0.9858888888888888,0.9858888888888888,0.9858888888888888,0.9854444444444445,0.9854444444444445,0.9555555555555555,0.9854444444444445
teaching,0.5586666666666668,0.5568888888888889,0.5568888888888889,0.5555555555555555,0.5515555555555556,0.5506666666666666,0.5502222222222223,0.5480000000000002,0.5506666666666666,0.5506666666666665,0.5511111111111112,0.5475555555555556,0.5484444444444444,0.5475555555555556,0.5444444444444444,0.5048888888888888,0.5391111111111112
thyroid,0.994648148148148,0.9946111111111109,0.9945555555555556,0.9944907407407407,0.9944444444444442,0.9943888888888888,0.9943055555555552,0.994222222222222,0.9941296296296296,0.9940462962962964,0.9939444444444444,0.9938703703703705,0.9937407407407406,0.9935092592592591,0.9933425925925924,0.9950185185185184,0.9931388888888891
tic-tac-toe,0.9885873347251215,0.9885873347251215,0.9885873347251215,0.9885177453027137,0.988448155880306,0.9885177453027137,0.9885177453027137,0.9885177453027137,0.988448155880306,0.9881002087682671,0.988100208768267,0.988100208768267,0.988100208768267,0.9880306193458591,0.9879610299234514,0.9869867780097423,0.9878218510786358
titanic,0.7842121212121214,0.7842121212121214,0.7840909090909093,0.7840606060606062,0.7840303030303032,0.7840909090909093,0.7840606060606062,0.7840606060606062,0.7840000000000001,0.7837878787878789,0.7836969696969699,0.7837272727272728,0.7836363636363638,0.7835151515151517,0.7835151515151517,0.7843939393939395,0.7834545454545456
trains,0.875,0.875,0.8583333333333333,0.8583333333333333,0.8583333333333333,0.8583333333333333,0.8583333333333333,0.8416666666666667,0.8333333333333334,0.8333333333333334,0.8083333333333333,0.7666666666666667,0.725,0.7,0.7,0.0,0.44166666666666665
twonorm,0.9767865188789763,0.9767594845453728,0.9767414616563036,0.9767504731008381,0.9767324502117691,0.9767234387672344,0.9767054158781653,0.9767054158781653,0.9766964044336308,0.9766873929890961,0.9766873929890963,0.9767054158781653,0.9766603586554926,0.9766062899882854,0.9765882670992162,0.971235469045688,0.976570244210147
vertebral-column-2clases,0.8488172043010753,0.8473118279569892,0.8464516129032257,0.8458064516129031,0.8445161290322581,0.8436559139784948,0.8430107526881722,0.8425806451612906,0.8415053763440861,0.8395698924731183,0.8384946236559139,0.8378494623655914,0.8367741935483871,0.8356989247311829,0.835698924731183,0.8172043010752688,0.8348387096774197
vertebral-column-3clases,0.8475268817204301,0.8460215053763442,0.8455913978494624,0.844731182795699,0.8438709677419356,0.8443010752688171,0.8419354838709677,0.8412903225806451,0.8408602150537632,0.8404301075268814,0.8399999999999996,0.8395698924731181,0.8399999999999997,0.8387096774193546,0.8378494623655911,0.8223655913978493,0.8378494623655911
wall-following,0.9938638308275273,0.9937171494927272,0.993533797824227,0.9932893289328933,0.9929715193741598,0.9927270504828262,0.9922625595892923,0.9918225155848919,0.9911502261337244,0.9904534897934237,0.9895245080063562,0.9884855152181886,0.9868842439799536,0.984781811514485,0.9822271116000489,0.9952450800635615,0.9792812614594794
waveform,0.863532079498466,0.8634653861544616,0.8634653861544617,0.8633986928104574,0.8632919834600508,0.8631319194344403,0.8629718554088301,0.86281179138322,0.8626517273576098,0.8624783246631985,0.8624649859943977,0.8624116313191944,0.8622515672935843,0.8621048419367748,0.8620915032679739,0.8485660931039084,0.8619981325863678
waveform-noise,0.8625850340136054,0.8626650660264106,0.8627050820328133,0.862625050020008,0.862531679338402,0.8625583566760038,0.8625850340136054,0.8625050020008003,0.8625316793384022,0.8625050020008005,0.8624916633319996,0.8624783246631988,0.8624916633319996,0.8623716153127918,0.86234493797519,0.8526210484193677,0.8623049219687875
wine,0.9806818181818179,0.9814393939393936,0.9814393939393936,0.9814393939393936,0.9810606060606057,0.9810606060606057,0.9810606060606057,0.9810606060606057,0.9810606060606057,0.9806818181818179,0.9806818181818179,0.9806818181818179,0.98030303030303,0.9799242424242421,0.9799242424242421,0.964772727272727,0.9791666666666663
wine-quality-red,0.6513366750208857,0.6510860484544696,0.6507936507936507,0.6507936507936508,0.6509607351712615,0.6516290726817043,0.6519214703425232,0.6518796992481203,0.6516290726817042,0.6515455304928991,0.6518796992481203,0.6520050125313283,0.652046783625731,0.6514202172096908,0.6516290726817043,0.6294486215538847,0.6513784461152881
wine-quality-white,0.6350905871134723,0.6350905871134723,0.6352949189483721,0.6353902738046587,0.6353085410706989,0.6356218498842119,0.6360305135540119,0.6367252417926712,0.6376379239885573,0.6379648549243974,0.6381555646369704,0.6387276937746901,0.6389320256095902,0.6390954910775097,0.6392725786677566,0.6158425282659039,0.6391091131998365
yeast,0.6125845737483085,0.612404149751917,0.6125394677492105,0.6117726657645469,0.6115471357690573,0.6113667117726658,0.6106901217861975,0.6110509697789808,0.6108254397834914,0.6101037437979251,0.6095624718087506,0.6091565178168696,0.6089760938204782,0.6089760938204781,0.6086603518267929,0.564727108705458,0.6081190798376185
zoo,0.9312925170068025,0.9312925170068025,0.9312925170068025,0.9312925170068025,0.930612244897959,0.929251700680272,0.929251700680272,0.9285714285714285,0.929251700680272,0.9285714285714285,0.9285714285714285,0.927891156462585,0.927891156462585,0.927891156462585,0.927891156462585,0.9258503401360544,0.9272108843537414
