TRAINTESTDIFFSBALACCSTDDEVS:,Logistic_cvFold9,C4.5_cvFold9,SVML_cvFold1,NN_cvFold9,MLP_cvFold9,C4.5_cvFold4,SVML_cvFold9,Logistic_cvFold4,NN_cvFold1,Logistic_cvFold1,C4.5_cvFold3,Logistic_cvFold5,C4.5_cvFold1,SVML_cvFold4,SVML_cvFold5,MLP_cvFold5,MLP_cvFold1,C4.5_cvFold6,C4.5_cvFold5,MLP_cvFold4,MLP_cvFold3,C4.5_cvFold7,SVML_cvFold3,NN_cvFold7,NN_cvFold5,Logistic_cvFold2,C4.5_cvFold0,NN_cvFold0,NN_cvFold8,MLP_cvFold0,NN_cvFold4,NN_cvFold6,Logistic_cvFold7,SVML_cvFold7,Logistic_cvFold6,Logistic_cvFold3,Logistic_cvFold8,MLP_cvFold7,MLP_cvFold8,NN_cvFold3,Logistic_cvFold0,SVML_cvFold2,SVML_cvFold0,C4.5_cvFold2,SVML_cvFold6,C4.5_cvFold8,MLP_cvFold6,SVML_cvFold8,MLP_cvFold2,NN_cvFold2,Logistic,MLP,SVML,NN,C4.5
spambase,0.018673320663704626,0.01905685326897471,0.01891064626121325,0.024996416198425596,0.020020112551588014,0.022184194268167746,0.01669182462329713,0.01976667248543925,0.02326206098706759,0.019174109603565942,0.022137522364925256,0.015415878612702457,0.018770835471017808,0.024654119793285963,0.02208867117386497,0.023412554959678474,0.021367392641813265,0.022644218068444327,0.021040890997774356,0.019431079264267383,0.017058907759788838,0.02120613620574552,0.022637948886909082,0.022468348598667063,0.02229044564446878,0.019758246675060584,0.022162700201871242,0.02056836357997583,0.02698814120253824,0.015966044701157794,0.02536756644349139,0.023735460159380935,0.015096939044432673,0.021257222256677148,0.020064113285939197,0.018075423887262097,0.021152532738447423,0.017638161477206073,0.02640919915874709,0.02371052078146164,0.01667625309622334,0.02292471218774331,0.018689139297702297,0.022334307563085104,0.026561540979528134,0.0174003179908917,0.0243554638725915,0.023356940680306335,0.02376598973581772,0.025143716427593006,0.007220707539377443,0.026620067268861968,0.009982875932671996,0.011434250209264384,0.010434659496969294
statlog-landsat,0.02761543093713345,0.026020117737809833,0.021544653156623496,0.0239089863580816,0.026891899635326094,0.021197561456539456,0.025999179371494537,0.02483444916898901,0.022439362630006874,0.01964544398412224,0.026377777534070553,0.02160107496739578,0.026452508092887867,0.020158898730545126,0.02037220070638986,0.018060323983774617,0.024513880678437835,0.02330471463562221,0.026961221385654332,0.021787474672825654,0.021308828679196347,0.029438791706773937,0.019692294400866422,0.015623816239315462,0.024000305253505525,0.02392500557250667,0.02778976897552561,0.02454754697338079,0.017580478630611004,0.029001375216010518,0.01822578406889795,0.019771252474287983,0.01874558968356243,0.01831898913836306,0.024280192387205662,0.02782876819067794,0.027410957531397176,0.01603494295906205,0.025258273093571034,0.02080791708605144,0.024668917041091608,0.0229625284030341,0.02074952448552392,0.030068266283284288,0.02018569455351103,0.022891626133068204,0.018509978699245075,0.02546864836928782,0.02259875414476563,0.02470840000430808,0.010379740587233427,0.01193109366792674,0.010089990588435672,0.010244893175915443,0.012217483869525725
statlog-shuttle,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.06634425066449962,NaN,0.1284042556677255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10041230205818961,0.08170854209832662,NaN,NaN,NaN,0.05427035520844133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.04383332323916709,0.04442883763223583,0.07121631465916475,0.08209179533375269,0.04114624007827229
statlog-vehicle,0.0657228234083605,0.07192405662878666,0.061029979137963715,0.05918360786044552,0.056438936375051325,0.06728796322343822,0.060620081347750016,0.06290433295511111,0.07582423766414598,0.050027962342491676,0.06372438613866803,0.05027590656371349,0.06249798204068229,0.07755890623596265,0.056071594210662344,0.047769028616398465,0.054763831440575506,0.050015566976058586,0.053678988424988756,0.051349287991880564,0.05476710602222584,0.0761404933623778,0.06222507562231259,0.06659258022301894,0.0766359319417157,0.07676191526676272,0.06463147732611618,0.06975034246183338,0.08503970937762347,0.06420099450224294,0.06568143882496129,0.05438111733878221,0.05498306879102241,0.06312140209666087,0.0667735642019749,0.062224977191409625,0.05565424211161849,0.04924741891394,0.07143804935566665,0.06252494217710475,0.06389746803086313,0.06897859470189224,0.07597414099925438,0.056012754574878365,0.06768073320997776,0.05678871918988877,0.06637223638746055,0.051758686325854786,0.06476118918858759,0.07614480033593779,0.027514169326115813,0.02777781294316639,0.029271883657408574,0.032729748194323255,0.026262230809660916
steel-plates,0.06405867117315524,0.05588316412826453,0.058464648326707176,0.0558454403259874,0.05180919929851117,0.05527294142232868,0.05524909286110894,0.07347184999256941,0.06274490040868655,0.06046930559872531,0.057824535057848445,0.05936354133955488,0.055620166146998946,0.07825006084204379,0.06814037994585498,0.06837383789808042,0.061996610741738435,0.058843020440543146,0.07939984848397519,0.07456745386927806,0.0547455267118076,0.0596490013827647,0.05567103590110708,0.06604570664055567,0.08160262767680578,0.062405032764649454,0.05399268849461939,0.053889235955584314,0.07243172336749669,0.05193922684195286,0.06336801507000794,0.07150362278577563,0.05343021368412907,0.05982125532956712,0.06707757469971223,0.06313343114322473,0.07489454952204994,0.06179153448211423,0.0580721156095354,0.05084016181846009,0.05897661136480171,0.061579925606965874,0.048465488675852805,0.06048123817397507,0.07371051461554026,0.05317569151694469,0.06647501841174519,0.055503332679550106,0.071366611770752,0.06509550648249386,0.02712645982501813,0.03465413969405869,0.030382331122296918,0.03160062949687743,0.03330362412459976
synthetic-control,0.08078035748751662,0.05964614686003648,0.023116397126108443,0.03464544000889529,0.02368940141632123,0.06894794156631824,0.027425971414810082,0.07979451579499597,0.03749925499472816,0.0947824018671383,0.05342771820690956,0.0786991945218679,0.05975994976925601,0.02164056783555392,0.031017030710968504,0.019955570062031268,0.016989591885602662,0.05976582654819143,0.06413676717932203,0.015839230601693993,0.02322113143417034,0.058997694610456224,0.025531639650518592,0.037752301529224874,0.030219503483753678,0.09289607481049966,0.0597718095839927,0.042212289616129765,0.04135955786538251,0.024378874090402725,0.033006830052891886,0.03150969361682703,0.07651150382206369,0.03524064326059016,0.08412725263560748,0.07026541544684885,0.0721819221485371,0.02835642511788392,0.019878622749099635,0.0361790989808361,0.06307985168322794,0.027030326849745795,0.04022113205271,0.05847749018415158,0.03551410419008217,0.06909559890466895,0.022720749092754164,0.021347038222396458,0.01917320394928074,0.031420194269263596,0.04680111993944384,0.010310628869684839,0.013687350015506953,0.01370180512200974,0.028084892290483675
twonorm,0.007723304136594082,0.02115587619206798,0.0075602154239123144,0.008271780358827774,0.010596220821479117,0.01897884729457348,0.0071451474903758945,0.00784199269710139,0.008339372253563185,0.009424729455728599,0.019665480137166347,0.008238421340696536,0.014573141032546824,0.00682896141092118,0.00921983107757154,0.009422836848879798,0.007926838458642935,0.01648821248752676,0.018942449145204772,0.009330217763202092,0.010226725951864312,0.02716325197010644,0.006751149041129298,0.009647595972124593,0.008435212478831012,0.009569177274724151,0.021853399487361196,0.008691626150158645,0.008163944920354245,0.008336892768633074,0.007945962099430989,0.007054629857348469,0.00910057773707654,0.009178244005265436,0.00772664579255284,0.0068014106416114314,0.006671565855553121,0.010828846092717328,0.010497731927397282,0.00859421907671915,0.008338060505276442,0.008860372960336838,0.008036993065164559,0.01864993064944459,0.0072346896544379325,0.02386981870157852,0.009925594013720838,0.007348312245217631,0.009505845170696412,0.01044687212179311,0.0030861540606825235,0.004552572095251747,0.0029317542629564326,0.0034525219091038,0.007700103054817009
vertebral-column-3clases,0.0907916100272956,0.10989110440435898,0.1116387360785537,0.14931779562697772,0.09334054473342607,0.1328942442763078,0.12042876208910348,0.13661620645874165,0.10450115984101291,0.10002827222023766,0.15671207212282007,0.09070559201973775,0.09231535250550829,0.1527439484199391,0.10650669851589706,0.09951392218854618,0.09150392884405625,0.11251645154535884,0.11199360957077993,0.1359029750669278,0.11732110584193958,0.12160390945552335,0.10403560678133034,0.16462199140590217,0.12842376279228498,0.11803730081988749,0.12139749027745518,0.12509923547801807,0.12444794489229206,0.12170366163117077,0.11744728202741221,0.1348149000242327,0.13223067787937812,0.14181685166027613,0.1160768818901179,0.12972175525881258,0.12322641328322964,0.13525917752712124,0.1051085963119875,0.12564028719041595,0.1304358381568953,0.10811332901845028,0.10973505510417891,0.11385494619263281,0.14150926741355274,0.1048924128901358,0.11823180370950802,0.12376274454378003,0.11080787004604303,0.11966660114952593,0.05184935224772422,0.06168206520204269,0.043903735141959783,0.07613589010371186,0.05887864678759152
wall-following,0.041787313433189935,0.006744150355382562,0.04480046060852432,0.029346286718506774,0.03498639487558133,0.005884864660916409,0.04005312501658051,0.044063055343731304,0.03176751724447226,0.04177803745335142,0.0065045539749274215,0.03956097971751878,0.00802559800140425,0.03897221424877533,0.0431775926305127,0.02175914490405879,0.03557789772195552,0.010106970359076064,0.009840518532495509,0.029896689848499854,0.030282815946173217,0.0061895264828112475,0.04008836838095935,0.030004651080400114,0.026284495484545065,0.0372137679369409,0.00829945809209662,0.03176831639428646,0.03151344066608554,0.032341081331199145,0.02591456617213457,0.02582576874672876,0.03444875466803008,0.03755657378088214,0.028022224682074444,0.04237021303636875,0.041410930855402164,0.02552947809224157,0.04012990009069529,0.035264459209838825,0.05050133157702204,0.04434642183223969,0.053251037596202894,0.011798660601278954,0.03277456946629121,0.014962504886508176,0.03529578274357937,0.04486639133339155,0.03961251342002703,0.036010640932442044,0.019613796211475867,0.02293209539084341,0.019270835614621014,0.01663958508099418,0.004065884545405936
waveform-noise,0.022835400384089603,0.023844152322124373,0.019979447573022117,0.024914782577822394,0.02226538306104474,0.024658873178550516,0.017548636048670067,0.029733463122946252,0.025108519317976554,0.023066170697923154,0.023710685178558285,0.021225079370644374,0.02579102016175429,0.027292208297451336,0.02241952442068701,0.019733859985980182,0.02265375051064511,0.029045572729885324,0.03222585512808615,0.024537977981446215,0.024546726840354107,0.024416177735746978,0.0260577853597245,0.024740000666961512,0.02221558403599269,0.0191689832122743,0.02920604619772078,0.01696687132526449,0.027036711142744158,0.01865677642063849,0.02073505087200849,0.0200079722845857,0.02384183943925557,0.024203435947622684,0.02321442469221868,0.026482314771706775,0.024861235265376164,0.03061167063679984,0.02300383177911615,0.02229668264159118,0.023618789890294346,0.0188767336821318,0.021253797306455192,0.030277988965957063,0.02220924544918652,0.02897062340431877,0.026048433623551862,0.024756770256724455,0.02596154054469724,0.02493184557726174,0.0102503896532682,0.009972896698016428,0.009773377105756887,0.00921275791262667,0.009712382899777421
wine-quality-white,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037579665203690264,NaN,NaN,0.031075221417472296,0.026452799530916324,NaN,0.027538756908204932,0.039929200192486296,NaN,NaN,NaN,NaN,NaN,0.04471584210049568,NaN,NaN,NaN,NaN,NaN,NaN,0.03270592439211375,NaN,NaN,0.020023204274978505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03598287772752198,NaN,0.019105988961364697,NaN,NaN,NaN,0.02540903911173301,0.010827848879177725,0.027349824858578443,0.02034457366010428,0.01938911482381329
yeast,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07189071352337816,NaN,0.07962919550157496,NaN,NaN,NaN,NaN,0.07230101756976764,NaN,NaN,NaN,0.10674248723709893,0.09714558685022777,NaN,NaN,0.09662895929482407,0.08504721086133026,0.07637720581438721,NaN,NaN,NaN,NaN,NaN,NaN,0.07067728612855986,NaN,0.08521922992491895,NaN,NaN,0.07516168104086654,0.04034610635252326,0.04486373809302317,0.04816747443610725,0.045114530447580375
