TRAINTESTDIFFSBALACCSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_pb,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq
plant-margin,0.02088578168124863,0.020409290832825396,0.020501787138248923,0.021550695377745194,0.021817926366168243,0.022181048722136498,0.022545292854275763,0.02285621598592826,0.022303943069259802,0.026784849466060842,0.022246980939434006,0.021813480818115644,0.021652335556643105,0.02109778989623671,0.021413753771226392,0.02087455691593909,0.02090451918638151
plant-shape,0.0371934066351341,0.035455674934451197,0.035180772896700206,0.034778548184090485,0.03331593475531925,0.03108421541998224,0.03007593359497251,0.028888036938513474,0.027392717853095744,0.024232804366627978,0.026278685749341505,0.02466226613046042,0.02403470461358052,0.022451896215646493,0.022912878474779214,0.021889096443285377,0.021613481916958978
plant-texture,0.01850294069101832,0.01837680740750719,0.018242537613266115,0.0179783040656558,0.018286289350114362,0.017995030036891256,0.01848797582531113,0.018610449091524487,0.018694533448852874,0.023874764884937564,0.0187304906713139,0.01895236986450814,0.019406024871509074,0.02002838195521153,0.020816185471555705,0.02049740662037321,0.020136319235005123
post-operative,0.044711665738062456,0.04600402635990189,0.04889833159599766,0.04965803844185756,0.0483339400165239,0.04690034377074247,0.047331527063146986,0.04777085789235752,0.05005827985606809,0.06541013405137173,0.04833221972300879,0.05115092378138945,0.047926238470554175,0.048082125670899915,0.04907485533668094,0.04689325185080362,0.05223397754299098
primary-tumor,0.039287619559856754,0.037244261829533144,0.03728981656075772,0.036909909417630594,0.038391738283718224,0.03855904856776061,0.038551880026651573,0.041084644202934166,0.04053719622988563,0.048718904292749596,0.04035032981307914,0.04062072174011876,0.04183028232190112,0.04292801786683213,0.04660978877848888,0.04554019678461422,0.045761906880173654
ringnorm,0.0032259081787551196,0.0032616199415203616,0.0032885948904226906,0.0032983711968573776,0.0032268098691105055,0.0032261689785915808,0.0032549407945236435,0.003332555168172649,0.0033644213995383393,0.0041844583711952614,0.0033325376691617664,0.0033691732735598016,0.0033942493234227072,0.003439457622057424,0.003437946750935682,0.0034852406931477585,0.003465426548129327
seeds,0.036957560620846645,0.03687283432732085,0.03658187225446841,0.036479130016847196,0.03590443814197962,0.037259581094669814,0.03741037369012215,0.036702794987617,0.03690533573012933,0.036543377766309,0.03693498594629876,0.03693498594629876,0.0367354468317258,0.03606523427570134,0.03576478823018018,0.03541325421781539,0.03584049947709999
semeion,0.01382750958151273,0.013792986397769122,0.013766105259479746,0.01397785716691539,0.01386475076567377,0.014037710895182114,0.013915519043916413,0.013811049662461543,0.013431572546410754,0.01904607275993162,0.01336859468460267,0.013114625055303595,0.012991343746747206,0.013103833688971863,0.012685045368926489,0.01316618752869152,0.013002620878003343
soybean,0.022067357014290245,0.021968313251946057,0.02217348382114605,0.021983449831835332,0.02116901242712098,0.02119571030003101,0.021273522698310683,0.02067575616474987,0.02114470228501766,0.029272588021156974,0.020868667882422788,0.021026037503540623,0.020354302154626448,0.020532085851844024,0.02025754488471322,0.020309248886394588,0.019921595428902126
spambase,0.0068210141641236255,0.006928403456159826,0.006908850870527972,0.006963544596158672,0.006945933739222746,0.006844470229401306,0.006815083638193957,0.006896036651847582,0.007001278839413678,0.006099515400655711,0.007035922131449604,0.006901916353149381,0.006802810930332381,0.007025437301774118,0.006941909040901492,0.006793435047827546,0.0064635779265938545
spect,0.06896306247270298,0.06584975547644628,0.0657849654731766,0.06491529545575704,0.0636963335263059,0.0641717549032145,0.06614054033548394,0.06376669921879208,0.06048995249394712,0.06058881764663778,0.05875263852444353,0.05743183049081372,0.0566857429017463,0.05826229766398337,0.05849484060626664,0.05962904694095259,0.060958837818446354
spectf,0.06955359510793002,0.07187972887569674,0.07253835331255855,0.07327736247231206,0.07274817466149153,0.07182723835864026,0.07133038227105568,0.0718755724275612,0.07004961345140326,0.0816505706421334,0.06928299371258437,0.07223404609752127,0.07101912947581329,0.06752520210649464,0.0676525246026863,0.06858836908475091,0.06870126481352429
statlog-australian-credit,0.024503812159952156,0.024814062650328948,0.025051956781572855,0.025034314958195105,0.024854036018163054,0.024997642516286257,0.02500413876959122,0.023985473028909767,0.023223286075560262,0.038204508854314964,0.023995761059513822,0.024369337063081965,0.024001962218363926,0.02580950779029111,0.027372867492951005,0.028462671357864868,0.02665055586599013
statlog-german-credit,0.03569861360207458,0.03427552986851715,0.03325699288542592,0.03191521285586231,0.031793358264484824,0.03254025657976848,0.03182503579379375,0.03204923623754083,0.03276305114400687,0.03364238620174103,0.03235331574419296,0.0330557840533902,0.033441239839621745,0.03372838464055273,0.03309109336802571,0.03207931646552576,0.03303434996221223
statlog-heart,0.05767482723026457,0.058658916241791904,0.058666019022896795,0.05844321888783934,0.060038860340265066,0.05925735050406129,0.05890865713167693,0.05974640426400278,0.05931949664311336,0.05220700642438386,0.05947986555238898,0.0588769144913823,0.058507948832858196,0.05735150741086803,0.05603105893852684,0.056821514821549596,0.056882168544630206
statlog-image,0.007408695420315103,0.007415495776068738,0.007285085356870185,0.007363199214451291,0.0074707714872052355,0.007597711987964027,0.007685939492388168,0.00771882760632248,0.007798508010180019,0.007783688874118858,0.007744459034413846,0.00767921032663902,0.007848068997150594,0.0078621640683597,0.007762905656995779,0.007529818990461777,0.007627422828294137
statlog-landsat,0.00838174035685982,0.008471581369450143,0.00836936623651817,0.008326353203777921,0.008574419974240879,0.00864337887350414,0.008554807494467248,0.008435282720004192,0.008477679692774001,0.008386526609576391,0.008429733431355611,0.008465395795125683,0.008463691333973749,0.008275486392087103,0.0081486763148713,0.00814737348538683,0.008096067193882627
statlog-shuttle,0.06055364098805987,0.059792326947168455,0.05969823031371802,0.060791561744056345,0.059276566298498846,0.05875521494826114,0.05660212136334303,0.05791967455666122,0.05954759087204853,0.05202792407046706,0.0594190560609114,0.05843134365003135,0.056116722848100264,0.05510358856382558,0.05542754062116692,0.05629851449604826,0.05796177349309232
statlog-vehicle,0.025000459957543856,0.02483666527194272,0.024455509641523522,0.024131032905884784,0.023584020958871004,0.022914923459498582,0.022635368588137986,0.021917767713945782,0.02106904476367745,0.027073763995414807,0.022043011147704118,0.021701049369490393,0.021469891821091575,0.02195568713109831,0.022814324652323612,0.02165021340288676,0.022387256734116463
steel-plates,0.025942812903990267,0.02626388314641177,0.026658107765680877,0.02686186973604799,0.027482641751145648,0.02696514557977717,0.026674808490615525,0.02679475990022872,0.026160184142664765,0.02784782778570935,0.02516596961366231,0.024968040238706992,0.024932800069131,0.025037749874178297,0.024277937356851718,0.02434578456750505,0.024135977993951268
synthetic-control,0.011962051533235407,0.011917661320116263,0.011857497856961262,0.012184197206139962,0.012392062717352725,0.012330071019300538,0.012505426663687551,0.012494698748155198,0.012253182660553886,0.01968980391048133,0.012161115093054287,0.011768303859705297,0.011768303859705297,0.011538153711059023,0.011683895324834324,0.01178186150556855,0.011657084187294874
teaching,0.07219119946055821,0.07473831432990448,0.07624139976720522,0.07643665728210856,0.08052585628148679,0.07831726868191793,0.07659789675714809,0.08025431744501767,0.07931753773664865,0.11113783925124159,0.08211715605525939,0.08473827486408965,0.08535224704140988,0.09000790059344234,0.09185951535393379,0.09357588052229944,0.09242634248146478
thyroid,0.00948436829163064,0.009279993326175918,0.009120647209850782,0.009351771441261725,0.009704957491705982,0.010376270911446083,0.01153703234340194,0.011749947188555487,0.01135613702796106,0.00897332959831959,0.011464102328925946,0.011048040799780532,0.012022360401863106,0.012542302034002415,0.013096898106344181,0.013329326732776479,0.013981459674881949
tic-tac-toe,0.010584683371502266,0.01074287563480636,0.010730508118603635,0.010785140067612454,0.010910236561059493,0.010811763883733217,0.010811763883733217,0.010666622728640995,0.010738297584881418,0.010686403291533107,0.01106233760427257,0.011277815519537134,0.011277815519537134,0.011277815519537134,0.011329829098170666,0.011611651060649372,0.011467059475725025
titanic,0.018526658328226454,0.018526658328226454,0.018634076360268505,0.01867047878748147,0.01867497792720546,0.018752180911810547,0.018527509103606173,0.018435853948204795,0.018436755192409667,0.01729220730190178,0.018551830784208523,0.018643771605462888,0.01828440747805835,0.018561823458458186,0.018416579830971332,0.018416579830971332,0.018401850243802066
trains,0.21783871029664056,0.2195904989488569,0.2268847553482843,0.23436076478694082,0.2254731083862641,0.22046117343210347,0.22176077569024283,0.23578690836391014,0.24145683848905372,0.10795320872760074,0.24145683848905372,0.2586467632663285,0.2898341446717838,0.2993314176183908,0.2875114523789307,0.2917555967325674,0.37720192193386326
twonorm,0.003989989243052457,0.003989790844136266,0.004024109165566774,0.004034921405495657,0.004071114751472469,0.004060970228682203,0.004056956029340452,0.0040941512363152,0.004083504148138594,0.004227314743819117,0.004073643785945736,0.00410714614683326,0.004114687713929332,0.004094710627852374,0.0040821158544548895,0.004081808536504972,0.004077784082739526
vertebral-column-2clases,0.05536516912462658,0.0566502692304595,0.057879445698071005,0.057653899812398435,0.0599189750999827,0.05955228875354366,0.05954219529951705,0.06007781376541087,0.060586950192559434,0.06568080384197197,0.06093540446740529,0.06174891755356684,0.062195312004211155,0.062329593585273214,0.06310184410481946,0.06178092957418776,0.06182341503801156
vertebral-column-3clases,0.06108247326201007,0.06246354407185185,0.06122518089519389,0.06156324096408495,0.06085157940005968,0.060815189710795914,0.062191380789244625,0.0625692294318068,0.06343624987059358,0.055623508888100075,0.06281351055297908,0.06201369912330327,0.060332788841508625,0.05969322263642198,0.06005007134500178,0.060079366645963465,0.059007254714844574
wall-following,0.004763239934155697,0.004745685333224993,0.004694869710407511,0.004676082465416975,0.00470565639190752,0.004657120369995792,0.0049183352225410345,0.004890084337909417,0.005369863207238184,0.00497149656764158,0.005128155280588417,0.005455502667245343,0.005726519099992148,0.005883364307375205,0.006395845613392978,0.006473855064783423,0.006919203345202007
waveform,0.009827460906089228,0.009716489523411944,0.00964827623874482,0.009656589827048015,0.009664963529226113,0.009701675478734479,0.009747594691152285,0.009736681563564005,0.009579443222993209,0.010515905611454173,0.009603646380540492,0.009818140567514112,0.009989605459497243,0.010052419690311516,0.010109248004115619,0.010284575635279139,0.010281767616076614
waveform-noise,0.010107913467100186,0.010101469699947178,0.010162534516065688,0.010199567936476637,0.010206110485892081,0.010056253621873986,0.010119991178236826,0.010168857698279512,0.010209346936963619,0.008920413153183511,0.010125177187145711,0.010082386500347115,0.010088840124953763,0.010102235714838523,0.009977036916658442,0.009867252620333207,0.009684749931993095
wine,0.022425568504691896,0.02229278155586495,0.02229278155586495,0.0220727053356163,0.021978063900394206,0.021978063900394206,0.022404371753558354,0.02232976843054737,0.021794745681455008,0.025361617346135148,0.022750768674095326,0.022750768674095326,0.022750768674095326,0.02298815359504173,0.022810154183161017,0.022810154183161017,0.022198939050338023
wine-quality-red,0.025641657574232465,0.02606466616118818,0.025919675746205198,0.025826406387887826,0.02572681437836749,0.02596412213213386,0.026158332991535124,0.027052098400738328,0.025263290138465348,0.030842547873675824,0.025190168719129158,0.025121049274571292,0.0259390694117117,0.026260123836144424,0.025875296256968713,0.025968964714400546,0.02776989860126037
wine-quality-white,0.013923641612504754,0.013782337254419685,0.014025329225352627,0.01397660447820461,0.013878917684274088,0.013381483477007043,0.013492128906980998,0.013376003279575563,0.01354859516000417,0.017272233402842188,0.013781644543481837,0.01479921392048083,0.014488489538940759,0.014667928057370966,0.016182260755461624,0.016834962127202424,0.0173172024162243
yeast,0.053431666414233914,0.05266610869669892,0.05193376664765311,0.05268703974543071,0.05208542162019259,0.05203886080482286,0.05151331019977831,0.05260127788794962,0.05275896704284393,0.036993339708622015,0.055489754300013884,0.05323542313498079,0.052866362896542014,0.053061880029634294,0.053315397887664324,0.05309362921771522,0.05374593093304499
zoo,0.1220419540089686,0.1220419540089686,0.1220419540089686,0.1220419540089686,0.12090461887054722,0.1188498905289557,0.1188498905289557,0.11821110040240304,0.12019862298980354,0.08956861340323992,0.11900220808771629,0.11900220808771629,0.12004117415964966,0.11876803513523988,0.11876803513523988,0.11609126112967522,0.11832776338487296
