CAWPE-S,TunedRandF,TunedXGBoost,TunedSVM,TunedMLP
0.9083916083916085,0.7988811188811189,0.4906293706293707,0.7095104895104896,0.4408391608391608
0.9973698268652262,0.9991842489196031,0.999323833228441,0.9982991433041797,0.9613879690422333
0.9751455026455027,0.9689021164021163,0.9525727513227513,0.9776190476190475,0.9235515873015874
0.9854949949605329,0.9816047094882989,0.9814955277983248,0.9784326807012513,0.9783323104740346
0.6170588235294119,0.6570588235294117,0.6433333333333333,0.6145098039215686,0.6315686274509804
0.8810798284915929,0.8847862289070992,0.8839711376455938,0.8654359493183023,0.8665648729822781
0.8993708068272692,0.9060138352973912,0.8610213091389458,0.8735669343344824,0.8894427642785155
0.8866941015089159,0.940466392318244,0.9105624142661176,0.8839506172839503,0.8897119341563784
0.9746000744047618,0.9906831363939961,0.9935077790262576,0.9504138207523761,0.938144245139975
0.9816779669789344,0.9938719527974736,0.9998654313958906,0.9001397443196504,0.9980746338181252
0.79846033147004,0.67094243404923,0.8120525644797489,0.7265960576640186,0.7278807492399725
0.9882309941520452,0.9963868003341683,0.9959899749373429,0.9721073517126131,0.9684001670843754
1.0,1.0,1.0,0.9999997572598718,0.9926906578063284
0.9485897435897428,0.9052991452991446,0.9024928774928768,0.8827920227920221,0.94559829059829
0.9941234067684546,0.989660985809703,0.9972223375866426,0.9912918241977564,0.9969037440721238
0.9989210256473386,0.9999250931339503,0.9999959713522794,0.9984860668070853,0.9864538586254404
0.8783342246450541,0.8424379388272613,0.8449738644401098,0.8987354874325015,0.8123277036934781
0.9803294351528453,0.9785628737772024,0.9777946578538833,0.9743741267022669,0.9752892563189087
0.889299733082116,0.8705566022923529,0.8774925420003135,0.9103273669335838,0.8889543099387651
0.9764572209647906,0.9607238034126991,0.9665610824115654,0.9693161052500553,0.962173990273069
0.999281355310101,0.999237263961767,0.999198222446792,0.9982988437936612,0.9991539740480168
0.8847095472095464,0.8272990522990517,0.8670586170586162,0.7525842400842393,0.8561995436995431
0.989261416599728,0.9910413789587675,0.9907439393699417,0.9850174839122268,0.9718741498022856
0.9583333333333328,0.9284909909909903,0.9396396396396389,0.9288288288288278,0.9066441441441434
0.9995862574937739,0.9997659510415415,0.9997488412205271,0.9992899526433113,0.9838470035831921
0.8269373134328368,0.818847761194031,0.7828895522388072,0.8211283582089564,0.8207283582089566
0.8780888160417147,0.8797738862050457,0.8739576144467449,0.8792006939651869,0.8741579441760603
0.761565646093948,0.7614182044370723,0.7580371829428433,0.7363508189923283,0.7234095883152486
0.7990287972896668,0.7721682665160927,0.7704686617730094,0.7639920948616601,0.7533766233766234
0.7545454545454545,0.7538961038961038,0.7227272727272728,0.5616883116883116,0.6285714285714286
0.7866354700478195,0.8094662905848262,0.793744127271973,0.756747178177126,0.7593951098872411
0.4037869822485213,0.4143195266272194,0.41065088757396495,0.32816568047337297,0.4698224852071009
0.9966998106060609,0.996765782828283,0.9898295454545456,0.9961306818181821,0.9507070707070708
0.9841120580808083,0.9771183712121214,0.947898042929293,0.9835252525252525,0.9599236111111111
0.9941909722222224,0.9929292929292931,0.9884138257575759,0.9925413510101013,0.9442686237373739
0.41922558922558933,0.46935249935249945,0.5615099715099716,0.46555296555296566,0.4705801605801606
0.7950537688193239,0.8323327148191797,0.8021590306356451,0.81079822321607,0.7659480078365604
0.9738194645745903,0.9921499069597853,0.9967961904940031,0.9986177215900064,0.9150553332148954
0.9957278911564625,0.9841360544217688,0.9908571428571429,0.9895782312925169,0.9918095238095239
0.9952623548671065,0.9910112451038998,0.9936046668296648,0.9936510827247963,0.9932777756610329
0.9939853312196014,0.9923835292181657,0.9904825708223546,0.9903791138643673,0.9863653117869768
0.9802218991773006,0.9832066550771351,0.984757165296551,0.9718413613865842,0.9649447387528006
0.7226107226107229,0.7264335664335666,0.7104895104895107,0.7148717948717951,0.7313286713286715
0.8613881401617249,0.8611859838274933,0.8477088948787062,0.7796495956873315,0.8725741239892184
0.5498652498652488,0.5781473781473768,0.5841687841687827,0.22289982289982238,0.5355971355971343
0.7863085714285727,0.7855276190476201,0.770312380952382,0.7931847619047632,0.784152380952382
0.9034666666666673,0.8856888888888899,0.8878666666666675,0.8616000000000007,0.8789777777777786
0.9984632471905199,0.9984461060824698,0.9991007914644279,0.9943565525383713,0.9965969653242384
0.9889319588134079,0.9905541721005232,0.9912385362479368,0.9878577934066157,0.9813556733778827
0.9999785596308239,0.9999866177433425,0.9999997893993037,0.9996583096897039,0.9965188877642946
0.9445988148763451,0.9151216901393415,0.9204195069639471,0.9358350732999181,0.9364633032649523
0.9232636842325137,0.9370840521200074,0.9352676928174951,0.9148183221125151,0.8962530716456033
0.9995893333333333,0.9988106666666665,0.9981679999999997,0.99956,0.9997786666666666
0.6950474716202272,0.6874210526315789,0.6764251805985552,0.6649226006191951,0.6416965944272446
0.9970517558667534,0.9990929433444841,0.99923155220926,0.9661999985004661,0.9619457068913082
0.9999884522114015,0.9972670233650259,0.9980715193040535,0.9949767119596615,0.9994341583586746
0.6731996078727097,0.6761398084609008,0.6763954452907027,0.614628610210393,0.675421913882815
0.7333333333333334,0.6444444444444445,0.0,0.6888888888888889,0.7333333333333334
0.9970692231046719,0.9950372450463675,0.9959212673478388,0.9973268487899117,0.9299297851737137
0.929409523809524,0.903314285714286,0.8917333333333337,0.919009523809524,0.9194285714285716
0.9635941013824884,0.9551345622119815,0.9468563748079875,0.9651983410138248,0.9583418433179721
0.9964698681797162,0.9998654808426795,0.9997994704821975,0.9791883274579352,0.8986952596254557
0.9699209723140061,0.9644212774539268,0.9647503078988992,0.9689824316114437,0.9561865483332607
0.968229430147493,0.9621735936542803,0.9650308809166532,0.9689450076584188,0.9728381642373893
0.9989910213243547,0.998559670781893,0.9981021324354657,0.9950617283950617,0.9981021324354657
0.7670073209112329,0.8132134187562388,0.790977587600245,0.7465471628533475,0.7395803478968845
0.7862772339521372,0.8198480398643941,0.8049272633886944,0.7652765658761991,0.7202182681606918
0.8398848552922,0.8407937590917254,0.8102971605206557,0.8356523617171752,0.8293557675466264
0.9983867196633153,0.9955750348288831,0.9933507271236461,0.9988192004297627,0.9919498981261899
