TRAINTESTDIFFSNLLSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_pb,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq
breast-cancer,0.0778796513330592,0.07728062882002834,0.07673175411415345,0.0762365762953481,0.07579927252685913,0.07542481631941525,0.07511908135930881,0.07488919893062905,0.07474351830606997,0.07469214620792183,0.07474663033645362,0.07492047973153584,0.075228810889692,0.0942710438436449,0.0756887194445857,0.07631834574463695,0.0771369182349856
breast-cancer-wisc,0.04799645843305405,0.04800804289673017,0.04802174840616125,0.04803685769735119,0.04805396421987992,0.0480729604659182,0.048093426532960594,0.048116386146322875,0.04814117311991862,0.04816799558691878,0.04819713964062417,0.04822820905254946,0.048261540322710204,0.05512304067937378,0.048297284473150306,0.048335227913736636,0.048375446090354476
breast-cancer-wisc-diag,0.07012342488157082,0.07022540772104074,0.07033559157020944,0.07045453621446389,0.07057943163727196,0.0707108437640693,0.07084896579964706,0.07099458409409212,0.07115202948001942,0.07131449339588207,0.07148438473690318,0.07166288262403589,0.07185701136271384,0.10872494525772268,0.0720546258343398,0.0722642465597753,0.07247900406403969
breast-cancer-wisc-prog,0.19433629592866242,0.1904637396235537,0.18669530439479015,0.18305526037804307,0.17957088414610406,0.17627284540027857,0.1731971832450151,0.17038258214871718,0.16787303984338822,0.16571535950946029,0.16395799599763464,0.1626536947117472,0.161853864710331,0.17539006843201663,0.16161165088541232,0.16197818946517864,0.16300476804113787
breast-tissue,0.3369457370360351,0.3324381297912909,0.32813151239568167,0.32404375253287254,0.3201871493184034,0.3165880978359541,0.3132689961927221,0.3102716393589346,0.3076351820730774,0.3054107838016577,0.3036486950663145,0.3024057477042185,0.3017380154200066,0.44408734740273453,0.30170389358389677,0.30235585025549827,0.30374155562397903
car,0.0234833517194006,0.02327883100377033,0.02307454280049003,0.022871246734960684,0.022669998873225166,0.022472235795517184,0.022279820525895576,0.02209513709106121,0.02192110933852043,0.021761293604077622,0.021619852264137585,0.02150157140583092,0.021411807067638657,0.04170906605153172,0.021356342133650924,0.021341220177067466,0.021372464677691886
cardiotocography-3clases,0.03237474007252972,0.03226340946352269,0.03215490852883308,0.032052551775764535,0.03195152532602679,0.03185507253312987,0.03176318252909319,0.03167338083872718,0.03158746899805327,0.031504185272366356,0.031425133366752143,0.03135053396020734,0.03127809798555353,0.03384918667153569,0.031208628470070814,0.03114318647126829,0.031080633005075076
cardiotocography-10clases,0.053259875957984794,0.053120586019755986,0.052987564130715044,0.05286513852773374,0.05275218136972311,0.05264986153477847,0.05256110983985695,0.05248692188445749,0.052429468956598564,0.052392079680025905,0.05237546002528379,0.05238529131501433,0.05242139639155452,0.05068249594487321,0.05249158666247012,0.05259511217266564,0.05273938575997227
chess-krvk,0.041216999817874266,0.039486495104120854,0.03783380099345176,0.03611074648198481,0.034323179816135224,0.03244669184917118,0.030483354680221134,0.028422053587823626,0.026285027582925263,0.02408077093460192,0.021818808432684706,0.019511034869252722,0.017198360595028273,0.011119354696280207,0.014971270671192707,0.012991178656961411,0.01148587849310948
chess-krvkp,0.008295163691740517,0.00835306844495144,0.008416711247376425,0.008486174440340243,0.008561528717565355,0.008642842871532205,0.008730108674984546,0.008823374991965451,0.008922632786938662,0.009027844975287741,0.009138997551965079,0.009255996797632006,0.00937879445344121,0.03349521307102255,0.009507281120780479,0.00964135264126502,0.009780872757677387
congressional-voting,0.04594658644268847,0.04572900263557787,0.04552757290389786,0.04534301023510245,0.04517626438058458,0.04502824435911523,0.04489995075830148,0.04479232551551674,0.044706545102736944,0.0446436022390719,0.04460473657860069,0.044591054223541586,0.04460368466581726,1.2904896429507837,0.044643729316591954,0.04471231719581096,0.04481050293171984
conn-bench-sonar-mines-rocks,0.19063425018932703,0.18756362606765095,0.18457209813852296,0.1816826904785917,0.17891933776455432,0.17630532624551778,0.17386229886282223,0.1716085576006881,0.16955941888064024,0.1677272360318775,0.1661185556963241,0.1647386889691068,0.16358818417720444,0.33759368222913405,0.16267129484807388,0.16198972304524392,0.1615505398053821
conn-bench-vowel-deterding,0.04943150644103735,0.04846064226883067,0.04752863270343812,0.04665637982602606,0.04586839297759353,0.04519565391299901,0.04467412927850371,0.04434325084263165,0.04424442322284066,0.044418692637139386,0.04490122817011669,0.045720979361722064,0.04688992790923665,0.10909869319675848,0.04840502194617427,0.05025015828411041,0.05239136690308361
connect-4,0.004203868496191709,0.004146023799135954,0.004085989704133024,0.004023744561678839,0.003959264425993976,0.0038925422387020053,0.0038235773264716404,0.0037523874689114143,0.003679000561013059,0.0036034610097306114,0.0035258281645473917,0.0034461832981429554,0.0033646257872570833,0.0017623320258831406,0.0032812724250903037,0.0031962640710130083,0.003109767837173599
contrac,0.03744401319101763,0.03718783494369394,0.03695122556186599,0.03673352771570857,0.036534124907560424,0.03635227859343573,0.036187218741116814,0.03603812489088435,0.03590420516865748,0.03578463943762594,0.035678609627451924,0.035585412126583116,0.035504474386980685,0.040472617412958316,0.03543527416267868,0.03537751779007928,0.03533105656614872
credit-approval,0.05660978715074058,0.05680470965055239,0.05700724279221545,0.05721772145897339,0.0574363911585529,0.057663573708067434,0.05789965716976017,0.058144980803110986,0.058399912672129316,0.05866484530945882,0.058940173587763864,0.05922634196619678,0.059523778656329275,0.058647104628522496,0.05983297470544062,0.06015425979125659,0.06048827168667312
cylinder-bands,0.09096707594033236,0.0903893939828279,0.08983452080338325,0.08930368724092932,0.08879822723803518,0.08831959070763842,0.08786909421297104,0.08744802764799055,0.08705777201109972,0.08669962421279839,0.0863749637146536,0.0860851772465464,0.08583136216405887,0.0810656212665864,0.08561480580946534,0.08543675692797403,0.08529845862073267
dermatology,0.05168072631658464,0.051555168493849356,0.051432011520717275,0.0513111003125021,0.05119228476658191,0.05107579886628285,0.050961461251630646,0.05084943639440717,0.050739805343310865,0.050631982040139085,0.05052702041176757,0.05042458112287607,0.050324677473325814,0.1306595611165085,0.0502274005850773,0.0501328175462662,0.050041106831692314
echocardiogram,0.23894260429608918,0.2392150524755274,0.239572037935843,0.2400197252750472,0.24056673985719135,0.24122298306008716,0.2419993758611896,0.2429071509450001,0.2439601592387075,0.24517262156699296,0.2465629168201378,0.2481463380561233,0.24994196971076107,0.24224591268633566,0.25197043164259814,0.25424678526097166,0.25679107755264785
ecoli,0.14970143084034587,0.1495610348408843,0.14944089068824715,0.14933288910332745,0.14924668586739642,0.1491780970205083,0.14913271247541135,0.1491113938124703,0.14911337425511692,0.14914516959011748,0.14920657992544428,0.14930064119494804,0.1494306693985417,0.15008715764290775,0.14959999207619712,0.1498119322973884,0.1500682269363448
energy-y1,0.06075706411702699,0.05981005718345928,0.05889192701732685,0.05800178362481599,0.0571437734282974,0.05631930874606523,0.05552763068937211,0.054773853393448604,0.05405675720510039,0.0533799092444159,0.05274371840353235,0.05214944834021019,0.051595981163569414,0.2796210258873806,0.05108636453493408,0.05061999202109033,0.05019584942784002
energy-y2,0.05135448570487659,0.0514503580650878,0.051552308218714,0.05166057277384154,0.05177487438631048,0.051895558065782055,0.05202253166474179,0.05215572185261461,0.05229521659557609,0.05244071373493762,0.05259248743415606,0.05275041297635438,0.0529141350053315,0.08149071124390612,0.053084136551125774,0.05325985400919137,0.05344129464435862
fertility,0.14457872754033246,0.1440026358048824,0.14354543936425082,0.14321312152538818,0.14301253379381926,0.14295052047241133,0.14303511241205058,0.1432748783975478,0.14367866576299998,0.1442558635917512,0.14501546917830768,0.14596773737944893,0.14712097098741508,1.6490232509829523,0.14848361077425098,0.1500628199429282,0.15186411315706722
flags,0.5079302910696885,0.4830592454678529,0.46292338574829034,0.4433792248099785,0.42475623475989516,0.4066797135499161,0.3895669951023095,0.37355737060650684,0.35885349710834336,0.3455463077618747,0.33392634315903075,0.3241476854901597,0.3165857306457837,0.6093001066299407,0.31155229445123817,0.30945065471911903,0.31046476539501444
glass,0.21680294589339866,0.21289667035683565,0.20924534114639234,0.20586169186003658,0.20276055765878082,0.19996023582850184,0.19745574712354486,0.19525682169097605,0.1933700678786514,0.1917939650456376,0.1905229564073519,0.1895462242799971,0.18885704387500726,0.3888227022305448,0.18844959080438764,0.188308854853033,0.18842141828050857
haberman-survival,0.06911961017122062,0.06878412390809836,0.0684558522613275,0.06813460754044308,0.06782043669680538,0.06751314230127978,0.06721273330061853,0.06691911450785104,0.06663209679137005,0.06635170851514872,0.06607778425277477,0.06581025420026092,0.06554905506504306,0.0659762560648348,0.06529409642166005,0.0650452590062564,0.06480254298570236
hayes-roth,0.3381073334466668,0.33043135980984706,0.3225129056659856,0.3142760443235714,0.30561635216505845,0.2963714821222875,0.2863543523196572,0.27535324728137023,0.2631631566426582,0.24960543447652173,0.23454949450477078,0.21790767738233544,0.19956293294161634,0.07629634343798157,0.1792948548691505,0.1570076948519431,0.13359369110798533
heart-cleveland,0.16092916206844254,0.16002413430183646,0.15917130915643019,0.15838253427558457,0.15766651428454856,0.15704299381992037,0.15652726833314604,0.15613871978920296,0.15587385559558678,0.15580440366850692,0.15593268809278163,0.15627942143041257,0.15685237850487618,0.1836152603840077,0.15771861872540383,0.15888096416113026,0.16036228144526157
heart-hungarian,0.11064609147411097,0.11042046134204977,0.1102115401453529,0.11002016170984248,0.10984691020004396,0.10969245174569066,0.10955782776789393,0.10944354857038972,0.10935076614667535,0.10928020149749941,0.10923307906062352,0.10921042774302524,0.10921343428627778,0.11153122265142607,0.10924322849102543,0.10930132713997401,0.10938900671676409
heart-switzerland,0.47159232242003707,0.4610508413074084,0.45054396824923043,0.4400178381726031,0.4293726214779184,0.4185205338908331,0.40737945773966355,0.395962007057316,0.38438957981760163,0.3729284413947657,0.3619955161123173,0.3520726675914699,0.3436884760726053,0.6775654128060645,0.3372648189649491,0.3330598338852324,0.3311563334035131
heart-va,0.25075009668214815,0.2450407674290298,0.239574486114485,0.2343566134748473,0.2293924174058987,0.2246701272792196,0.22024198089707966,0.2161296166119048,0.21238500552542516,0.2090963137783518,0.2064048250237244,0.20451309365817621,0.203700311389115,0.1828269992100514,0.2043057248727521,0.20673612821308618,0.21138606161627235
hepatitis,0.187860894636229,0.18594358370831518,0.18412615399888527,0.1824095938032475,0.18079432903572346,0.17927994101552244,0.17786690523100138,0.17655392412692553,0.17533981616081806,0.17422382075486437,0.17320565225814546,0.17228586142564417,0.17146506508672424,0.4417898052569613,0.17074489250562153,0.17012871748000247,0.16962068992694374
hill-valley,0.02904121556419028,0.027559943123933874,0.026077366077729106,0.024592967939433566,0.023107626873929546,0.02162597522468828,0.020159339782781165,0.01872988126015812,0.0173741601753146,0.016144683318001604,0.01510644807482187,0.014326012399618069,0.01385434998993576,0.04511372292225162,0.01371088815750826,0.013879134696593944,0.014318018665538506
horse-colic,0.09355947827690966,0.09306677559320001,0.09263836455198904,0.09227501548142532,0.09197703330043812,0.09174580205923709,0.09158181525066511,0.09148430932568032,0.09145338598962746,0.09148738482014203,0.09158433292942622,0.09174416838089039,0.09196348875939132,0.26332207961187426,0.09223948836010365,0.09256995757286737,0.09295211497967851
ilpd-indian-liver,0.03335898826201147,0.03329821948243853,0.03324322331240658,0.03319401177615563,0.033150678027723236,0.03311335406098242,0.03308203398863497,0.03305681554605207,0.03303769206929715,0.033024789320171916,0.03301817172051201,0.0330178668896341,0.03302390490160892,0.09064379026335506,0.033036325052718384,0.033055215164162245,0.03308066059076581
image-segmentation,0.040044996764506055,0.039922177533060765,0.039802074346435665,0.03968504104804613,0.039572857474554274,0.03946484363272696,0.0393616097150154,0.03926346001049928,0.03917080721150935,0.03908315625868072,0.039002802614627595,0.03892909272277126,0.03886315037966874,0.060544814717602,0.03880390923378715,0.03875378802532233,0.0387128926570326
ionosphere,0.07657725744910948,0.07645672721926261,0.0763777322484027,0.07634196785731996,0.07635204312306922,0.07640869005866238,0.07651458040868744,0.07667249823809016,0.07688346375276227,0.07715057803903078,0.07747683633234405,0.07786334031218266,0.07831492760477543,0.15270438515376145,0.07883434068628178,0.07942351086503129,0.0800862734791052
iris,0.09319714936527625,0.09303342055964949,0.09288007334864597,0.09273711370920193,0.09260480740992162,0.09248317035881556,0.09237235088178852,0.0922725649487717,0.0921837439588933,0.09210601587620239,0.09203957519958147,0.09198447483291707,0.09194079028619558,0.12908186710881261,0.0919085975481407,0.09188803799514632,0.09187913997431994
led-display,0.11458343207483868,0.11454393572507175,0.11451948003878049,0.11450958376362619,0.11451372921056809,0.11453259564817575,0.11456656530867648,0.1146165433477092,0.11467888106261591,0.11475465853408306,0.11484591922882235,0.11495032504232129,0.11506542621614985,0.11222927667342043,0.11519627555493257,0.11533869998069782,0.11549291597355456
lenses,0.9414132905447387,0.9230732645321892,0.9057805643669701,0.8896201252870956,0.8746426614695157,0.8609273331768278,0.8485232434113922,0.8375326847221352,0.8280864357128441,0.8203594242796745,0.8145654972240867,0.810916471307722,0.8095838299026898,2.917299175226669,0.8106330288547526,0.8139907670014467,0.8198198215671917
letter,0.01974485659863726,0.019319358490105656,0.01891799387403985,0.018543647474995543,0.018198751226167056,0.017885453106641743,0.017606892553850673,0.017365875822421786,0.017163007026779167,0.017000458339642067,0.016879744068151518,0.0167996535389719,0.016761781848942062,0.022154695911238895,0.016762548001471977,0.01680180421851329,0.01687753016251474
libras,0.2416413825187265,0.23875186889279976,0.23577542538113216,0.23272851222886085,0.2296384507377501,0.22654320438733094,0.2234893122595308,0.22054328327754394,0.21777950689110112,0.21529870822621655,0.2132106969851564,0.21164330809492712,0.2107309567099056,0.3206375629136025,0.21062186793429993,0.21148244558759136,0.21347621980640838
low-res-spect,0.10120118040970234,0.10084610646597,0.10053377647349483,0.10027202067222418,0.10007351569056852,0.09993068099257292,0.0998426196442262,0.0998283367607434,0.09987567365634122,0.09999990914379857,0.10018981810936882,0.10045935750334352,0.1008146797147356,0.17221438158458527,0.10126054777945317,0.10179643257869639,0.10243016062181572
lung-cancer,1.4980901450204431,1.459597434230282,1.421394055067983,1.3831371877643934,1.345528815710602,1.308501237182759,1.271576897071447,1.2338717568446322,1.194450888244677,1.1529722187984202,1.1104000266064669,1.0672932426194794,1.021267555428708,2.179674727995509,0.9751060199669297,0.9381489434007946,0.9072592282106304
lymphography,0.16462534623164146,0.1638639230053593,0.16318606769729987,0.162598482580929,0.1621088322694139,0.16172964504953363,0.16146614141654586,0.16133387635177265,0.16133618489001664,0.16148820237331038,0.16179885219159715,0.16228305145271027,0.1629512444497625,0.26361550751338275,0.16381604815688172,0.16488918270791467,0.16618306368418112
magic,0.01114596664805257,0.011088109811220173,0.01103086596622343,0.010974395287747272,0.01091879895385612,0.010864219962920228,0.010810790129879625,0.010758637580648227,0.010707917555553876,0.010658744590053367,0.010611264124740935,0.010565607336236097,0.01052191294986597,0.011547462093418916,0.010480298655016686,0.010440874942665924,0.010403781040984543
mammographic,0.05856184665787674,0.058505375636515256,0.05845122844259087,0.058399509364379855,0.05835027613563582,0.058303481744249624,0.058259245950819806,0.05821762558036175,0.05817855020274735,0.058142093405153736,0.05810833927668044,0.058077242554262096,0.05804884684621554,0.060418050527401866,0.0580231821531926,0.05800023963972032,0.057980081320406
miniboone,0.006134134787395086,0.006175391803940792,0.006219922463725493,0.006267787134368945,0.006319153739715029,0.0063740839128421795,0.006432760958683281,0.006495241156494743,0.0065616075983409876,0.0066320015351820655,0.0067064661264432494,0.006785125070916711,0.006867987743534567,0.005294483533885845,0.006955174032676566,0.007046705824431821,0.007142622724210016
molec-biol-promoter,0.2816176551770741,0.2749169386644005,0.2686763473237182,0.2629272764926174,0.257695786610791,0.25300039145342174,0.24885579555942194,0.24527097652843186,0.24224933187400294,0.2397870608125695,0.23787906200556777,0.2365163604427527,0.2356921741109225,1.572446306340439,0.23540252731109118,0.23564701034669938,0.2364283377170191
molec-biol-splice,0.0369935242481887,0.03622360616173797,0.035456945777287995,0.034695039478389,0.03393961186770705,0.03319238895304844,0.03245517278520331,0.031729759679202746,0.031017656422109918,0.030320210390099838,0.029638341432911382,0.028972584551155638,0.028322898289159557,0.050447347461197015,0.027688621211434332,0.027068598729397837,0.0264611386107409
monks-1,0.1717322961750874,0.16622800531076973,0.16035811895160326,0.1541214284867894,0.14752596041368302,0.1405929221157714,0.1333610031484368,0.1258904108224909,0.11826495602483633,0.11059113782503706,0.10299263429431757,0.09560096272511387,0.08854376217405835,0.052356900970807196,0.08193540921808154,0.07587229073945406,0.07043259435735577
monks-2,0.06591483763544273,0.06236181668354035,0.0589684263811432,0.05574154988775048,0.05268730525532503,0.04981066455240629,0.04711581822485008,0.04460592000702011,0.04228283170988152,0.040147432243139325,0.03819902871737146,0.0364358395526322,0.0348544001848004,0.00864793879555737,0.0334498651389671,0.032215784581064395,0.031144317301462277
monks-3,0.05643676846977201,0.055324445868501555,0.054273467126873275,0.053299121155262114,0.05241908504280439,0.0516530525459175,0.05102202345841844,0.05054680595905936,0.050245715425821784,0.05013250313050979,0.050215051328173575,0.05049318589066848,0.05095933560161002,0.08550911998802109,0.051598823099573775,0.05239157934587931,0.05331392162854796
mushroom,0.0020276604849652526,0.0020607406148743877,0.0020958357321951195,0.0021330667275485412,0.002172544559859887,0.0022143724312749,0.002258661370800296,0.00230552216148631,0.00235505352424106,0.002407363614203343,0.002462548105741625,0.0025206935939483858,0.00258189716858515,0.03217638755105848,0.0026462251202429145,0.002713766633699563,0.0027845759696649075
musk-1,0.12222703365136668,0.1210586460209657,0.11994820176797291,0.11889710382963233,0.11791698601713245,0.11701236835747125,0.11619159729260554,0.1154570562940187,0.11481769655812261,0.11427863302492164,0.11384335004481645,0.11352018280762213,0.11331307158479362,0.17424492284441007,0.11321894545370223,0.1132448883526705,0.11339631347344441
musk-2,0.012131447171208568,0.012137436547001806,0.012145460134278804,0.012155379293715135,0.012167110223034487,0.012180712130929864,0.012196090656321948,0.012213251915789,0.012232068100417581,0.012252545145069817,0.012274783506252685,0.012298483682982234,0.012323602170459549,0.02432255813337757,0.01235029332171144,0.01237837905851426,0.012407911845792033
nursery,0.011572804235650325,0.011729252711783354,0.011885070129881511,0.0120397646036563,0.012192850889056351,0.012343871679785528,0.012492370945075791,0.012637921709713337,0.012780124355708739,0.01291859892003779,0.01305299433569565,0.013182987985913873,0.013308291593551945,0.01357626782718884,0.013428646716883763,0.013543821446256142,0.01365362700620437
oocytes_merluccius_nucleus_4d,0.043967170217712195,0.043268259857519524,0.04257576700273779,0.041892720651048355,0.04122229046115038,0.04056819243377561,0.03993429680144022,0.03932500052858534,0.03874492404235158,0.038198992400349845,0.03769222026754779,0.03722972451107374,0.036816403142179904,0.05281196412840189,0.03645680357285001,0.036154887582891065,0.0359137461311201
oocytes_merluccius_states_2f,0.04068743202843576,0.04067205445440735,0.040658838220593525,0.04064844060021253,0.04064050118588933,0.040635354631057344,0.0406329851445322,0.04063360695137902,0.04063721265638708,0.04064400988471755,0.04065389716874701,0.04066728857919797,0.04068408328434876,0.04956162789535929,0.04070445399749668,0.040728663694993915,0.04075652359863199
oocytes_trisopterus_nucleus_2f,0.05317325748408499,0.05252419324101552,0.051889043763317266,0.05127116457878589,0.050674203303892225,0.05010237095642271,0.04956047371856272,0.04905393815979571,0.04858900430672615,0.048172605062724,0.047812743362487184,0.047518165076309696,0.04729859414983151,0.054445545694965417,0.04716453724274847,0.047127249033007045,0.04719832731940623
oocytes_trisopterus_states_5b,0.06076688242535583,0.06070584979513458,0.06065756993945474,0.060615870037610306,0.06058457316767005,0.060555415017417236,0.060538147282535607,0.060531319677932204,0.060531014486808955,0.06054366946584934,0.0605602651326935,0.06058836173733179,0.060625833304075595,0.29874698356943713,0.06067055415005681,0.06072817779218487,0.060795122910129284
optical,0.01292736853744566,0.012945333497655712,0.0129673374627192,0.012993419219020566,0.013022107115746804,0.013055432212370849,0.013092600131172418,0.013133332647988548,0.013178631745703266,0.013227017994145707,0.013282195680251081,0.013340867951292457,0.013404680338827883,0.03826817922259831,0.01347331576826693,0.013547428686401713,0.013626735146371484
ozone,0.025531952289015673,0.0255175992217239,0.02549732492670544,0.02547658968830295,0.02546002549134471,0.02544073870595601,0.025421089390495904,0.025417350094561027,0.025407559775958866,0.025389044624489397,0.025371011408688186,0.025357872128361332,0.025339764425424873,0.04187805982789124,0.02532369619204106,0.025318765980811737,0.025315443335300548
page-blocks,0.019487927850439225,0.019494514953945892,0.01950066033537946,0.019505956045241767,0.019514087719399033,0.0195211007680025,0.01952651366510313,0.01953423265481674,0.019541337143146587,0.019548570521656188,0.019555392355030125,0.019563746308970516,0.01957327003157392,0.027573675787843442,0.019579682895238263,0.019588566557185837,0.01959617461439786
parkinsons,0.11203161363875165,0.1113368047065953,0.1107431951609873,0.11025750180053269,0.10988547784698255,0.10963314235951382,0.10950622081854645,0.10951007186887476,0.10965077125773734,0.1099338384648201,0.11036583650257246,0.11095369106659299,0.11170604006515784,0.14391724106205322,0.11263261755809262,0.11374545586572307,0.115058907269339
pendigits,0.008262144500663563,0.008272927981255526,0.008286707457557845,0.008299836139766094,0.008314208997995983,0.008329532757137445,0.0083470544836646,0.008364728274169066,0.008380719333134523,0.008400138821707596,0.008421103394436228,0.008440630821540843,0.008461240634799264,0.014699271068927508,0.00848359398830415,0.008506450357295144,0.008530654667617012
pima,0.0496069775625398,0.04970816126152641,0.04981788348520041,0.04993643650882963,0.050063784612971306,0.05020000352258932,0.05034518098875921,0.05049926126433484,0.05066222132577704,0.05083394239808696,0.051014397700554076,0.05120349891608721,0.05140103475737042,0.052403726490698015,0.051606950600264184,0.051821077142807564,0.05204336414946133
pittsburg-bridges-MATERIAL,0.2915120654742813,0.2899678124871754,0.2885165265029685,0.2871778223551321,0.28594179210428144,0.2848294879319733,0.28383465446989903,0.28296323870869217,0.28223256363202825,0.2816414095397856,0.2812109396884522,0.28093186134987186,0.28082266953537705,0.9583565701768709,0.28089180433030214,0.28114668456093556,0.2815943534987928
pittsburg-bridges-REL-L,0.28814322439153556,0.2853549410934889,0.28259660877610054,0.2798840655925694,0.27723069103051395,0.27465465423401136,0.27217233977701116,0.26979520567178394,0.2675425124404982,0.2654231144360047,0.2634549739380854,0.26165771898379214,0.2600515654805478,0.31204914369701786,0.2586784176479573,0.2575861731637232,0.25683541718119385
pittsburg-bridges-SPAN,0.2609666223429928,0.25826355568287396,0.2557092455949311,0.25331396656880695,0.2510844325160616,0.24903046073944082,0.2471563751326683,0.24547070897035275,0.2439791994612274,0.24268919678874742,0.24160701352111782,0.24074092643181905,0.2400974126991586,0.30746959761769327,0.23969278926607815,0.239549904357285,0.23970407658816759
pittsburg-bridges-T-OR-D,0.2420946548242621,0.24120822581198761,0.24035742206159003,0.23954515002891996,0.23877438692288563,0.23804937475353538,0.23737240308525318,0.236747888812326,0.23617959667393165,0.2356716766936341,0.23522895909683247,0.23485485055998676,0.23455499128970353,3.67985800568389,0.23433405833493753,0.23419671119473817,0.23414785447884626
pittsburg-bridges-TYPE,0.4965562431441357,0.48904669637534715,0.4817404258921132,0.4746808317732624,0.4679072217756316,0.46147971066814886,0.455450861845616,0.4498909240255461,0.44487110721136963,0.44047086836853483,0.4367811900291987,0.4338955409479708,0.43191683655415375,0.6249165567420855,0.43092521010550805,0.4310076094694539,0.4322411806863025
planning,0.04770266497301172,0.04759894169269583,0.047557921216087255,0.04758915864262671,0.047703512343739755,0.04791369771894895,0.048235035192871235,0.048685447868937165,0.04928629057300003,0.0500623025259379,0.05104272388617985,0.05226097989951646,0.05375492271758776,0.10323529776612753,0.05556714299341138,0.057743690628539665,0.060334399471171855
