CAWPE,RandF,LogitBoost,XGBoost,Bagging,AdaBoost
109176.72775563333,28925.972623299996,41536.36404076668,4432.2932101666665,3622.3378709666667,1975.3134371666667
5863.460836466666,5336.281520799998,2851.0118393000002,952.8445881666665,264.7983514333334,127.06652120000004
17772.960313166666,3813.088182566667,6206.331775466668,746.0424221333332,800.8848079333335,776.9594465666668
1367074.5169358002,19691.36339883334,53448.67654563333,5063.912986766668,2689.8254261000006,36.545155233333325
6904863.727673999,1602982.9145292668,2468260.341408734,94704.53293516666,299751.9549602999,140827.02005766664
13253.195179166667,14535.1525348,12116.321412866664,2547.4551834666677,1179.0821498,21.46482066666667
9064.808105733333,5794.707129600001,5213.3619411,1219.0574040000001,643.6380697333334,310.817102
18223.4231512,6295.704565533334,7270.4062110333325,1343.0886642333332,980.9824286333335,395.1126198333333
16295.799960466666,4776.648139533333,11805.031828499998,1768.810685066666,471.7813341,17.726112733333334
2419.4248766,2403.533510533334,902.3737703333334,517.6373121,129.1953174666667,66.9205573333333
9259.002890366666,4551.677758300001,7684.098171400003,1855.7717547999996,236.18301113333334,28.960744499999997
7878.567987633334,4881.3989501333335,6386.719587199999,1442.4358972,259.07025719999996,35.39855553333333
7898.3970658,4626.0726565333325,6346.674459500001,1471.5528246999997,313.09551816666664,25.158300799999996
1867.3215768666666,1910.0236165,628.8078244666667,482.17329680000006,65.91971946666665,43.166849666666664
10854.544919066666,4430.573213266666,8478.935523466665,2128.6172972,390.05170516666675,20.785984433333333
5421.084040233332,4048.016581866666,3847.3397629000006,1346.570472433333,229.62623076666657,15.019799433333333
2206.8184745333338,2132.7499415333336,1172.5548425333334,785.1443327333333,106.20665793333335,53.998522099999995
1551.1541865999998,2747.906662266667,1048.1180223333333,830.5801979999999,84.25538216666669,16.543506333333337
6149.459435200001,4886.123724133334,5479.720646966665,1615.6897797,311.9775674999999,28.7789418
3991.4342415666665,3822.782835866666,1736.1397380666672,776.9651397,220.6957657,104.65154736666666
3655.985295099999,2848.774877433333,2089.155363233333,1182.9856532666665,148.19595393333333,14.317576833333336
5180.655823700001,4346.633581799999,3418.560517933334,1554.5015082666664,228.20369396666666,13.804042866666666
3876.6545519333345,3378.6164089,1130.0900221666668,529.0738302000001,121.08048269999999,101.4132095
251281.8949466667,88782.75900450001,47259.1322872,7386.9681889,34198.26623166667,7446.984316466665
8156.115946566667,4574.5981815,4102.563483833333,1025.8981326333333,449.7354917666666,252.83936543333337
5377.860718533334,7430.226107033333,3790.589588733333,1075.8147741999999,686.1159655999998,232.36981083333336
478222.12010899995,31502.492245233338,92662.3507265,9964.082174033334,5932.677431400001,35.232709766666666
11000.700711333333,5131.847171733334,6200.304649433333,790.6927825666668,863.2368079666668,610.7312638
2107.638094866666,2402.213684266667,1130.5565140333335,524.5246489666667,82.74374419999998,73.7493384
17641.808460466666,8565.6669207,25324.4732448,5440.5018553,590.9549677333335,27.41915006666667
1033.7466596,1091.4587365666669,1407.2287609333334,396.41930260000004,89.03025436666665,19.502137399999995
1580943.0768209002,291225.7303670666,3241525.5030634,222691.1767927667,35906.8362795,70.65804523333333
138235.21311943332,19530.645949666672,122554.74104543331,7163.774836433332,7337.683905866668,39.619425033333336
146860.21644213333,17263.409792500002,105114.64176660003,5148.7902749,5522.354434133332,61.06557133333333
4010.3848970333333,2664.5688756666664,757.736442666667,577.0540081666666,86.89653053333333,49.352270900000015
4817.002320533334,3775.0116354666666,1965.3908455666667,875.9563704999999,119.20262063333334,25.16370026666667
203710.11652653335,435653.04689130007,202896.98576943332,19192.13599536667,46779.10556886668,15632.4270129
5405.973288566668,6949.930597233335,3958.610253933333,1203.6755962333334,292.34961526666666,163.7696307333334
1.8101739643780667E7,6981711.754351965,1.2855993479826536E7,367451.8752592666,1737485.1171121334,697378.2235687334
7950.483415,1980.8461975333332,1762.0624712666663,584.4554413000001,191.27994506666664,126.43486679999998
250509.87015783324,37826.869253033336,117693.13784740001,8897.823457366667,8000.403516799998,64.57875176666667
4581.285678133333,4890.080394433333,2445.7645827333336,942.1380761333332,207.2317060666667,129.1539871666667
4715.9780349,5678.188796166666,2623.0146974,1067.5848932333333,267.2099491333334,130.41125106666667
4441.516186133334,4545.809006299999,2424.5703002666673,826.2233904999999,124.65835983333331,119.61326689999996
164635.14344613333,29405.100266566664,83362.7043984,6043.996463766667,4814.235574566667,3718.7557598333324
237261.38265629997,14764.782339399997,35193.1772757,2869.7348443,5933.487787666666,3373.225053066665
3007018.860426367,175643.27615383334,631798.1913648668,32980.792214500005,83391.15848916663,32621.637158333335
145851.50447853332,63017.329145466676,201764.5377740667,19812.637864066674,4604.659296533332,168.0038802666667
44577.875446533326,23655.276228366667,22795.788433633334,3022.8076544999994,5505.927856633334,2800.833368933333
23821.072258799995,15819.048991599999,24235.617892099996,2085.1079400999997,2009.375608,59.594768233333326
18979.44019343333,21138.24823996667,13910.202848466664,2079.9064064333334,2974.536946333333,1504.938550466667
28464.791085533343,17614.165147000003,24516.211816533334,2216.4830782333333,3060.0334959999996,1103.1780338666665
646792.4186582335,101099.88792036664,762186.7070052999,37259.25901640001,28454.26321676667,32.389739533333334
366022.49527243327,25336.684077599995,81861.93726646669,5342.310717433332,6868.6091154666665,6088.1399286000005
65897.6211642,50976.27568886666,115563.02158253333,9941.533046933333,5284.749668399998,51.249353
5405.3614636,4119.5755070333325,2097.7383878333335,505.8351859666666,220.30885343333335,264.5778222
413681.9628147333,144288.16358756664,629872.5418715003,39458.46015876667,19029.025945800004,48.119043633333334
5447.987343633334,6958.049377766667,4448.3568412,1257.8586406666666,542.9161329333332,271.00904650000007
2282.691461466667,2135.3549833999996,834.1343575000002,619.6253983666667,50.89330423333333,18.78358646666667
2203.740945366667,2420.8058661666664,754.1526083000001,798.6797725333334,61.52126943333333,12.852981066666668
2048.1461860333334,2652.118252266667,759.5115978000001,764.8245247666666,59.6277698,16.13808786666667
1772.7761418666666,2254.7992451999994,492.05553506666666,439.73255580000006,52.99281256666668,50.67438476666667
4223.130584066666,3193.2440621,1557.3478713666666,1358.4065939666666,77.07928410000001,12.874954666666666
3050.567920166666,4015.7422147000007,1256.124465933333,629.4927677666667,192.2672780333333,151.44186439999996
5279842.504637967,102665.59085860004,2286977.411678233,92458.61728593332,38864.117074333335,39.2871263
1.0726133559943102E7,271317.68625603325,2770924.4250606997,109215.86233979999,107938.50843736668,202.8017516333333
4505600.4132004,123163.59783923338,2571868.854227966,95180.8488839,49613.25471629999,48.7957082
2064.2141008666667,2743.5639688666665,750.7695656333332,813.8558459000001,49.35867776666668,23.93070576666667
25146.75112173333,7316.021852800001,16957.0516427,5240.629782200001,485.742717,20.264354799999992
117318.00780203333,212533.3335929667,122028.94014659998,11291.10821736667,35420.83640086667,11368.560220933332
3601.4427807333327,3210.888984366668,1708.3908239333332,604.2622582333332,110.66191503333334,134.65893586666667
2274397.5165760666,48074.32765613334,603728.7054590668,34031.2613686,24123.44801963334,33.7671681
71478.51958846668,9903.306702266667,77822.10374516666,7804.3310367333315,1811.2926990000003,29.0099853
333595.6642606334,66466.96479923332,105321.88519760003,9247.873673866668,15683.521508233336,6278.052747033333
6524.769944033334,5203.6409459666675,2092.9821150333332,984.8790273333336,281.2742092,126.02241193333334
13755.919564433332,4758.984139366667,5166.849333800001,786.5596782333331,524.7127169666668,466.8427344
8077.971515366666,8878.724051166666,5008.059081266666,1329.8996367000002,784.4658107,295.3127025333333
21478.815269466664,11180.573741933333,8992.129220966666,1741.8499909666664,1217.2647648999998,455.1276939333333
4304.692983800001,4269.298371366666,1758.3239739333328,675.8763034666667,181.06866906666667,113.15847450000001
68336.71241800001,26834.27652213334,90753.48887289998,6648.5133239,4201.2269701,32.71414989999999
268834.60032173345,113614.92858903336,377204.18735280004,25044.293545400003,23618.35380440001,39.303134699999994
1470295.0674031,248667.95087273335,1819159.6277708334,84170.43563370002,25212.380000900004,820.3705131000003
17020.200762733333,11262.663143900001,16527.876159000003,2585.649269933333,1455.1865843999997,27.680653266666663
1411886.1484508333,44302.49068586666,96669.13941103332,9357.631434899997,8729.409411433335,43.62048283333334
57876.3577024,14888.184970400001,51426.03433873334,2785.0100425333335,3978.5014394000004,36.316381500000006
2826.2780170333335,2866.7798317999996,1135.7962063666666,1038.2234492333332,89.15755953333333,14.072779700000002
134110.42644263332,34995.3471247,120186.8838366,8002.679740733335,2684.9680609666666,2657.7847133000005
7679.759230066668,6574.8038504333335,4978.6483290666665,1246.1900406666662,438.01357376666664,217.08718556666665
9242.140460933333,7327.3689053666685,7780.8200782,1492.0226484666666,273.1652547333333,123.7065887333333
938.2212762666667,678.45166,48.69323383333331,114.17061183333334,15.263189633333331,14.281068533333336
117792.42760256668,136178.08059126665,118551.30072103333,10730.10959716667,22021.794986366665,11252.541622099998
2204.4502929,4058.516039533333,1639.0429685333331,682.9679120000002,150.39116873333333,154.48537823333334
2914.4922491666657,4298.529385899999,2614.0705402999997,852.6323116000002,169.63819516666666,30.9438931
125875.01148196668,83823.31924599998,176252.3507119333,10973.550793366663,13817.368170733333,76.15878293333331
88189.79037973334,91191.02985840001,111609.15805003332,10548.796053366666,15647.91459873333,161.14923676666666
212422.4098813001,128251.14333883334,193826.08811816663,15939.689994866669,28885.288424966668,193.87010680000003
3106.1247316666663,2196.362619566667,2116.4330908666666,511.31623866666666,159.01376023333333,151.17187360000005
23951.06736943333,24021.648329566666,40577.15817943333,5077.003767233334,2670.623344733334,40.44282683333332
74389.66530986667,84237.89739056664,140484.9790197333,14025.088628699998,10088.261165033333,27.781927533333334
28536.3746502,15528.859614233332,41476.34018069999,6908.254847033333,1629.1097596000002,33.86782796666667
2782.8415395999996,1027.6617744,2204.030356633333,1054.1256437000002,88.75359730000001,16.146198933333334
