CAWPE-S,MLP1,SVML,Logistic,C4.5,NN
0.673286290322581,0.6625336021505376,0.6716061827956987,0.676377688172043,0.6350470430107528,0.6563844086021506
0.6445544554455445,0.5228272827282727,0.5497249724972498,0.67007700770077,0.4998899889988999,0.5045654565456545
0.807158553076403,0.7517663962136578,0.8059246112237998,0.7695655848546316,0.8074712643678161,0.7463657876943881
0.5331196581196581,0.594059065934066,0.5435515873015874,0.5835355616605616,0.5228594322344322,0.5152358058608058
0.955988455988456,0.9237229437229438,0.8588167388167388,0.9276479076479076,0.933852813852814,0.939249639249639
0.8633984173807182,0.8378096174556352,0.8418317179379123,0.8062579013906447,0.8715596759844547,0.8509668960996396
0.9524444444444444,0.9573333333333335,0.9528888888888888,0.9484444444444443,0.9337777777777777,0.9551111111111108
0.7198616946778711,0.7007025310124052,0.7198489395758306,0.7179317560357477,0.6999843270641589,0.7292236894757903
0.7657407407407409,0.7745370370370371,0.764814814814815,0.6787037037037036,0.7601851851851852,0.5986111111111113
0.9427178790133781,0.8122923323685277,0.8127071172080333,0.7699784692170853,0.8446387053156722,0.9433320916148821
0.8050000000000003,0.7346296296296294,0.6888888888888886,0.6227777777777777,0.5672222222222224,0.7875925925925926
0.5861746287350151,0.499054392556808,0.6417389239853007,0.45440081478728817,0.5279578705424117,0.4617399562327099
0.4803174603174603,0.4606349206349207,0.47301587301587306,0.461904761904762,0.4657142857142857,0.4336507936507937
0.6145980854969842,0.5583333333333336,0.706818777865198,0.6564581694204038,0.551216233936533,0.4288290060319958
0.8175384779086422,0.8239346708114315,0.7456983937485029,0.7456850905516231,0.8155568867913305,0.7876936052442757
0.8285005388118329,0.8142993708068271,0.8107826097032479,0.8260162107043953,0.8239927694928219,0.8038351235791009
0.8579731569940569,0.7942918637951166,0.7743044145821615,0.8306406432418909,0.8761842743680947,0.8583094196590361
0.7814814814814814,0.7654320987654325,0.7543209876543211,0.7783950617283951,0.7333333333333335,0.7672839506172839
0.8935856146001075,0.8209855575684383,0.8262723094471284,0.8313451925657541,0.9066534151905529,0.6853294417606011
0.9392086330935252,0.929736211031175,0.6574340527577935,0.6526378896882492,0.811630695443645,0.7428057553956834
0.657455624203197,0.6505581707038018,0.4994107744107744,0.4985714752705043,0.554210388676408,0.6826918047791835
0.9650889376218325,0.942865845168477,0.768076441102757,0.7671418128654971,0.9700605680868838,0.8476138262322475
0.9997253557275666,0.9998811787072243,0.9555211403995956,0.9477387543353386,0.9998697132818336,0.9999148791283624
0.8856647673314341,0.8882443019943019,0.8086799620132955,0.7690681386514719,0.7698136277302946,0.8375949667616333
0.9395751664122,0.980799590413287,0.8593696949475311,0.8848230477934853,0.9047352480385896,0.8966338147901255
0.7260441526070303,0.5917736492043435,0.7364338802734374,0.7375797268348737,0.7874208382192418,0.6849875842310572
0.7755918597362869,0.7768612601422651,0.6802847597196107,0.7810987285869546,0.6659458542504066,0.6860268198572751
0.8955703622011867,0.8700361486382993,0.8803493347220945,0.8865748654637542,0.8366408316229106,0.8805431486076647
0.8137237007379495,0.7988799916261055,0.7408649317004238,0.7862445700528602,0.7138326267859946,0.7302683571465955
0.9040047082319504,0.8823712086516828,0.8538484180398741,0.8893295029729829,0.8311422690979835,0.8171166888232422
0.9844731897577971,0.978779914519951,0.9784909325194598,0.9337158932136369,0.8859515264947021,0.984481614934014
0.5497941529191529,0.6095007751257753,0.5784887972387973,0.6022591991341991,0.568143061893062,0.5117873961623961
0.7471556149257298,0.6559397001465967,0.6468436178551119,0.7524533197751587,0.8343618131549166,0.7130069492023513
0.8557995495495495,0.8526276276276279,0.7399399399399401,0.7327890390390391,0.7707394894894897,0.8924737237237236
0.989482459309517,0.9403914821800111,0.9741172621404667,0.9512448137579488,0.9515398010483388,0.9913970501185911
0.7167910447761193,0.7098238805970151,0.7171542288557214,0.7200278606965174,0.6921850746268656,0.6661522388059703
0.5838888888888889,0.600185185185185,0.5813888888888891,0.5624999999999999,0.5538888888888889,0.6067592592592593
0.5206275720164608,0.5282921810699589,0.5228909465020576,0.5137860082304527,0.5081790123456792,0.5362654320987654
0.6313131313131314,0.5950336700336701,0.6473484848484847,0.6172558922558921,0.5580808080808081,0.6101430976430976
0.621374458874459,0.6431277056277058,0.6471320346320346,0.6404761904761905,0.5271103896103897,0.5588744588744586
0.43311507936507937,0.40568722943722946,0.413425925925926,0.4000030062530062,0.39727813852813854,0.34955868205868196
0.5037179487179488,0.49089743589743584,0.5014102564102565,0.4725641025641026,0.5,0.4926923076923077
0.812375,0.8016666666666664,0.7226666666666667,0.7252083333333332,0.41516666666666674,0.719
0.6275833333333332,0.5785833333333332,0.5115833333333332,0.490125,0.3913333333333334,0.596625
0.8127083333333335,0.7897500000000001,0.7232916666666668,0.7625833333333334,0.44700000000000006,0.7529583333333333
0.3268518518518519,0.290625,0.31875000000000003,0.3622685185185185,0.330324074074074,0.32870370370370366
0.31369047619047624,0.2670661375661376,0.3146931216931217,0.2722407407407407,0.29323280423280423,0.2575899470899471
0.9176156729909082,0.9064515676575371,0.7623609851353836,0.7628795440873488,0.9009926432772598,0.7886890680081912
0.9492063492063493,0.942857142857143,0.9279365079365081,0.9330158730158732,0.8987301587301589,0.9206349206349208
0.9282383224942999,0.9163139072210801,0.9243324011965013,0.8562624608813076,0.7064077665380407,0.8853013241251636
0.9386589729826446,0.918852657004831,0.9090636640153549,0.880593294923005,0.8562383903446705,0.8544760202670832
0.9291367766618843,0.9059266837398898,0.8963497680245627,0.9163460823595849,0.9123780210984546,0.8792797477718601
0.6768220668220669,0.6464957264957264,0.6910994560994562,0.6486946386946387,0.6597241647241645,0.6669230769230768
0.7737870619946091,0.746338724168913,0.7923517520215633,0.6879941599281222,0.6973831985624437,0.7745619946091644
0.5163413413413412,0.5112805112805113,0.4988334488334489,0.49789789789789796,0.5443193193193192,0.5021463771463772
0.6664603174603176,0.6347619047619047,0.6783809523809523,0.6864920634920636,0.6382063492063493,0.5776507936507935
0.8155,0.7765000000000001,0.8241666666666667,0.8132777777777778,0.7631666666666665,0.8082222222222222
0.9693506493506493,0.9561616161616162,0.9189033189033189,0.9480808080808081,0.9514285714285715,0.9540836940836942
0.8780110082023487,0.8643843268809224,0.8162530125671531,0.8118493867053979,0.8171670434522598,0.8788356587672577
0.786722133248523,0.5353316683863628,0.6087937318340892,0.6626001315168826,0.8422795507213,0.8840852056059629
0.8059639230280997,0.7936608389590906,0.7135323553170619,0.7825505308406899,0.698162844036697,0.6800583203508163
0.7550164283021268,0.6962450224369332,0.6947991816440671,0.7013444640130593,0.7329137731358144,0.7306830078529434
0.9897777777777775,0.9901111111111113,0.9797777777777777,0.7575555555555558,0.8758888888888888,0.9684444444444446
0.526034188034188,0.4865982905982906,0.5296752136752138,0.5001196581196581,0.5139829059829059,0.4971965811965811
0.7813257211874496,0.7390182214921334,0.7363495647626576,0.7217599390024562,0.9781853792154139,0.5044656423473673
0.9778112449799196,0.9764906270449207,0.9767068273092369,0.9767068273092369,0.9011002476359111,0.9987358379203717
0.709438327929015,0.6970348515697661,0.6998409496518613,0.7001218485282658,0.6882677274212603,0.6844458688384485
0.6666666666666669,0.6833333333333335,0.7055555555555556,0.7055555555555556,0.5999999999999999,0.5777777777777777
0.9762851692254019,0.9705488314855848,0.9775367554154347,0.9770863971769226,0.8411678174453453,0.9760126647953616
0.8244444444444444,0.8155238095238097,0.7697142857142855,0.8302539682539684,0.7799682539682539,0.7494444444444444
0.8061481481481483,0.8075555555555557,0.7625925925925927,0.801925925925926,0.7572592592592594,0.7257777777777776
0.9521115696486148,0.8367136550307723,0.6420315985744343,0.6451595671788614,0.9907727814890477,0.8484779335236854
0.86033324223251,0.8386943270666622,0.8659395600113814,0.8661897822146495,0.7576355995120402,0.8528729608594967
0.8590637179149744,0.8354810387015461,0.8618240664891045,0.8640438632472729,0.7479808997415892,0.8466474979950754
0.9814197530864198,0.9787037037037035,0.9827777777777779,0.9664197530864197,0.9118209876543212,0.9637654320987649
0.29645684214118284,0.28086319338068194,0.2820195180911409,0.288573961715786,0.3030865023572353,0.26385498602387736
0.3249045068512671,0.25130277614069235,0.21352170236419596,0.23801543610228265,0.3041233133020889,0.3458723228362
0.5577874841834036,0.4459460648124548,0.5473913622952843,0.5334074687533855,0.45229791676529074,0.4219086100884643
0.8773015873015872,0.8724263038548753,0.8439682539682539,0.8607256235827665,0.8442630385487528,0.8653287981859409
