SMLR-A,0.0,0.0,0.0,0.0,0.08213394,0.07638542,0.07640621,0.07977389,0.07644054,0.0767591
SMLRE-A,0.0,0.0,0.0,0.0,0.0,0.08087028,0.08087355,0.08139782,0.08087895,0.08092881
NBC-A,0.0,0.0,0.0,0.0,0.0,0.0,0.00335151,0.01339606,6.5E-7,4.59E-6
CAWPE-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01368304,0.00173612,1.068E-5
SMM5-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140117,0.01808042
WMV-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.335E-5
ES-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

SIGN TEST,PB-A,MV-A,RC-A,SMLR-A,SMLRE-A,NBC-A,CAWPE-A,SMM5-A,WMV-A,ES-A
PB-A,0.0,1.279E-5,3.55E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MV-A,0.0,0.0,0.78506287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RC-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMLR-A,0.0,0.0,0.0,0.0,0.0,1.3444E-4,5.7E-7,0.0,1.3E-7,0.0
SMLRE-A,0.0,0.0,0.0,0.0,0.0,0.05625037,0.00362481,0.00146354,5.5122E-4,1.0E-8
NBC-A,0.0,0.0,0.0,0.0,0.0,0.0,0.92756483,0.17268206,0.0,0.0
CAWPE-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03653622,0.0,0.0
SMM5-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01091356,9.1E-7
WMV-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

SIGN RANK TEST,PB-A,MV-A,RC-A,SMLR-A,SMLRE-A,NBC-A,CAWPE-A,SMM5-A,WMV-A,ES-A
PB-A,0.0,1.37E-6,1.0E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MV-A,0.0,0.0,0.36717315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RC-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMLR-A,0.0,0.0,0.0,0.0,0.0,0.02163314,0.00722515,0.0,0.00205333,6.3E-7
SMLRE-A,0.0,0.0,0.0,0.0,0.0,0.60493229,0.91449257,0.54742889,0.95718469,0.0471202
NBC-A,0.0,0.0,0.0,0.0,0.0,0.0,0.04863321,0.11974567,0.0,0.0
CAWPE-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25024879,1.0E-8,0.0
SMM5-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64110191,0.04655345
WMV-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

NOSIGDIFFERENCE,PB-A,MV-A,RC-A,SMLR-A,SMLRE-A,NBC-A,CAWPE-A,SMM5-A,WMV-A,ES-A
PB-A,true,false,false,false,false,false,false,false,false,false
MV-A,false,true,true,false,false,false,false,false,false,false
RC-A,false,true,true,false,false,false,false,false,false,false
SMLR-A,false,false,false,true,false,true,false,false,false,false
SMLRE-A,false,false,false,false,true,true,true,true,true,true
NBC-A,false,false,false,true,true,true,true,true,false,false
CAWPE-A,false,false,false,false,true,true,true,true,false,false
SMM5-A,false,false,false,false,true,true,true,true,true,true
WMV-A,false,false,false,false,true,false,false,true,true,false
ES-A,false,false,false,false,true,false,false,true,false,true



cliques = [0 1 1 0 0 0 0 0 0 0 
0 0 0 1 0 1 0 0 0 0 
0 0 0 0 1 1 1 1 1 1 
]

