CAWPE-S,TunedSVM,TunedRandF,TunedXGBoost,TunedMLP
0.735064935064935,0.7129870129870131,0.7155844155844155,0.6857142857142857,0.7272727272727273
0.7037037037037036,0.7209876543209877,0.7530864197530864,0.762962962962963,0.6567901234567902
0.5620915032679739,0.5490196078431373,0.5725490196078431,0.5437908496732027,0.5437908496732027
0.8367346938775511,0.8299319727891156,0.8231292517006802,0.8217687074829932,0.7551020408163266
0.3419354838709677,0.3516129032258064,0.3806451612903226,0.4,0.3838709677419354
0.32475247524752476,0.3168316831683168,0.30099009900990104,0.31485148514851485,0.31683168316831684
0.8076923076923077,0.8102564102564103,0.8333333333333333,0.8307692307692307,0.8051282051282052
0.6283828382838283,0.6306930693069307,0.5138613861386139,0.5306930693069306,0.5135313531353136
0.8141304347826088,0.808695652173913,0.8521739130434783,0.851086956521739,0.775
0.7041095890410959,0.7068493150684931,0.7013698630136986,0.6897260273972602,0.673972602739726
0.9605194805194804,0.9478787878787879,0.961038961038961,0.9691774891774891,0.9302164502164502
0.9102272727272727,0.9284090909090909,0.9409090909090908,0.925,0.8954545454545453
0.9626666666666667,0.9626666666666667,0.952,0.952,0.8400000000000001
0.7218253968253968,0.7277777777777777,0.711111111111111,0.7218253968253968,0.648809523809524
0.7538461538461539,0.7538461538461538,0.6153846153846154,0.6153846153846154,0.6153846153846154
0.943259718197262,0.9690216848206255,0.951414010192865,0.9509743179774157,0.8548216248625963
0.8088888888888889,0.7955555555555556,0.7244444444444446,0.6888888888888889,0.7633333333333333
0.9071161048689138,0.900374531835206,0.8853932584269664,0.8756554307116104,0.9026217228464419
0.4235294117647059,0.4705882352941176,0.48235294117647065,0.48235294117647054,0.4470588235294118
0.8026666666666668,0.808,0.7813333333333333,0.7706666666666667,0.6906666666666667
0.8303534303534302,0.824948024948025,0.8390852390852391,0.8004158004158004,0.8216216216216216
0.7814814814814814,0.8074074074074072,0.8592592592592592,0.8555555555555555,0.6814814814814815
0.8949874686716791,0.8471177944862156,0.9471177944862156,0.956015037593985,0.8298245614035087
0.9474820143884892,0.8733812949640288,0.9496402877697843,0.9949640287769783,0.985611510791367
0.7554817275747508,0.7435215946843854,0.6870431893687707,0.7574750830564785,0.6943521594684385
0.9631768953068592,0.9162454873646209,0.968231046931408,0.972563176895307,0.9472924187725631
0.9998522895125553,0.9999015263417036,1.0,0.9999015263417036,0.9943870014771049
0.8870292887029289,0.890376569037657,0.8460251046025105,0.8292887029288704,0.8870292887029289
0.9766666666666666,0.989030303030303,0.9703636363636363,0.9790909090909091,0.989030303030303
0.9758024691358026,0.9920679012345678,0.9949074074074075,0.9994753086419752,0.9887654320987653
0.8296875,0.83671875,0.8,0.796875,0.76328125
0.92421875,0.91796875,0.91875,0.918359375,0.909765625
0.8201312910284464,0.8481400437636761,0.798249452954048,0.8052516411378555,0.8196936542669585
0.9286652078774618,0.9142231947483588,0.9164113785557987,0.9216630196936542,0.9212253829321663
0.984418356456777,0.9879758093205264,0.9729633582355033,0.9711134827463536,0.9804340092493774
0.9689519306540582,0.9686367218282111,0.9700551615445232,0.9695823483057525,0.9667454688731285
0.9685171658144631,0.9661066471877284,0.9710737764791819,0.9715120525931337,0.9607742878013148
0.9224489795918368,0.9,0.8734693877551021,0.8857142857142858,0.889795918367347
0.988216039279869,0.994035279141662,0.9869430805601018,0.9868703400618294,0.9597745044553555
0.7666666666666668,0.7708333333333333,0.7552083333333333,0.7296875,0.7411458333333333
0.8,0.8148148148148149,0.8111111111111111,0.8148148148148149,0.7925925925925925
0.6452830188679244,0.6377358490566036,0.6943396226415094,0.6566037735849056,0.6377358490566037
0.691304347826087,0.6304347826086956,0.6608695652173913,0.6217391304347826,0.5956521739130435
0.8431372549019608,0.8235294117647058,0.823529411764706,0.8313725490196079,0.8313725490196079
0.5592592592592592,0.5148148148148148,0.5444444444444445,0.4925925925925926,0.5185185185185185
0.6967032967032967,0.6879120879120879,0.7142857142857143,0.5912087912087912,0.7142857142857143
0.8205,0.80175,0.83025,0.6765,0.3345
0.61825,0.6175,0.58675,0.4875,0.26549999999999996
0.817,0.8155000000000001,0.7897500000000001,0.7202500000000001,0.32075
0.6977777777777778,0.6666666666666666,0.7111111111111111,0.7111111111111111,0.6622222222222223
0.40838323353293415,0.4538922155688622,0.481437125748503,0.4311377245508982,0.37365269461077844
0.9150810810810812,0.9861081081081082,0.9555135135135135,0.974054054054054,0.8687567567567568
0.9638095238095238,0.9542857142857143,0.9085714285714286,0.9390476190476191,0.9314285714285713
0.9282499999999999,0.9455,0.8875,0.9037499999999999,0.9177500000000001
0.9201166180758017,0.9043731778425655,0.9090379008746355,0.8997084548104957,0.9043731778425658
0.9355932203389831,0.9318557149065624,0.946110386788353,0.9495002172968274,0.908561495002173
0.7097744360902256,0.6977443609022556,0.6932330827067668,0.6872180451127818,0.6962406015037594
0.853731343283582,0.8671641791044777,0.8716417910447761,0.864179104477612,0.835820895522388
0.6747826086956522,0.671304347826087,0.6678260869565218,0.6405797101449275,0.6788405797101449
0.7556,0.7636000000000001,0.758,0.7464,0.7360000000000001
0.831111111111111,0.8237037037037037,0.8118518518518518,0.8088888888888889,0.7481481481481481
0.9726406926406925,0.9638095238095239,0.9717748917748917,0.9761038961038961,0.9664069264069264
0.9025163094128612,0.9056849953401678,0.9084187635911773,0.9130785958372165,0.8884125504815161
0.9981449555203088,0.9989931728846286,0.9996414040411008,0.9996620922694988,0.9972001930901317
0.7976415094339622,0.8174528301886792,0.7268867924528302,0.7608490566037736,0.7891509433962265
0.7541152263374485,0.7430041152263375,0.7753086419753086,0.7771604938271605,0.7164609053497942
0.9866666666666667,0.9879999999999999,0.9693333333333334,0.9546666666666667,0.9886666666666667
0.5289473684210526,0.4842105263157895,0.5105263157894736,0.5210526315789473,0.47105263157894733
0.9672222222222221,0.9744444444444443,0.9932777777777778,0.9943888888888889,0.9644444444444444
0.9858037578288099,0.9945720250521921,0.9774530271398747,0.9816283924843423,0.9874739039665972
0.7800181653042688,0.7840145322434151,0.7836512261580382,0.7840145322434151,0.7758401453224342
0.5333333333333333,0.7333333333333334,0.5999999999999999,0.5,0.5666666666666667
0.9758984058362605,0.9777897865441773,0.9656309105647123,0.9696298297757362,0.7873547689813563
0.8425806451612903,0.8425806451612903,0.8245161290322581,0.8296774193548387,0.8400000000000001
0.8412903225806453,0.8567741935483871,0.8258064516129032,0.8283870967741935,0.8348387096774192
0.9621106632466105,0.9138145840967388,0.9932576035177721,0.994869915720044,0.8063759618908024
0.8559776089564174,0.8670131947221111,0.8441423430627749,0.8399840063974411,0.8300679728108757
0.8576569372251098,0.8619752099160337,0.8416633346661335,0.8491803278688523,0.8626949220311875
0.9822222222222223,0.9800000000000001,0.9711111111111113,0.968888888888889,0.9688888888888888
0.6027465667915106,0.5870162297128589,0.6479400749063671,0.6294631710362047,0.5820224719101124
0.6160750713994287,0.5874337005303957,0.6350877192982456,0.6202366381068952,0.5450020399836801
0.6026845637583893,0.5965100671140939,0.6040268456375839,0.5675167785234899,0.5906040268456376
0.9461538461538461,0.9653846153846153,0.9384615384615385,0.9384615384615385,0.9346153846153846
