CAWPE-A,RandF,RotF,XGBoost,MLP2,SVMQ
0.8040740740740742,0.7324074074074074,0.7866666666666666,0.6753703703703702,0.7609259259259261,0.7596296296296298
0.9042446941323348,0.8845193508114854,0.8878901373283395,0.880274656679151,0.8890137328339573,0.8946317103620472
0.4980392156862745,0.5137254901960784,0.5019607843137254,0.49411764705882355,0.48627450980392156,0.49411764705882355
0.8306666666666669,0.8066666666666665,0.7999999999999999,0.8093333333333335,0.8137777777777776,0.8022222222222222
0.8788748685594112,0.876579039607431,0.8650122677882929,0.8818541885734315,0.8691763056431824,0.8511216263582194
0.8267498267498267,0.7979209979209979,0.8288288288288289,0.7966735966735966,0.8212751212751213,0.818018018018018
0.9389709839619886,0.9354163783515035,0.9311826303568955,0.9439207786815925,0.9268453451837271,0.885237751090472
0.830864197530864,0.8709876543209877,0.8074074074074071,0.8456790123456791,0.772222222222222,0.775925925925926
0.9444026733500415,0.9491645781119463,0.9161862990810357,0.9593358395989975,0.8486215538847118,0.8144319131161237
0.9857314148681054,0.9498800959232617,0.943285371702638,0.9781774580335729,0.9708633093525181,0.7324940047961631
0.7299003322259136,0.6915836101882614,0.7006644518272425,0.6962347729789591,0.7119601328903653,0.6211517165005539
0.9700361010830322,0.9719614921780984,0.9669073405535497,0.9729241877256315,0.9397111913357395,0.8950661853188927
1.0,1.0,1.0,1.0,0.9998851140653209,1.0
0.8896792189679223,0.866945606694561,0.8626220362622038,0.8510460251046027,0.8921896792189684,0.8358437935843792
0.9892626262626264,0.970919191919192,0.9714848484848484,0.9829898989898989,0.9892929292929292,0.9827474747474749
0.9986471193415638,0.9948713991769548,0.9919084362139918,0.999341563786008,0.9915072016460903,0.957278806584362
0.8416666666666667,0.7859375,0.8213541666666667,0.8052083333333333,0.8216796875,0.8283854166666667
0.9249348958333333,0.9186848958333333,0.9166666666666666,0.9227864583333333,0.9142578125,0.9166015625
0.8401896425966449,0.8013858497447119,0.7970094821298322,0.813347921225383,0.8239241429613421,0.8076586433260395
0.9313639679066376,0.9124726477024071,0.9178701677607586,0.9171407731582786,0.9320204230488691,0.9221735959153903
0.9857939048974268,0.9795090715048027,0.9694651962528164,0.9774457488438278,0.9786908573461403,0.9837661567650895
0.96976622012083,0.9703178355660624,0.9699500919359075,0.9691883372734437,0.9686367218282109,0.9559758339900184
0.9732408083759434,0.97218164110056,0.9718285853420987,0.9714755295836376,0.9672632091551011,0.9484903822741658
0.9064625850340134,0.8877551020408165,0.8959183673469387,0.9044217687074829,0.8884353741496598,0.8472789115646256
0.9928835545856821,0.9881008668242709,0.9879250772867797,0.9894950597078256,0.9884342607746865,0.9839546584227433
0.7631076388888889,0.7593749999999999,0.7589409722222221,0.7342013888888889,0.7525173611111112,0.771701388888889
0.8296296296296293,0.8253086419753086,0.835185185185185,0.81358024691358,0.8339506172839504,0.7981481481481479
0.660377358490566,0.6660377358490568,0.6660377358490563,0.659119496855346,0.6220125786163522,0.6301886792452829
0.6717391304347824,0.6536231884057971,0.6623188405797101,0.6478260869565217,0.6195652173913042,0.6579710144927535
0.8575163398692814,0.8418300653594775,0.851633986928105,0.8568627450980396,0.8346405228758172,0.8535947712418304
0.5530864197530864,0.5364197530864198,0.574074074074074,0.5246913580246914,0.508641975308642,0.5049382716049382
0.6747252747252748,0.6615384615384615,0.7139194139194138,0.6095238095238094,0.6919413919413919,0.6113553113553113
0.8248333333333334,0.8388333333333335,0.7022916666666668,0.7007916666666668,0.7534166666666666,0.7587083333333333
0.6623749999999998,0.5925833333333332,0.6096666666666667,0.498875,0.6099583333333334,0.5571666666666666
0.8115416666666667,0.8009166666666666,0.7084166666666666,0.7088333333333333,0.7530833333333331,0.7377083333333332
0.6185185185185185,0.6125925925925927,0.6837037037037038,0.58,0.6881481481481482,0.5488888888888889
0.436926147704591,0.44331337325349307,0.44810379241516984,0.43413173652694614,0.3926147704590817,0.3736526946107784
0.9798108108108108,0.9594774774774775,0.9670450450450451,0.9766396396396396,0.9674864864864863,0.974153153153153
0.9361904761904764,0.9171428571428574,0.9361904761904764,0.9222222222222224,0.9384126984126985,0.9260317460317462
0.937125,0.9287916666666666,0.8644166666666665,0.9123333333333334,0.9227916666666668,0.9342499999999997
0.9272108843537413,0.9162293488824103,0.9229348882410104,0.9069970845481051,0.876384839650146,0.8919339164237123
0.9530783717224397,0.9497464870346227,0.9447486600028973,0.9506736201651454,0.9342459800086921,0.8633927277995075
0.6817042606516291,0.6714285714285714,0.6794486215538847,0.6318295739348372,0.6604010025062655,0.6817042606516293
0.8681592039800993,0.8681592039800994,0.8634328358208957,0.8614427860696517,0.817412935323383,0.8079601990049751
0.6624154589371981,0.6620289855072463,0.6737198067632852,0.6327536231884058,0.6472463768115944,0.6331400966183575
0.7572666666666666,0.7567333333333333,0.7427333333333335,0.7502,0.7246666666666666,0.7243333333333333
0.820246913580247,0.816296296296296,0.8118518518518517,0.8106172839506175,0.8054320987654319,0.8046913580246913
0.9763636363636365,0.9743722943722942,0.9724675324675326,0.9756998556998557,0.948917748917749,0.9411255411255414
0.91455938697318,0.9097752925339133,0.9007973490732112,0.9111421766594179,0.8812674743709226,0.8840323081702391
0.9995862354320392,0.9997115141484494,0.9994126841826999,0.9997379491069581,0.9971151414844954,0.9633301151644712
0.8032232704402517,0.747877358490566,0.7645440251572327,0.7610062893081762,0.8043238993710691,0.7830974842767298
0.7727023319615912,0.7649862825788755,0.7477709190672152,0.7738683127572016,0.7184499314128944,0.7340534979423867
0.9863333333333332,0.9802222222222223,0.971,0.9619999999999997,0.9853333333333333,0.9764444444444443
0.562719298245614,0.5592105263157894,0.5342105263157895,0.5447368421052631,0.48114035087719303,0.525
0.9934166666666664,0.9941296296296298,0.9930555555555555,0.9948055555555554,0.9828055555555556,0.9580833333333334
0.988448155880306,0.9803757828810017,0.9590118302018092,0.9883785664578985,0.9844119693806541,0.9906054279749477
0.7827732364517108,0.788041174689676,0.7856191341204967,0.7887677868604298,0.7741447169240087,0.7808658795034817
0.6666666666666667,0.6555555555555553,0.6611111111111111,0.5277777777777777,0.6333333333333334,0.6833333333333335
0.9760785373322525,0.9685130145005856,0.9676754030442224,0.9714671710348557,0.9736287489867604,0.9773214446545978
0.8488172043010754,0.8406451612903225,0.8460215053763441,0.829247311827957,0.849247311827957,0.8230107526881721
0.8453763440860215,0.8419354838709677,0.8419354838709675,0.8275268817204302,0.8346236559139784,0.7978494623655915
0.9882130206424822,0.9930377427629168,0.9629046048613655,0.9954073531208014,0.9106632466104798,0.8904849151093195
0.8614154338264691,0.8475676396108224,0.8425829668132748,0.8487271757963483,0.8571238171398109,0.864400906304145
0.8608290017326404,0.852045848327336,0.8345195255231244,0.8536452085832333,0.8478208716513392,0.854244968679195
0.9814814814814812,0.9755555555555555,0.9670370370370368,0.9774074074074074,0.9796296296296293,0.9707407407407405
0.6550561797752807,0.6527673741156886,0.6354140657511446,0.6369538077403245,0.5807740324594258,0.5794423637120265
0.645763633890929,0.6419692642458862,0.6203998368013058,0.6205086359309125,0.5476404188766489,0.5331837345301238
0.6077404921700224,0.5931543624161073,0.591006711409396,0.5721700223713647,0.5644295302013422,0.5910961968680088
0.9429487179487178,0.9410256410256409,0.9256410256410256,0.942948717948718,0.923076923076923,0.9301282051282052
