CAWPE-S,MLP1,SVML,Logistic,NN,C4.5
0.5745831998661016,0.5680042376425328,0.5655215667057689,0.5608511051258745,0.5360599515701311,0.5176957719183386
0.6118229877782301,0.58823199134982,0.6042321363985713,0.5883702058562021,0.5706166700574167,0.5425699191494494
0.8133736559139779,0.7695564516129028,0.7993615591397842,0.5415322580645157,0.6734879032258062,0.44583333333333297
0.7675191611570423,0.5098069542927888,0.6327015869903833,0.9074956340518583,0.40991079305950356,0.006208541646243794
0.8690584854631497,0.796889790398917,0.8473335023664629,0.8166962474645022,0.742790736984448,0.7297709601081803
0.7276862026862024,0.7271787240537237,0.7116224053724054,0.7460012210012208,0.5966403388278391,0.2679162851037854
0.9961073068345798,0.9769094115760794,0.9806296150538582,0.9852523211917164,0.9686636057545158,0.9733595988747512
0.9568900126422256,0.8719155312075669,0.897771222549984,0.6708245540103958,0.7357821791450118,0.7933698553167587
0.9968977777777778,0.9969066666666666,0.9945422222222223,0.9700088888888889,0.9809866666666666,0.95248
0.9522925687597652,0.9315297486806948,0.9510324652900515,0.9492759185768568,0.9464661478032249,0.9090612307642707
0.8874592074592075,0.8651515151515153,0.8526340326340326,0.8000000000000002,0.8359440559440561,0.771678321678322
0.9973908542682651,0.9445420900968696,0.9877616053629495,0.9802173987461024,0.9747955241839426,0.9411562326476796
0.9719499559082893,0.9084788359788359,0.9546406525573193,0.841417548500882,0.8743165784832455,0.787644400352734
0.9810454820330665,0.9659440090269313,0.97631320860025,0.8809464370730125,0.9459688465307049,0.8750781456758345
0.6384640522875817,0.6067973856209151,0.6640196078431373,0.607058823529412,0.6016993464052287,0.5907516339869281
0.9047195827429507,0.8889579139611373,0.900979219861573,0.8278791495326547,0.8566396147814358,0.7787003255544752
0.9100946998796415,0.9055253209192375,0.8352596068190199,0.8394572463802071,0.8567016943769098,0.8462868237792378
0.8979391895806556,0.8813211897892279,0.8720669517155094,0.8918500365001585,0.8591001263021305,0.7805205038180337
0.9560133231857036,0.9298599510391881,0.9034224041295065,0.9181385482777706,0.9358817240029897,0.8449484366997871
0.8844535893918608,0.8574759945130311,0.8019204389574757,0.7830818472793778,0.7654320987654318,0.6184727937814354
0.974547694675874,0.9352933116727643,0.9370645831373158,0.9392975001016707,0.8830412848958374,0.9305294580454684
0.9723185480392659,0.9459810568811128,0.7314528233528279,0.7278746786743261,0.7398495592015587,0.7144505977951454
0.7896260338007909,0.7259586152790035,0.5157350201039517,0.5228874505573533,0.606935046255434,0.29624562779902547
0.9856690336953479,0.9643918824839854,0.8482229880256177,0.8498659844054559,0.8635912698412678,0.9661532302979654
0.999999919086624,0.9997669937508981,0.9518022888128322,0.9791020735185321,0.9998297582567159,0.9999857592458096
0.9450261158594484,0.9489150047483373,0.8870750237416895,0.7212369420702748,0.7946723646723636,0.6817165242165237
0.9946512048621023,0.9966336270785217,0.9487396691160618,0.9678206002688444,0.9112851745142928,0.8755556322044519
0.9988603269864538,0.9946654281911531,0.9813536146453432,0.9815394336240192,0.9920493115983972,0.9963596313137815
0.8789679185283554,0.8523004468059383,0.7818316168394638,0.8816257525833636,0.7010206956831736,0.6012909643992828
0.9799708749529004,0.9704666990465421,0.9748636063568424,0.9684209212977856,0.9522830139219315,0.8651713834681772
0.8916104045637717,0.8763633746794363,0.8221136232794255,0.8622095305385453,0.6932668655466578,0.6598818495839215
0.9773665551826434,0.9726308597693635,0.9534679914411033,0.9622197747538132,0.9322552814268407,0.8903712855252646
0.9994415018477734,0.9988937453152315,0.9982066803057222,0.9744743919497695,0.9921074052920205,0.9402760660779388
0.8823395635895627,0.7656429156429153,0.8730322042822037,0.7331578331578326,0.5274489586989568,0.35976877851877664
0.9890217823994465,0.9694714647974312,0.9595634014753481,0.9806772300670594,0.9668910821308303,0.9446720252505761
0.9522147147147142,0.9241554054054048,0.8765953453453448,0.78444069069069,0.8542792792792783,0.6627439939939932
0.9994770555721273,0.967984928191664,0.9985380750598192,0.9969925198819887,0.995823476888962,0.9784729477977158
0.8311980099502498,0.7976278606965186,0.8268676616915437,0.826927363184081,0.7643313432835833,0.641407960199006
0.9045465582905198,0.8494792066048105,0.88786998696419,0.7577297881041845,0.8373912084962811,0.7043132396544234
0.7631339031339032,0.7307135561852544,0.7553574308291289,0.7249905929151212,0.72748627333533,0.6507772939848411
0.796699604743083,0.768975155279503,0.8036711838885752,0.7682213438735179,0.755670054583098,0.6937380011293056
0.8045454545454546,0.7477272727272729,0.7992424242424243,0.7037878787878785,0.47110389610389614,0.16255411255411262
0.7857643460531732,0.7488159984017361,0.7717844840209354,0.6928074310362213,0.7116850327987088,0.7054503877403794
0.42043392504931004,0.45700197238658813,0.4495266272189352,0.40199211045364935,0.3360552268244581,0.007692307692307718
0.9961949705387205,0.9947871422558924,0.9944167718855219,0.9721946548821546,0.9118767887205385,0.7133954650673393
0.9833890467171719,0.9612279566498315,0.9763479061447812,0.7762810395622888,0.7655780723905717,0.7092214330808073
0.9937861426767679,0.9869681712962962,0.9910156250000001,0.9653167613636365,0.8787270622895619,0.7421773463804706
0.4328679962013296,0.4353522403522404,0.46918414918414925,0.479817404817405,0.46795432962099653,0.7086583786583788
0.8038268219607884,0.7632866594840324,0.7918882082738179,0.6625681050242177,0.7488982018925644,0.6935393127691339
0.9708689831654913,0.9579093146193213,0.8207826345966288,0.8210938693197992,0.5802983540297255,0.8636161514389342
0.9934784580498867,0.9901088435374151,0.9887256235827663,0.9680816326530614,0.9742040816326533,0.9380362811791387
0.99508781671881,0.9933695590797479,0.9910227114945569,0.9776099694328716,0.9391878585694229,0.8421442970708459
0.9927746877445015,0.986204857018336,0.9905133483176505,0.9578378891131586,0.8977307453733029,0.939639518549402
0.9790463355051969,0.9643488632175496,0.953311720256457,0.9690975446300422,0.849184909126485,0.9132155344187983
0.7326029526029529,0.6831623931623934,0.7329914529914531,0.6883294483294485,0.6974203574203576,0.5373815073815079
0.8534703504043127,0.805121293800539,0.8744946091644203,0.5712488769092544,0.7608715184186884,0.5097259658580414
0.5429724596391251,0.5193911860578516,0.5103282769949424,0.5368984368984357,0.4498036498036486,0.43741305407971953
0.7855746031746041,0.7019834920634932,0.7911555555555567,0.7909485714285727,0.6608184126984137,0.5953701587301585
0.8961407407407417,0.8520592592592601,0.9015555555555562,0.8910740740740746,0.8630888888888896,0.6807185185185192
0.9983253312344222,0.9943070240646003,0.9910886352704538,0.9908799685163331,0.9742122232425271,0.9792538662235639
0.9889769371025046,0.9777582089830061,0.9812712283393876,0.9795423341311669,0.9659198984617567,0.9088971186971491
0.9999743067452683,0.9960017889837499,0.9915053527444136,0.9907874620124993,0.9993616355875823,0.999584096786057
0.9452417919149599,0.9327408345540043,0.8972172416954065,0.9253666549884064,0.8527436756361146,0.8307185447213533
0.9213326370746575,0.8705499223651132,0.8941936843759586,0.8876198666503574,0.8099643746448355,0.8256920710003518
0.9998315555555557,0.999814222222222,0.9991346666666665,0.9182982222222226,0.9866355555555557,0.9357666666666665
0.6969091847265221,0.6580402476780187,0.6809105607155143,0.6614668042655659,0.6513312693498452,0.6481030271757826
0.9959516974770587,0.9473303174005582,0.9903725555077858,0.9739056268284677,0.5968912010864266,0.9781303338340456
0.9992955848954928,0.9837253166018709,0.9767074688530482,0.9717425612995113,0.9979483428923364,0.9210208245121099
0.674796646808939,0.6466874041676084,0.5068633587210625,0.6336859965311807,0.6812001357363705,0.4935899756177276
0.7111111111111114,0.766666666666667,0.7407407407407409,0.7074074074074075,0.3,0.28148148148148144
0.9967437499537726,0.9925686193887876,0.997703085862387,0.9976710797695483,0.9973303725750723,0.791072392953852
0.9285841269841272,0.9216571428571432,0.8751492063492068,0.9320190476190479,0.8136952380952381,0.7637904761904765
0.9627862058371732,0.9569120737327186,0.9235299283154118,0.9597222836661545,0.9021969841269836,0.8962022273425495
0.9966437907773187,0.9347509855936427,0.873306567687153,0.8809966641198986,0.9018843949293547,0.9957777863886931
0.9701574533227809,0.9575430742465062,0.9694570739367105,0.9692252780635516,0.9705648019767593,0.8415021477251281
0.9689632517917237,0.957732522266911,0.9687168617803461,0.9694939347719814,0.9675215110706251,0.8235783527851109
0.9991419129567276,0.9984607806459659,0.9958428108242924,0.991350667165482,0.993050754458162,0.9342341937897493
0.7769495494947299,0.7361203485617483,0.7491413063917854,0.7535630319399821,0.7208569043509904,0.6810555536491744
0.7859456140637954,0.7189115264408048,0.6984045601469119,0.7115823639898939,0.6885319292778377,0.6757052478563358
0.8368328251872171,0.8105234505279746,0.8301744066743907,0.8217373741373344,0.8072922447967953,0.7096180186963588
0.9965037822275663,0.990603255090907,0.9933602020095181,0.9832742767547099,0.9748139863555898,0.9543823130478806
