TRAINAUROCSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_pb,CAWPE_eq
pittsburg-bridges-TYPE,0.053508925461080534,0.05336540000710392,0.053104756232152495,0.05260259244233038,0.0520607896857088,0.050848373463584555,0.05062503501558134,0.049819208466919604,0.04946602683166277,0.04873996970538715,0.04847536488870118,0.04825062743483461,0.048090542893549845,0.04825607824123149,0.04817815698041201,0.04619863870531754,0.04830527829643061
planning,0.09236958113080548,0.09178546840451383,0.09156515672510156,0.09191955781709428,0.09128038943731565,0.09060708608499345,0.09058696313697338,0.09088715065137518,0.09064889021531217,0.08972398930036692,0.08889002310790549,0.08843544729335352,0.08681592182557941,0.08546352175725637,0.08401000738629756,0.07622740902735049,0.08207486424673895
plant-margin,8.212288632687662E-4,8.147780551346297E-4,8.208825050955078E-4,8.211642145568275E-4,8.29789658068723E-4,8.31020636633136E-4,8.288931679114028E-4,8.32353581936976E-4,8.295126261569759E-4,8.250466555017845E-4,8.187178796723061E-4,8.08698251090452E-4,8.01508237317391E-4,8.054378457302492E-4,8.055473269378854E-4,6.085440463357336E-4,7.900970662633453E-4
plant-shape,0.002048049414980341,0.0020477631645085754,0.002042074893462663,0.002043721679201386,0.0020443625362468174,0.0020571348765535276,0.0020600398530240542,0.0020678741294871206,0.00207899389332408,0.0020830574900824288,0.0020866434271591566,0.002098848776982749,0.0021058256968738637,0.002104362275495959,0.0020993445944072274,0.0018614165317396964,0.0020937719917942204
plant-texture,0.001499037468921757,0.001493881369495534,0.0014883224026847688,0.0014861868711098585,0.0014866265149839708,0.0014825569147464415,0.0014857812816519167,0.00148555458604524,0.0014812970216799704,0.0014821910428692777,0.0014858288519910346,0.0015007747633567787,0.0015066133883640076,0.0015171765233545332,0.0015300412545895,0.0017001482627076114,0.001554517880149533
post-operative,0.1191949827257213,0.1191134316730019,0.11861267086352004,0.11856555612615759,0.11795618474322289,0.11648490298612761,0.11568378474763358,0.11520254006675545,0.11441446188187428,0.11386123818091513,0.11479349904777018,0.11357449443729642,0.11297566557017877,0.1128945211623401,0.11249456797155621,0.10467263294162041,0.11178698708669862
primary-tumor,0.016409252427170066,0.016327965917690642,0.01621074215584719,0.01628551324862037,0.01623503552885467,0.016272842934019753,0.016301253658091604,0.0162757199601446,0.016235497464487214,0.01629106681071195,0.01632869896242533,0.01628042078858575,0.01618932440251665,0.016146715274216072,0.016201756867731558,0.01578790589911021,0.016060385205961848
ringnorm,0.002401201702666807,0.002385863600218342,0.002381120396993033,0.002382591142975142,0.0023970448750762026,0.0024153224349119182,0.0024386284954877983,0.0024576201557980903,0.0024763500625433325,0.002487682177164481,0.002495160018349311,0.00250534928162421,0.0025212208321921813,0.0025505473936989196,0.0025804661098162993,0.0036137707881209267,0.002607376659725973
seeds,0.004532665674876777,0.004492482083029379,0.004509964486359109,0.004476077107953336,0.00443488194324769,0.004426064785392314,0.004439504420324461,0.004480115714597535,0.004466845904926204,0.004458865063181366,0.004388496046923201,0.004370043371768785,0.004339055691087389,0.0043319421604560565,0.004302952645458199,0.006725670455740377,0.004269804291374751
semeion,0.0011055075249999959,0.001113246149359602,0.0011337042643099204,0.0011479623149947455,0.0011686304025889797,0.0011811160119042496,0.0012091853402023634,0.0012139743837787243,0.0012434321983408841,0.0012701439386869887,0.0012888308493305923,0.0013089796160065932,0.0013443259726900662,0.001378719385980159,0.0014202510278147667,0.0018799121480187508,0.0014643829228503942
soybean,0.001970105378114968,0.0019682349268366267,0.00195908079406332,0.0019609950926690422,0.0019520572821377742,0.001953950750405429,0.001950343465189262,0.001941820460554654,0.0019447605091391696,0.0019485586583995644,0.001944311032624019,0.001940848324877899,0.001937847271899432,0.0019327905616736184,0.001966546800398441,0.0026862604769982176,0.0019645047641381128
spambase,0.00171120183748477,0.0017129270938671807,0.001720853861109917,0.0017289097545868663,0.0017426551449552842,0.0017520504838541794,0.0017622060473341976,0.0017719846729347393,0.0017820970743424671,0.0017981071444308186,0.0018090099651677596,0.001822818817739862,0.001843866682518166,0.0018619402419909183,0.0018809631319527285,0.0030993448962539556,0.0019015885989041735
spect,0.04088939154331797,0.04081693189746709,0.04079142906474411,0.040649452674664334,0.04045838423902001,0.040710502121474555,0.04068833175037297,0.040543695286004634,0.04074356321403604,0.04125892199139778,0.04187573412770634,0.04207291179583645,0.042342274936907155,0.04260762050494191,0.04277252753278736,0.04563881491733898,0.04300131154606025
spectf,0.040111038868776074,0.04004009196875345,0.040445158854032194,0.04110160248240389,0.0415008179293589,0.04186251101136053,0.04259400975660273,0.04269863894556227,0.04279705339769665,0.04326417318553135,0.04378888293404507,0.04424187265038652,0.04460305269818399,0.04510784813805863,0.04572152802661616,0.033935808335322136,0.046778890071366985
statlog-australian-credit,0.03781704217174353,0.03745742621022311,0.036987404379423994,0.036781553211719366,0.03639320033483579,0.036066742350484904,0.03568005463888624,0.03523963731323831,0.03472951243408595,0.03424396827330761,0.03378571226081449,0.03335611833382861,0.03273996171198457,0.032016947809345254,0.03170490270820306,0.03734043249941575,0.031456666978020346
statlog-german-credit,0.016201194443126857,0.01623214985049718,0.016213466210652696,0.01632616288818824,0.0163512448253839,0.016347663646719853,0.01636562270703433,0.01635634990098845,0.016483261939117897,0.01653661260323916,0.01658327730715482,0.016617317083214032,0.016649080270391078,0.016770892301146173,0.016811273877741943,0.017649889472141696,0.016955648424675156
statlog-heart,0.022651537534769846,0.02269614190531337,0.02273710039462033,0.02264745134990945,0.02271969856116873,0.02292277742747062,0.022684475762358415,0.022745088838457713,0.022732587636597783,0.02280892926357356,0.02296673762903311,0.023188450024945337,0.023259276748738674,0.023466948216121303,0.023745488394647272,0.023157877087056675,0.024202898076355478
statlog-image,5.917875788045659E-4,5.924064258497475E-4,5.91466320671926E-4,5.904579013120086E-4,5.88619453968213E-4,5.895229092931113E-4,5.909322746589724E-4,5.92545611562047E-4,5.960357127138048E-4,5.985146304218746E-4,5.994626822350581E-4,5.995132159476184E-4,5.98950971741318E-4,5.983057057267354E-4,5.985437823210394E-4,8.8105168226419E-4,5.98743439257265E-4
statlog-landsat,4.5529776593197834E-4,4.543259946421393E-4,4.545245245702637E-4,4.5617499264878007E-4,4.5587771319920346E-4,4.562506246147669E-4,4.57520920402196E-4,4.583372939676121E-4,4.5949307188585653E-4,4.596257760529523E-4,4.616921413067091E-4,4.639478148570433E-4,4.65747897407435E-4,4.6746465348896754E-4,4.692051291557794E-4,8.223966105560919E-4,4.7099745803433904E-4
statlog-shuttle,4.248485975195689E-5,4.238720771059395E-5,4.231506290892074E-5,4.2220872822742174E-5,4.206510473727787E-5,4.19858944515355E-5,4.229804620458782E-5,4.253774073584809E-5,4.271348131346214E-5,4.274688336157781E-5,4.275830555807486E-5,4.277250734181018E-5,4.2736401968199834E-5,4.28093695015069E-5,4.295763203069433E-5,0.0020459898465406703,4.298228329992361E-5
statlog-vehicle,0.0050952528670784305,0.005102882887893154,0.005107917802853324,0.0051468635874563715,0.0051422637479543705,0.0051983956253282195,0.005244572635420487,0.005328572326647638,0.005362126417708358,0.0054686790085763685,0.0055434439842528,0.0056687119372596205,0.005767597315479936,0.005917685784356327,0.006091689985428439,0.007992424716157331,0.00626832821890085
steel-plates,0.005283845039345713,0.005279330738417426,0.005285033719518963,0.005287167846117577,0.005281212445817484,0.005261745631570879,0.005267361927613882,0.005271205921125138,0.005266683142019112,0.0052663290097829845,0.005274035149849547,0.005279030010309699,0.005283015747454668,0.005283220435646504,0.005299243068508006,0.00524374983735594,0.0053232053439439785
synthetic-control,9.76338194865519E-5,1.0079733216279462E-4,1.0470319298229786E-4,1.0470319298230679E-4,1.0602874378347284E-4,1.1232137799200016E-4,1.1650508789091226E-4,1.1824515088920829E-4,1.2283995755620392E-4,1.3268501384521516E-4,1.391240614343259E-4,1.7550714692194665E-4,2.2249301508687902E-4,2.5346638974028767E-4,2.95819834023643E-4,8.182252232510607E-4,3.7798984356602944E-4
teaching,0.03713327569345588,0.03719735518682131,0.037108944812930894,0.037011796385590594,0.036987347284061625,0.0375200011152972,0.03806734851096158,0.03855964288074051,0.038648952626193216,0.038968445041391526,0.03933362942833175,0.04029871511905545,0.040619077742950635,0.040678388688522714,0.04071205798252921,0.04513556436832254,0.04022732000677648
thyroid,0.0011588201653113378,0.0011677603377919488,0.0011762238101671375,0.001183631761872117,0.0011925425957002272,0.001202324528900932,0.001214783305525398,0.0012256379026006985,0.0012387735903077969,0.0012510771431265093,0.001262974783187275,0.0012741410103966138,0.0012874410815407104,0.0013043228052277756,0.0013198244247542388,0.003277764745863748,0.00133035966707098
tic-tac-toe,0.001923436020573233,0.00190047963050649,0.001892443140827919,0.0018823137672421032,0.0018695656520341052,0.0018501172553127853,0.0018335350139547866,0.0018268808324497091,0.0018166496809168943,0.0018037491878954341,0.0017960636249327124,0.0017866322919350898,0.001786175752429018,0.0017800164964456115,0.0017668779486306133,0.009684341786565966,0.001809436995001387
titanic,0.015209988849204853,0.015465184095761073,0.015707355258551978,0.0157797071050571,0.015915636552285676,0.01600890458186213,0.016050166724630145,0.016077674888114818,0.01625875907132347,0.016414837111025937,0.016683360024890015,0.01687965227041133,0.017039966454073394,0.01722681100881099,0.01743485378270768,0.01228747052436428,0.017650769080734204
trains,0.4139277798077241,0.4139277798077241,0.4139277798077241,0.4139277798077241,0.4139277798077241,0.4139277798077241,0.4139277798077241,0.4139277798077241,0.4139277798077241,0.4139277798077241,0.4139277798077241,0.4139277798077241,0.4139277798077241,0.4190163632170922,0.4190163632170922,0.4289287645489298,0.4776619301768039
twonorm,3.217293502566729E-4,3.225081930206092E-4,3.2340051194588835E-4,3.2684735930649006E-4,3.281673610177716E-4,3.2894555121961973E-4,3.3164451633840126E-4,3.367466567225344E-4,3.4729884098814957E-4,3.6297290311755674E-4,3.848142637485762E-4,4.1109499019439434E-4,4.5126393440759506E-4,4.888190400621171E-4,5.34566147259469E-4,2.662148249047078E-4,5.75075883403011E-4
vertebral-column-2clases,0.021620497673979434,0.021708551274226717,0.021765139847617257,0.02187144940820044,0.02181712461037794,0.02181909332269693,0.0218294261494319,0.02182211294397473,0.02196469846666971,0.022132491290988748,0.022313854398224045,0.02234936433242664,0.022442400360898788,0.02248027571345475,0.02266312474339018,0.032089938639859865,0.02270820018562099
vertebral-column-3clases,0.008999377278218937,0.008984886003197053,0.00905066744127715,0.009044408453023723,0.009079017100984268,0.009096194250334139,0.009172046636406103,0.009198534204835622,0.009223439120841816,0.009258897325817698,0.00931442526699513,0.009346140437803626,0.009388370706846162,0.00950247869223911,0.009694020510870158,0.021518843073020877,0.009742644604651152
wall-following,4.776847090775016E-4,4.8071666399363173E-4,4.8503545339258973E-4,4.903679200988002E-4,4.921262859797848E-4,4.93842386196966E-4,4.960237015160912E-4,5.01522847322214E-4,5.111616613456499E-4,5.485664808216852E-4,5.667266085729684E-4,5.644527545748136E-4,5.845582853615914E-4,6.249286670660864E-4,7.304825947341073E-4,0.0038110293707991003,9.180253761136457E-4
waveform,0.0012857555903448834,0.0012883506515236481,0.0012958443815995573,0.0013032659075987347,0.0013123680020548554,0.0013237894570767169,0.0013338880399500787,0.001346625330550739,0.0013640525761040116,0.0013831094140617816,0.001409412168436881,0.0014388901052502909,0.0014829319165738865,0.0015425464210111314,0.0016127823244653566,0.001382711366467859,0.0016880199960632597
waveform-noise,0.001745795234275342,0.001745823613870669,0.0017427663120641802,0.0017462667177862913,0.0017456060321469839,0.001744203492333771,0.0017486957774699107,0.001753079508624379,0.001755872474822547,0.001758833495529986,0.0017620760192037864,0.0017672663109073096,0.0017808074231563601,0.001794132553880191,0.0018256890355490202,0.0020448816232897984,0.0018504852006578038
wine,0.002780500418676944,0.002790104084032763,0.002781505650206435,0.002816878763030733,0.0027721476753521934,0.0027729122689334113,0.00277667509805499,0.0027698729228626553,0.002805844899181687,0.002825772409890465,0.0027855823238866063,0.0028354687774246375,0.0028336429585828823,0.0028794317180932767,0.002891952315942897,0.008997454989486082,0.002946070900606918
wine-quality-red,0.011101525579748325,0.011094649743849917,0.011128116899638536,0.011155039001625674,0.011181725303231901,0.011191806417536943,0.01118162895567441,0.011196896848576244,0.011218792049302722,0.011224493105350682,0.011254162301309814,0.01131445369096999,0.01135669489164657,0.011407820323868492,0.011505211784718057,0.008811948188798612,0.011605025177999134
wine-quality-white,0.005368752790991949,0.005343660201225223,0.005319973357921242,0.0052952457812922476,0.005268119371804285,0.005261427490328654,0.005272375374903677,0.005306621397370212,0.0053519841354185416,0.005404956745275015,0.0054600675577548335,0.005497949667914166,0.00551129538920567,0.00550703137012596,0.005482211399037981,0.007449733599229529,0.005433288735675417
yeast,0.007263357265495846,0.0072945656624922185,0.007325746732126072,0.007357920196998219,0.007416756414615973,0.007487784871612123,0.007544898755436666,0.007602626901869698,0.007686059487620325,0.007782135432061307,0.007862664729847035,0.007938905909822228,0.008057916123751613,0.0081932066379273,0.008341238488244605,0.007465742632779252,0.008526071462471956
zoo,0.00873352232441743,0.008712230970234557,0.008696037776826683,0.008715979534106638,0.008744980904673127,0.008738129376755362,0.008661166704850315,0.008607896188110701,0.008633950019693614,0.008587432577856083,0.00860491275694766,0.008648672159304458,0.008741786927826147,0.008706973676882997,0.008667161953648967,0.01315241187927611,0.008632057060033341
