TRAINAUROCSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_pb,CAWPE_eq
breast-tissue,0.01984098064986144,0.01975688180620827,0.019840552859374742,0.019714883460232018,0.01957268024901917,0.019753181592966875,0.01972565518163802,0.019744711287912657,0.019692615361972695,0.019639063355348128,0.01932482267707725,0.01928276704719561,0.019095427338829133,0.01915892129720855,0.019049295798991762,0.027871854542885224,0.01883050830470995
car,3.947521192040538E-4,3.9397475828436434E-4,3.9352208562292123E-4,3.943427717885313E-4,3.9459730234003056E-4,3.962805122757443E-4,3.996330366649919E-4,4.005687150257148E-4,4.0121982320006884E-4,4.010427783324393E-4,4.0033634798851436E-4,4.0280514425781127E-4,4.039872697457006E-4,4.048626727707356E-4,4.0609852821758396E-4,8.334568645364739E-4,4.034444219865303E-4
cardiotocography-3clases,0.001747015962427542,0.0017408213609654828,0.0017334112314930906,0.0017233367525478643,0.0017181090284350232,0.0017106568960301445,0.0017061068115833515,0.0016976717084196751,0.001688835615610547,0.0016843682226192799,0.0016796335079337945,0.001677185574310816,0.0016803135321292997,0.0016745335480142572,0.0016684885061390192,0.002903616522483933,0.0016612759374797005
cardiotocography-10clases,0.0014037669105016663,0.0014036339180184929,0.0014085257271292154,0.0014115204391215008,0.0014059493335685568,0.001404088856143483,0.0014037190267620937,0.0014016701374690952,0.0014006073239647753,0.0014000464519185166,0.0014007469615705962,0.0013998793880567336,0.0013973853372758157,0.0013925074208983115,0.001385530347139806,0.002140184513776053,0.0013819240006481225
chess-krvk,4.919733206980774E-4,4.914178546348504E-4,4.911281700117341E-4,4.915917202884727E-4,4.919724551318783E-4,4.942354935924929E-4,4.967047370857444E-4,5.000646633242052E-4,5.053910690224241E-4,5.128343004659064E-4,5.246472409884498E-4,5.435676181388045E-4,5.770148859440397E-4,6.332926862177692E-4,7.3134085671203E-4,4.3861274149684825E-4,9.048581108742067E-4
chess-krvkp,4.556994336575131E-4,4.5524663472332037E-4,4.545076428121132E-4,4.5360663223298966E-4,4.533804197186446E-4,4.53486880095306E-4,4.53546588004835E-4,4.535314294059036E-4,4.5279670019147527E-4,4.524362538399626E-4,4.5152439583580757E-4,4.517616288956088E-4,4.516277080307659E-4,4.519925452818749E-4,4.520993670079319E-4,2.9261925269060324E-4,4.514547093792204E-4
congressional-voting,0.03890659779873297,0.03873951150317625,0.038742958282155314,0.03877983198967824,0.038856423220260145,0.03848704375282062,0.038238530246654044,0.038128568235718,0.03832305491832674,0.038609179245107386,0.038445288954554846,0.03868446922592225,0.03891059117210033,0.03863026419352787,0.038507389999353034,0.03923258494592328,0.03875466351279762
conn-bench-sonar-mines-rocks,0.018170698772453173,0.01781050444500498,0.01774045599936687,0.01753420487249548,0.017359666353234812,0.01744736418877735,0.017542273026857683,0.0175199778232533,0.017691657907253855,0.017517605525015693,0.017471484274013127,0.017353304821720313,0.017794440890207937,0.01821719987797775,0.018522764222827823,0.02565778415796522,0.018629049092270405
conn-bench-vowel-deterding,4.2838482392340446E-4,4.31340203000375E-4,4.2975388951927785E-4,4.321553391797841E-4,4.3998606648295506E-4,4.395536948549726E-4,4.441022306783319E-4,4.457251071930793E-4,4.440014403698533E-4,4.450058174603989E-4,4.453854638238354E-4,4.4812083727770456E-4,4.497082731969408E-4,4.4938084220174176E-4,4.5078668668118495E-4,9.440636461748737E-4,4.5540188700144975E-4
connect-4,0.0012431830118681405,0.001245441302362721,0.001247933369017868,0.00125022106374938,0.0012526105522767074,0.0012548437312868974,0.0012574219835705775,0.001259758636193818,0.0012615771944121537,0.0012639370762650179,0.0012657966138476292,0.001267800743483698,0.0012698449822368379,0.0012716936593914518,0.0012733092182788536,0.0010226264347545568,0.0012752537392757674
contrac,0.011298639528622437,0.011253917905525941,0.011224510537709958,0.011221889519527253,0.011218004819017963,0.011187037847475382,0.011181907944193471,0.011188066283840331,0.011224480232675053,0.011251752932645713,0.011323443045757641,0.01141600217648033,0.011529719093784595,0.011631591063428199,0.011770241925379515,0.014251649668321915,0.01194945634195697
credit-approval,0.012208039980752585,0.01224485417753556,0.012236583186248803,0.012233292643222447,0.012210887725082815,0.012238793656128677,0.012275859960508005,0.012319451829638766,0.012330753459811541,0.012328708608673468,0.012351894058771799,0.012360735090755897,0.01237339944557906,0.012367031014995174,0.012409761714820394,0.01634824963161008,0.012409836117833322
cylinder-bands,0.019974959315033944,0.019981885727205034,0.020016921076529838,0.020089351293963484,0.020125316809256395,0.020029299368890616,0.02010042836474678,0.020113981173770043,0.02015140553027807,0.020379395521947785,0.02056720853488773,0.020731632562178005,0.020767818045122476,0.02087922466027337,0.021095932118809703,0.0272370782426632,0.02119785731941712
dermatology,8.82600231325815E-4,8.84252012587267E-4,8.891717010965805E-4,8.919554626316507E-4,8.889788116987823E-4,8.945845649384167E-4,8.956597621585579E-4,8.952933979788841E-4,9.001632318784247E-4,9.031972912773159E-4,9.027497555103089E-4,9.051148305930078E-4,8.958820548337866E-4,9.006398922344508E-4,9.0733173031179E-4,0.0018729790787270246,9.154382891174356E-4
echocardiogram,0.05695760160642238,0.0573252524614735,0.05734975383782725,0.05739815056515747,0.0576969308547292,0.0581941302989018,0.05785609234024689,0.05755770553632623,0.05778949150132573,0.05742046383880447,0.05765277821814023,0.05794579666472701,0.05826211719159127,0.0586655614828472,0.05864462875149159,0.05982843517943828,0.058547016175700864
ecoli,0.007466238323820079,0.007444398265698546,0.007417942301364813,0.007399545972778145,0.007388814363360484,0.007348705736302995,0.00731927869683425,0.007306785357360181,0.007282225107818601,0.007295303368239978,0.007285302067655783,0.007270569551313028,0.007224170108138035,0.00719953694463998,0.0071814205689622115,0.009282920041571508,0.007169428849906497
energy-y1,0.0019113446339211095,0.0019198856102397692,0.0019333220617702136,0.0019487789091537536,0.001958998834740081,0.0019783224416554325,0.001980580114442932,0.0019929517076605475,0.0019937499570707308,0.002004584820161664,0.002019742106370808,0.002041824256689333,0.002050435720732734,0.0020677810475464796,0.002078441650218771,0.0020930512142891184,0.002097312830295613
energy-y2,0.002291913476013595,0.0023025415395577396,0.0023139361376075785,0.002326106890450841,0.00234430417222454,0.0023747001543790117,0.0023950485830546418,0.0023962134979120873,0.002403667219923059,0.002410215995383552,0.002436058412649416,0.0024561213208530003,0.002476223523336744,0.0025038456432627085,0.0025155778735907685,0.0033289432582052536,0.0025289728470217626
fertility,0.13938490005976517,0.1392336053352382,0.13751143596540635,0.13508662524290477,0.13387622852364214,0.13328751072904094,0.13485220272036158,0.13475163730928658,0.1342560336159984,0.13306039200522873,0.13269879099782395,0.13188073528694236,0.1323889687778879,0.13272209170339877,0.13344610318109046,0.16177370902015353,0.13237495366483737
flags,0.022836074865983585,0.022772676176683295,0.022820830561130656,0.02277293355142915,0.022944015023694257,0.023032525113842187,0.023046551585485013,0.023147977773303248,0.023050605396246523,0.02323389895411347,0.023340518346061885,0.023747917996574483,0.024117217326135677,0.024716364817495923,0.025108757492701927,0.0236983959940759,0.025892352394280276
glass,0.015566195380534064,0.015535198318087858,0.015420248558557345,0.015372156959436185,0.015293363445046013,0.015246887656450762,0.015171768079551864,0.015217215592475946,0.01513928436096849,0.014864241175203874,0.01471397103919101,0.014581140239003499,0.014609169366707175,0.014433101504087208,0.014515037832016776,0.017788346055731485,0.01444488054193666
haberman-survival,0.05785982141803999,0.05797560921076962,0.05817975889462339,0.05814865423802425,0.05795328207378366,0.05822953378154344,0.058580183305069956,0.058708778276946316,0.05875000740850222,0.058518956143789214,0.05907834178257472,0.059704010476796285,0.06015563047280237,0.06049888441809422,0.06069999167678154,0.061539770359640984,0.06090193378713867
hayes-roth,0.021034644360520997,0.020996312587573406,0.020994913885747295,0.02089746814182632,0.020963136546253397,0.020874830468382673,0.020942134975971662,0.021141427319443285,0.021262312763314757,0.021253838506270762,0.02138841576934404,0.021458537120277326,0.021705997071665376,0.02246092997695359,0.023096218788874703,0.01635027854387072,0.024176832633034995
heart-cleveland,0.020373162935458246,0.02045773200148773,0.020361457529654025,0.02026040426902067,0.020266894772593018,0.020355405901899305,0.020598815120710316,0.02075007132507681,0.02119894309175766,0.021630926291347056,0.021795439380195326,0.022100673824241086,0.0224378498687296,0.02282789701258822,0.023321033618627664,0.02849798034291713,0.023618223574927884
heart-hungarian,0.026831567939965405,0.02668991150218083,0.02675360068092988,0.026662058918588707,0.02658571623694805,0.02647253005470593,0.02657347478086326,0.026497833746546004,0.02640838046790758,0.026519007218108577,0.026313401946772678,0.02628431264341063,0.026217823235975286,0.02623813104115015,0.0262445159709719,0.03925016486195006,0.02619202448782157
heart-switzerland,0.061167376080602756,0.060808262270108514,0.06000082262744315,0.05977279279625088,0.05972559709263946,0.060071254840182754,0.06058887937457106,0.06140027109506226,0.062274514795726564,0.0632647198411278,0.06374277177584008,0.06566409934286116,0.06618584721342449,0.06642085708406155,0.06606953195093335,0.06180923765529326,0.06656386937856361
heart-va,0.039104971394423274,0.03900444259595316,0.038976042569954766,0.03862704165973316,0.03869739269182744,0.038909788722405726,0.03936683045404748,0.039925405304415365,0.04001409612180067,0.04020091054729178,0.04044948088172845,0.04071615928457351,0.04103186322336656,0.041051075740241416,0.04162876061253689,0.047220671251891416,0.042008000592973535
hepatitis,0.039934639837508536,0.039382224478211436,0.03908057287559047,0.03854616153242314,0.038129238197697625,0.03757508782167651,0.03745973743161958,0.037128503624146374,0.037514988417148676,0.03726466963938411,0.037407904831455806,0.03716577783135878,0.037228061668865005,0.03722222698638603,0.03739546786936602,0.05141230107730815,0.0377843955377697
hill-valley,0.03071157790617448,0.031305924776951356,0.031583101347135496,0.031705115024160326,0.03181800118543085,0.03165596334235165,0.03115454807283124,0.03040941297876933,0.02917814475034905,0.02746490992959385,0.025435777570523524,0.023720962807238066,0.022452257910499287,0.02170861394497099,0.021465052931125567,0.025117949014929492,0.021600523422913288
horse-colic,0.017364491671196306,0.01742890176301777,0.017522992100727258,0.017560787942131322,0.017657621907709416,0.01782025020995628,0.01780714780876327,0.017914986845741235,0.018087246813919648,0.018175795567328287,0.01828890146589641,0.018343191412830286,0.018350284045010126,0.018476706533944308,0.018602893008166563,0.021167187308044177,0.01870018089658965
ilpd-indian-liver,0.030482288811910827,0.030299857667525885,0.030258284274029507,0.030200530395794643,0.03010057254996196,0.030078123063140137,0.029999172184224456,0.030002988929125732,0.03001127697790267,0.030025027572894814,0.030066827291996407,0.03005095792859601,0.030134724037206656,0.030312086027325078,0.030398364918524063,0.03441036094754749,0.030461508074552317
image-segmentation,3.680546288530485E-4,3.6886515981903015E-4,3.7133926864099426E-4,3.7395201948659494E-4,3.760668215565909E-4,3.765534646724453E-4,3.7925708561157456E-4,3.8123270462131747E-4,3.847114451772996E-4,3.8695615818199093E-4,3.9076430843523584E-4,3.9104930451371267E-4,3.9305069303665046E-4,3.954306496065835E-4,3.9441358958569546E-4,5.748134610530512E-4,3.9863998051040844E-4
ionosphere,0.007752926741386389,0.007793171699580754,0.007744119313319835,0.007750900072408093,0.007702219931910101,0.007688703193036038,0.007766854878085522,0.007785262418606779,0.007765184166667252,0.007815480998202074,0.007812366880419249,0.00778066461616476,0.007797967893025868,0.007913495434293103,0.007886660956378477,0.011977400414882718,0.007902939092759029
iris,0.0038167366855997504,0.0038259342217582446,0.0038105211611793462,0.0038130943311217897,0.003820642995505589,0.0038264148795106364,0.0038157942920422944,0.003840774719636478,0.0038401362257658622,0.0038442313851443275,0.0038442313851443275,0.0038404022777792893,0.0038508488722666045,0.0038508488722666045,0.0038725651931204455,0.016467363132307757,0.0038834514806160253
led-display,0.005626930177532824,0.0056246663544048045,0.005623184997719617,0.005618728207288935,0.00560210113621089,0.005605729279270376,0.005606821646277904,0.0055923856972441245,0.005593930350193474,0.005592252080445305,0.0055872146949806694,0.005593016064208084,0.005596047748590071,0.005589986164063742,0.005589427484290523,0.005508156945056568,0.005593228428578724
lenses,0.20365753890984567,0.20194873126209145,0.2105214508874418,0.21148306479840226,0.2142837443135838,0.2139123738976274,0.21220509418299988,0.21233189075503936,0.211620633218727,0.209867490532518,0.20475121986939313,0.20290204317087052,0.19708541302308752,0.19517923936840298,0.1924065899112194,0.19950176495169153,0.19840912668810706
letter,4.74806439418714E-5,4.777279534910397E-5,4.834126622294679E-5,4.874052651374079E-5,4.9306823636153954E-5,4.966615325324084E-5,5.025534824555453E-5,5.08643021163443E-5,5.159568383467958E-5,5.228303062065974E-5,5.315681839484827E-5,5.413367024346998E-5,5.525953407959243E-5,5.647043810114349E-5,5.807385017935854E-5,6.024927290234505E-5,5.959275797997287E-5
libras,0.004833532966470655,0.004858451616218339,0.004852463362384174,0.004863157407698549,0.004881425398305738,0.0049209571784725615,0.004953528772979336,0.004957318951188906,0.005008806990972525,0.005070988254828221,0.005098713106154653,0.005131364499077358,0.005149853987538327,0.005212152671545959,0.005264975735995262,0.006678138804867033,0.005336782844395693
low-res-spect,0.00428757030972564,0.004283826862898696,0.004272382431455215,0.004267376215945872,0.004262458908669604,0.00426401954932124,0.004247076175984071,0.004242196425459774,0.004235190359766402,0.004242347807303358,0.0042396250291765365,0.004225331889718114,0.004219375380958387,0.004203974564256402,0.004198162252544488,0.005424937136736355,0.004199879951293982
lung-cancer,0.1060496211116598,0.10620765648014721,0.10764348856433592,0.10875245043598376,0.11008227881319871,0.11244511625964869,0.11302798205345073,0.11427082116886475,0.11722813145790627,0.12450666327017605,0.12556658426633152,0.12639457314015715,0.135196999307903,0.14077068605281096,0.144976400404125,0.14435126593523365,0.14886239562977743
lymphography,0.02554957047929738,0.025476284596240805,0.025404849548429937,0.025247795328407895,0.025444136692586137,0.025343313393916773,0.025467218715552842,0.02527716894923647,0.02536622209391812,0.025624891862998343,0.02566343707419792,0.025536812513900813,0.025457641048083204,0.025518687415420408,0.025421812768689538,0.025585487128826325,0.025240132823477094
magic,0.0019903491273529877,0.0019902814831592626,0.0019908431052750495,0.0019901228482707843,0.001990754507431102,0.0019891454479717763,0.0019892158827080676,0.0019891374502815093,0.0019892199193498592,0.0019885425681411763,0.0019876339093045296,0.0019887114755652523,0.001989061146469962,0.0019881666101746343,0.0019891860393605374,0.0024708059723127155,0.0019910259409636074
mammographic,0.012280829143661489,0.012330998810648005,0.012369359836039704,0.012381854779193407,0.012435387578833189,0.012490181189043287,0.012563906529986816,0.012621923391140887,0.012674687129496381,0.012724469949997604,0.012733977811074217,0.01281127518192787,0.012840864734980268,0.012896747863531151,0.01295206407842796,0.018917560441533643,0.013035817036909144
miniboone,3.1443045579345586E-4,3.159051245107725E-4,3.1750971848244265E-4,3.1942054118016915E-4,3.214166398560238E-4,3.236388355539343E-4,3.259060800687371E-4,3.2831826003563145E-4,3.306991553179469E-4,3.3332994606410487E-4,3.360732076384761E-4,3.39086139922765E-4,3.4228404902185075E-4,3.456257531937244E-4,3.49346562408607E-4,2.9949691441299905E-4,3.529854879776659E-4
molec-biol-promoter,0.026233658886371185,0.025677164953656975,0.025723017376298233,0.02581744954771916,0.02657715373106048,0.026603781806419105,0.026617959955116573,0.02664685998650123,0.02746189459496588,0.027981210345339996,0.028395467277883578,0.02931660159925706,0.030228515035317278,0.03098283757861866,0.031920127283772956,0.038648643193838886,0.033257998394905126
molec-biol-splice,0.0015276632907370623,0.0015326400571641487,0.0015399177433802276,0.0015474597837213232,0.0015585820480094226,0.001569868913524464,0.0015763638220129919,0.0015878149333955767,0.0016010513404188065,0.0016195860341982832,0.0016425423901564513,0.001671630523211606,0.0017069471797867821,0.0017578045383629046,0.0018379172035446186,0.001415200180603028,0.0019815634619168685
monks-1,0.001570739913619349,0.0015677221098295137,0.0015796525073064303,0.0015843480124203837,0.0015831105300779698,0.0015987870753547259,0.001611107652539596,0.0016172498784850786,0.0016427599188598605,0.0016519894628154708,0.0016818581283700445,0.0017531949664295607,0.0018173771155520764,0.0018237701213900891,0.0018904327130886754,0.004044898742969356,0.0020545722722513033
monks-2,0.027792716984594453,0.027454081499364576,0.027301439334115933,0.027051461094262107,0.02682436209030817,0.026573342108225786,0.02655615689463327,0.02644851036326272,0.026322201580611885,0.02611744304389753,0.026044891479067023,0.025729626668367332,0.025508340102470925,0.025476108203590142,0.02530835001767271,0.025506728106734725,0.025219403711496374
monks-3,0.0026726748944094227,0.002683194223890735,0.0027305022430595223,0.0027508295239982183,0.0028201317445384986,0.002880895737948726,0.0029126077425482167,0.0029544415700712757,0.003035261679758977,0.0030901505761740645,0.0031561440605307792,0.0032391957194377193,0.003263831240530256,0.0033617514143489085,0.0034177620582721596,0.002708580754436093,0.0034907764621619334
mushroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
musk-1,0.012479263469585195,0.012412928140418802,0.012470046492514323,0.012471990530335151,0.012472881647973343,0.012418369526799073,0.012445778818514733,0.01245864517597004,0.012428339497536791,0.0125012728923892,0.012534883681057095,0.012561548328490785,0.012545443555819453,0.01254082715552537,0.012625912773918864,0.014522295217683848,0.012685316314945475
musk-2,6.936068864892775E-4,6.939318472916676E-4,6.942957797876637E-4,6.950602590766816E-4,6.954341130894614E-4,6.960505607717256E-4,6.964882295152536E-4,6.963679634899945E-4,6.972169301054327E-4,6.974903864815644E-4,6.977920069120687E-4,6.984142315637806E-4,6.983687600976851E-4,6.990582218293731E-4,6.993750760752698E-4,5.29520029375217E-4,6.992517923928674E-4
nursery,1.1604182617344926E-5,1.1593530629373292E-5,1.1586846542398085E-5,1.1638170972264252E-5,1.165911966032724E-5,1.1783267185022522E-5,1.1849865015543935E-5,1.1974052034944329E-5,1.2097762002929474E-5,1.2262739025882729E-5,1.2451951939532775E-5,1.2729559872091132E-5,1.3066169828365658E-5,1.3455968112351631E-5,1.3921958527009722E-5,1.7085073661894923E-5,1.452770482236569E-5
oocytes_merluccius_nucleus_4d,0.010918810701202012,0.010970438070640633,0.01102146429854142,0.011032438156003964,0.011092223846247837,0.011132906881626669,0.011180085153020285,0.011223178836584913,0.011254417339127321,0.011333051209783044,0.011417914127469654,0.011467649063177652,0.011500659682885458,0.01160674418840652,0.011696676552421063,0.01920025235172031,0.01178083944078415
oocytes_merluccius_states_2f,0.003359305726607841,0.0033623481137277423,0.0033595563613105237,0.003361162452524524,0.0033572096929606696,0.0033547086139801316,0.003350442845813086,0.003352954264244414,0.003350395807728478,0.0033490728197888477,0.0033499166969627155,0.00335615984256489,0.003353469919135557,0.0033539725167516373,0.003353047676185074,0.004282163686294354,0.0033512403341809526
oocytes_trisopterus_nucleus_2f,0.009792589537491729,0.00983351011728297,0.009854458816847211,0.0099065020153799,0.009919843536424859,0.00988990748787668,0.009902867607330968,0.009987262261655595,0.0099976240189017,0.010039581769431642,0.010071946057925617,0.010116857458685154,0.010193688130607916,0.010214489027701359,0.010283940583812611,0.013450537820193387,0.010364235484829995
oocytes_trisopterus_states_5b,0.005006292072319887,0.005007618879209822,0.004986564881949991,0.004980414026297262,0.004980785283139901,0.004976819344770271,0.004950651859328173,0.00494681987669018,0.004952866356125823,0.004954900639176998,0.004953993661868689,0.004954328851309463,0.004959561006289264,0.004961565360212596,0.004967382315375897,0.005774299192081643,0.004956434865959085
optical,6.268637974028715E-5,6.267682230389157E-5,6.277424107030547E-5,6.299898829127413E-5,6.303679582189033E-5,6.306797230530277E-5,6.325328493520652E-5,6.333808601262248E-5,6.350349596111063E-5,6.350576000726381E-5,6.360667881748176E-5,6.370359627903562E-5,6.384002338276052E-5,6.39047743765909E-5,6.399149182227105E-5,9.235838717780468E-5,6.404781732575377E-5
ozone,0.023500609739532625,0.023520008584912228,0.023533141291500054,0.0235251542183455,0.023524297530621515,0.02350706553373831,0.023508444745042652,0.023518317001619694,0.023523359788268458,0.023517075971119274,0.023535789187446646,0.023576129558834612,0.0235611451177548,0.023588954289389816,0.023604229420705912,0.02563469585838948,0.023584551694322716
page-blocks,0.0013353939740036484,0.0013369346394906951,0.00133983073181909,0.001342037961365585,0.0013451652495449701,0.0013478764117157815,0.0013510167925790799,0.0013552867414941012,0.0013578466961063052,0.0013590505611809295,0.0013629910567017074,0.0013669849238306538,0.0013712080621977052,0.0013743379997366418,0.0013788479535974197,0.002059963304635088,0.001382637214141983
parkinsons,0.015208361135109795,0.015271963186727447,0.01530159119660282,0.0153247734382133,0.015425701158370133,0.015332016806288908,0.015316560961666649,0.015184175031937601,0.015248405969313516,0.015278520836681499,0.015299498666280853,0.015541931176006602,0.015450927020087935,0.0156643282402155,0.015883786812835445,0.019041243858376602,0.01621320786254478
pendigits,1.438657035776765E-4,1.438805722537003E-4,1.4389005721996377E-4,1.4391183272949014E-4,1.4388545540718091E-4,1.4390413520542304E-4,1.439062903536787E-4,1.4394640214338792E-4,1.4399967414349235E-4,1.4400085007731527E-4,1.4400491480778718E-4,1.4402364566331737E-4,1.4406124977507534E-4,1.4409237860717248E-4,1.4410095440694213E-4,1.1176649919076063E-4,1.4409448711985478E-4
pima,0.01783523663364641,0.017866739399159882,0.017917068170824776,0.018009079396109993,0.01811932155937717,0.018266237280038997,0.018275661810645518,0.01837524356581478,0.018513081565881218,0.018607484082549693,0.018817495317907232,0.018941508242898496,0.01908242693492113,0.0192354789997729,0.01944655582756408,0.026159201715742823,0.019666513472148886
pittsburg-bridges-MATERIAL,0.04253766774550717,0.042198882297180766,0.0422596584895408,0.042108635163258405,0.04221022548645605,0.041495415064489886,0.04145461229765218,0.04140745029862115,0.041200870696709316,0.04101907738362141,0.04073339645226239,0.04029003749105006,0.03992625354493625,0.03966334212442355,0.039560871457889724,0.053265861021442144,0.03963401243779236
pittsburg-bridges-REL-L,0.05165706108014687,0.05177544063505508,0.05230760466450059,0.05297307147612538,0.053287794190545246,0.05334707277670293,0.05314218362265845,0.053629370722254856,0.053742448892635575,0.05382702611076759,0.05392049481349745,0.05477264669849338,0.05564814741661784,0.05641870411997981,0.0572397731079412,0.07170421967497957,0.05860491807860568
pittsburg-bridges-SPAN,0.051724501938071675,0.05075593370000412,0.05042556051709351,0.0497460081244948,0.049132293864937684,0.048476661800371613,0.04767202864762024,0.046614004013498404,0.04621078331568033,0.046426500995939,0.046534814612239746,0.04693765006602411,0.04696184843257319,0.04733307749227975,0.04818039688831229,0.049405242612228006,0.049217491203891545
pittsburg-bridges-T-OR-D,0.10425026403779973,0.10469799189472634,0.1051135012802864,0.10481388787632326,0.10408864315324129,0.10294836856825597,0.1025187663596781,0.10211999034765125,0.10165763160236536,0.10134750327736305,0.10145665761550718,0.10105369041853132,0.10051961359490642,0.10083276894041596,0.10041372435593102,0.11500039679029422,0.10006324055958932
