TRAINAUROC:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_pb,CAWPE_eq
post-operative,0.425506777173444,0.423734783734784,0.42295735129068474,0.4216161616161618,0.4204446171112839,0.4199982733316067,0.4191517741517742,0.4201528101528103,0.4188962272295606,0.4185685919019253,0.41665285331952007,0.415271518604852,0.4137321937321938,0.41135975135975145,0.40853621686955033,0.39528490028490043,0.4077074160407495
primary-tumor,0.8118684609042499,0.8122427882357943,0.8126183759579548,0.8129934843323982,0.8132981195953799,0.813510618184219,0.8136732275746849,0.8138360451117479,0.8140344657576385,0.8140208879473414,0.8139323608853609,0.8136722074227286,0.8134604820559009,0.8130602402501067,0.8123969712452694,0.8022479716346645,0.8116579718113338
ringnorm,0.9973895361703605,0.99738615625458,0.9973830977717122,0.9973789483650192,0.997375344420238,0.9973715748888057,0.9973674839244601,0.99736365595068,0.9973596234286822,0.9973556006470757,0.9973517044905563,0.9973473115740805,0.9973426848882134,0.9973386913277812,0.9973348243924356,0.997381928924756,0.9973304217355683
seeds,0.9878730158730159,0.987859410430839,0.98784126984127,0.9877868480725626,0.9877777777777776,0.9877641723356009,0.9877369614512472,0.9876462585034015,0.9876281179138323,0.9875600907029479,0.9875102040816329,0.9874829931972791,0.9873968253968254,0.9873922902494331,0.9874058956916102,0.9853832199546486,0.9873786848072563
semeion,0.9966716201569787,0.9966601982563594,0.9966478935185364,0.9966381239045874,0.9966239922498121,0.9966125132060414,0.9965930241271272,0.9965727695440719,0.9965572293260199,0.9965373875864132,0.9965141326011998,0.9964879912346315,0.9964574991184914,0.9964274166368975,0.9963939182612377,0.9940601187982229,0.9963587677668173
soybean,0.994480747046872,0.9944750003566012,0.9944625102135832,0.9944516167214664,0.9944442731855418,0.99443284448405,0.9944248272538924,0.9944139261291897,0.9944034923359677,0.9943916700696706,0.9943752099361204,0.9943646487879663,0.994350870955047,0.9943367376359683,0.994322195301315,0.9891684392364131,0.9942953416013259
spambase,0.9868281017247292,0.9868196559838636,0.9868074096596082,0.9867911516084417,0.9867700636492178,0.9867482630806085,0.9867168290888241,0.9866767382126522,0.9866298907437882,0.9865764186469321,0.9865177471408558,0.9864429231553743,0.9863589936055217,0.986259518613888,0.986149301695591,0.9852236221037742,0.9860187358203963
spect,0.7431798504525778,0.7420149547422275,0.7407162534435264,0.7392286501377409,0.7376465958284141,0.7360566706021251,0.733900039354585,0.7322471467926015,0.730413223140496,0.728366784730421,0.7261865407319953,0.7240062967335695,0.7215505706414799,0.7193545848091303,0.7168437622983076,0.651310507674144,0.7148602912239276
spectf,0.8591078499883532,0.8588865595154902,0.8587467971115768,0.8586769159096203,0.8584672723037501,0.8582692755648732,0.8578034008851619,0.8576869322152341,0.8575588166783138,0.8573025856044724,0.8570114139296529,0.8566853016538551,0.8563591893780574,0.856044723969252,0.8558117866293967,0.8269974376892613,0.855369205683671
statlog-australian-credit,0.5841033341033328,0.583665716999049,0.5829765663098984,0.5825273991940646,0.5819370652703972,0.5814134647467969,0.5807897641230961,0.5799684299684287,0.5793434460101115,0.5785375118708439,0.5777739277739264,0.5770462770462758,0.5762724262724248,0.5753766587099907,0.57452965786299,0.5776083776083762,0.5736723903390557
statlog-german-credit,0.7907219047619058,0.7904552380952392,0.7902031746031759,0.7898634920634932,0.7895726984126994,0.7892926984126994,0.7889123809523821,0.7885555555555566,0.7881892063492074,0.7877352380952392,0.7872634920634931,0.7867974603174613,0.7862590476190486,0.7857003174603184,0.7851961904761916,0.758982222222223,0.7846514285714298
statlog-heart,0.9001925925925935,0.9000148148148157,0.8998370370370381,0.8998666666666676,0.8997259259259269,0.8995185185185193,0.899400000000001,0.8991407407407419,0.8989185185185192,0.8986666666666675,0.8984518518518527,0.8981037037037044,0.8977407407407415,0.8974370370370381,0.897125925925927,0.8835629629629638,0.8968888888888898
statlog-image,0.998896672351218,0.9988901424052941,0.9988834083985598,0.9988754791785096,0.9988663838966871,0.998856938796333,0.9988480767268648,0.9988396519305611,0.9988314311950677,0.9988218403369921,0.9988122494789161,0.9988011135889925,0.9987895404259043,0.9987767137464107,0.9987644992493478,0.9990532744472139,0.998751993236842
statlog-landsat,0.9907613212372673,0.9907483062789131,0.9907351118872126,0.9907211007441444,0.9907070513315005,0.9906932628378703,0.9906778989490128,0.9906623039032126,0.9906472110494561,0.990630898173093,0.9906142602327925,0.9905973618444655,0.990580298372995,0.9905632382445723,0.9905449481848217,0.9903796439640086,0.9905268503600647
statlog-shuttle,0.9999976002767893,0.9999975335055569,0.9999974539437623,0.9999973843329716,0.9999973005297826,0.9999972193953318,0.9999971499885781,0.9999970750506981,0.9999969996103998,0.9999968997519822,0.9999967895504006,0.9999966697177116,0.9999965096735155,0.9999963026386808,0.9999957866466116,0.9999996082626742,0.9999956291761014
statlog-vehicle,0.9450810501547081,0.9449385230460855,0.9447873788467592,0.944624390243569,0.9444358238418094,0.9442380206440686,0.944031416469911,0.9438099988851024,0.9435995723598805,0.9433404958761135,0.9430927861394272,0.9428571224914468,0.9425639702758699,0.9422752522972602,0.9419720926807587,0.9216716876640398,0.9416753391876552
steel-plates,0.9357090510458348,0.9356279873203364,0.9355441381326096,0.935455285635618,0.9353630665157776,0.9352569922557527,0.9351366983902007,0.9350192533797084,0.9348898521790443,0.9347667502379852,0.934627411166547,0.9344633805069392,0.9343055490035975,0.9341364066643778,0.9339535466351061,0.9318798193976945,0.9337581709866762
synthetic-control,0.9997360000000003,0.999736888888889,0.9997360000000001,0.9997360000000003,0.9997337777777779,0.9997302222222224,0.9997297777777779,0.9997288888888891,0.9997275555555559,0.9997257777777779,0.9997217777777776,0.9997195555555555,0.9997173333333333,0.9997133333333336,0.9997093333333333,0.9983244444444442,0.999708
teaching,0.7041997919167665,0.7046220728291315,0.7052652243119468,0.7060124849939975,0.7068016397670178,0.7069276528389128,0.7068813516517717,0.7067932915388376,0.7066959868391799,0.7064667289137874,0.7061846783157707,0.7054485225201188,0.7043825957049484,0.7033187248232623,0.7021872002134184,0.6790322351162684,0.7012741558845759
thyroid,0.9992347450898598,0.999225161934705,0.9992152408499863,0.9992047248811449,0.9991917333017087,0.9991800342682176,0.9991696048781119,0.9991566214404377,0.9991451529531387,0.9991328401769091,0.9991194938428443,0.9991048023964665,0.9990889601651196,0.9990739973282168,0.9990574146615375,0.9992324478813437,0.9990402170979757
tic-tac-toe,0.9992513183725317,0.9992436198467994,0.9992404121277443,0.9992339966896341,0.9992295058829569,0.9992250150762796,0.9992198827257914,0.9992198827257915,0.9992128257438702,0.9992083349371931,0.9992044856743268,0.9991974286924056,0.9991871639914292,0.999183314728563,0.9991788239218858,0.9985744896518985,0.9991647099580432
titanic,0.7527363014777718,0.7527399565176306,0.7527473926332052,0.7527424772347746,0.752752686139208,0.752722059425908,0.7527134889876183,0.7527307559000548,0.7527263446450526,0.7527231937486225,0.7527398304817734,0.7527316381510551,0.7527480228124913,0.7527636512587844,0.7527655417966421,0.742938904118223,0.7527360494060573
trains,0.9916666666666667,0.9916666666666667,0.9916666666666667,0.9916666666666667,0.9916666666666667,0.9833333333333333,0.9833333333333333,0.9666666666666667,0.9583333333333334,0.9583333333333334,0.95,0.9416666666666667,0.8416666666666667,0.7666666666666667,0.675,0.0,0.325
twonorm,0.997368393357041,0.9973666977718769,0.9973648072918667,0.9973627414064943,0.9973609093949378,0.997359038404412,0.9973574305219287,0.9973556472340838,0.9973536300724234,0.9973518760188057,0.9973499660493103,0.997348406890539,0.997347013392387,0.9973451424018612,0.9973430570270042,0.9964364939040714,0.9973406013519395
vertebral-column-2clases,0.9215492063492065,0.9214539682539684,0.9213142857142859,0.9211111111111113,0.9209523809523811,0.9209015873015874,0.9207428571428574,0.9204190476190479,0.9202539682539684,0.9199936507936511,0.91984126984127,0.9195809523809525,0.9193333333333334,0.9189777777777781,0.9186730158730164,0.8858285714285719,0.918273015873016
vertebral-column-3clases,0.9606187250384024,0.9605605683563748,0.9605306093189963,0.9604304352278542,0.9603457654889913,0.9602658627752176,0.9602014592933947,0.9601155709165385,0.9599814951356886,0.9598896159754225,0.9597907475678443,0.9596792780337942,0.9595739375320018,0.9594282027649769,0.9592557962109576,0.9441377470558113,0.9591401075268817
wall-following,0.9997721029482158,0.9997603361263007,0.9997475506204759,0.9997333946889382,0.9997171144204072,0.9996990026129198,0.9996781700939608,0.9996535826804623,0.9996253888879917,0.9995903584073882,0.9995471169872333,0.9994928250566344,0.9994230893020013,0.999336892297839,0.9992223372089054,0.9998848944619564,0.9990725574447794
waveform,0.9701025054993985,0.9701005503202857,0.970098905080426,0.9700953947113958,0.970090845645986,0.9700872992170303,0.9700816114133006,0.97007532628827,0.9700674395608387,0.9700582444107326,0.9700500997775227,0.9700400582665052,0.9700287261823228,0.9700172542531524,0.9700044153613014,0.9654020621496712,0.969991437742771
waveform-noise,0.9705071605946977,0.9705020085748336,0.9704947144031429,0.9704895910819853,0.9704810829773597,0.9704747562167807,0.970467135314472,0.9704584311802896,0.970449528377112,0.9704386882920495,0.9704283894335796,0.9704152956959554,0.9704019817129358,0.9703887040211983,0.9703775836480248,0.9671035661364797,0.9703629822043586
wine,0.9983988523859879,0.9983917054448788,0.998383831696199,0.9983707661944838,0.9983779131355931,0.9983707661944838,0.9983643460609452,0.9983727213825574,0.9983473171866973,0.9983544641278066,0.9983616110689157,0.9983556925083098,0.9983699863905282,0.9983426270065946,0.9983219129908373,0.9965625749520307,0.9983231413713405
wine-quality-red,0.8142696804449585,0.8141132665119657,0.8139278726644946,0.8137395941103485,0.8135284357972363,0.8132868345619078,0.8130439595787065,0.81277723755579,0.8124797568134167,0.8121442438540297,0.8117766774115421,0.8113895923824379,0.8109711211899987,0.8105180774393695,0.8100084947989978,0.7913586875818949,0.8094427515109509
wine-quality-white,0.8184043116846307,0.8183142201228101,0.8182078807374286,0.8181010540312619,0.8179630669574235,0.8178000609005766,0.8175971046218192,0.8173509029595584,0.817045823882955,0.8166790035068182,0.8162241893024716,0.8156648849023038,0.8149804253489309,0.8141513489416781,0.8131543426611137,0.7933315005692992,0.8119531070554753
yeast,0.8426892764531464,0.8426547458592388,0.8426023700439409,0.84255216935212,0.8424959968345935,0.8424426936489737,0.8423628377052996,0.8422501636645313,0.8421672569261022,0.8420498022619654,0.8419440321228588,0.8418074913181304,0.8416862194439187,0.8415481794724631,0.841401042747757,0.8104651821039565,0.8412464367985449
zoo,0.9953894641888562,0.9953894641888562,0.995388820905538,0.9953582430178173,0.9953138345387583,0.9953141781105307,0.9952253611524128,0.9951803093900357,0.9951658355153796,0.9950888754384195,0.9950309799397946,0.9949415196983585,0.994912571949046,0.9948546764504211,0.9947796900836414,0.9955060671044319,0.9946902298422056
