TRAINTESTDIFFSACCSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_pb,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq
pittsburg-bridges-T-OR-D,0.0645064916777271,0.06502846085189241,0.06667926010261627,0.06902393598001495,0.06959776390630966,0.07017634568276349,0.06902393598001498,0.07104004854552612,0.07030217749563578,0.07178572572230979,0.07036500901903199,0.07178572572230979,0.07353429478189301,0.07586807477722225,0.07444215996398237,0.07417156302876128,0.07567853187090315
pittsburg-bridges-TYPE,0.08260496906453758,0.08255026452482658,0.08292481527041921,0.08178986462939367,0.08208607208320225,0.07769161592380938,0.07940392625886636,0.07894458368427194,0.07699043217405863,0.08218832128562364,0.0861470257851945,0.08763933914676761,0.09121874861352383,0.08897272759231979,0.09177995814405322,0.09771986290083694,0.09834464120757633
planning,0.05389291996726134,0.05411267953958987,0.05378334864785801,0.054655038569717325,0.0557413561665006,0.055845843313408076,0.05546176141271152,0.053674846657181974,0.05222388876341251,0.051759358695473066,0.050207530479552884,0.04838866611493128,0.04534866076728419,0.083487227546327,0.04451457701693461,0.040167683097164855,0.04320599172855612
plant-margin,0.02088578168124863,0.020409290832825396,0.020501787138248923,0.021550695377745194,0.021817926366168243,0.022181048722136498,0.022545292854275763,0.02285621598592826,0.022303943069259802,0.022246980939434006,0.021813480818115644,0.021652335556643105,0.02109778989623671,0.026784849466060842,0.021413753771226392,0.02087455691593909,0.02090451918638151
plant-shape,0.0371934066351341,0.035455674934451197,0.035180772896700206,0.034778548184090485,0.03331593475531925,0.03108421541998224,0.03007593359497251,0.028888036938513474,0.027392717853095744,0.026278685749341505,0.02466226613046042,0.02403470461358052,0.022451896215646493,0.024232804366627978,0.022912878474779214,0.021889096443285377,0.021613481916958978
plant-texture,0.01850978858865924,0.018381298886774217,0.018245569596007392,0.01798083662888291,0.018295909734873033,0.018008702414996462,0.018496170995576065,0.018620934662941433,0.0187058537492219,0.018737847160787097,0.018958619539674416,0.019410189320010495,0.02002541889896571,0.02392456955550281,0.020816170146703276,0.02050296293154435,0.020139258862906403
post-operative,0.07996380620165776,0.08289154926754873,0.0884535957323667,0.08997106262636773,0.08878985543236192,0.08868431119790308,0.08917259959652589,0.08991742108111335,0.08649719816383887,0.08791290502788159,0.09313303326151177,0.09016013063249789,0.08921078369744652,0.09980540168913171,0.08747599966819987,0.08026138651947212,0.08394961560016434
primary-tumor,0.04603701543146128,0.04336349412548213,0.04288600133592021,0.042141512091022855,0.04254533656156951,0.04163597991544996,0.03987094129022564,0.03940294763426161,0.039525281175522196,0.04044923771236113,0.03908139217175676,0.041853544459623214,0.0423651421761413,0.04539329547034951,0.043980775342690445,0.044321909890571484,0.04465483136102623
ringnorm,0.0032169901512555535,0.0032530141725050244,0.003280066918235443,0.0032905323276158065,0.00321954685907564,0.0032188296205311125,0.003247240469341034,0.0033243457923168244,0.003356218093957703,0.003324156364068036,0.003360668086755494,0.003385658511960109,0.0034297737083740917,0.004164297874974415,0.0034289290435498424,0.0034756243180989396,0.0034565847018013253
seeds,0.03695756062084661,0.036872834327320816,0.03658187225446837,0.036479130016847154,0.035904438141979585,0.03725958109466977,0.037410373690122116,0.03670279498761696,0.036905335730129295,0.03693498594629872,0.03693498594629872,0.03673544683172576,0.036065234275701304,0.036543377766309025,0.035764788230180145,0.03541325421781536,0.03584049947709997
semeion,0.01376353980855544,0.013727755905406439,0.013702861508020825,0.013914886914625064,0.013804291723020687,0.01398016004405495,0.013855654497513676,0.01375381812507772,0.01338694687551108,0.013317073201124624,0.013070340344934012,0.012945140563445106,0.013050616326976228,0.018975931428988332,0.01263118006130094,0.013119575812271132,0.012958842466858725
soybean,0.023761516430248465,0.023737010539236603,0.02416792987740669,0.02392297327285134,0.023751091213832082,0.023788638113541948,0.023739909962549814,0.02309981181282774,0.023579782742018565,0.023510814096639427,0.023415787399360843,0.023382359010664575,0.02347947953478825,0.026883960270982738,0.02300024468920347,0.022682032970790904,0.02246803440297721
spambase,0.005855674929493368,0.005998844087391288,0.006006176762229228,0.006053823288036601,0.00599772563076732,0.005910331657290743,0.005906744064242273,0.00607304325138955,0.006139997368815058,0.006217122857814536,0.006096868667302021,0.006043750757263527,0.00631670051447902,0.00541170623371198,0.0061397295561210555,0.0059889735159125304,0.005696806721425761
spect,0.06694701328251242,0.06451480126725569,0.06417670024076493,0.06214858699181793,0.06083004895386777,0.06121092589922754,0.06309549986717718,0.06033069130944496,0.05619361630897035,0.054124169689105654,0.05320263369497605,0.05241558444974736,0.05430943357111686,0.06162230611677758,0.054770121806215426,0.05569529409925992,0.05704612951753142
spectf,0.040618029348635995,0.04153343386708373,0.0415317416282909,0.04220816059155153,0.04191083777215073,0.04204351542476297,0.04242857057086084,0.04331547808663937,0.04321319950331132,0.04230953265632128,0.043255397004585194,0.042259786623080955,0.041500960543436306,0.04872115658527182,0.04205017891281176,0.043252826040753915,0.0434123090372798
statlog-australian-credit,0.029945940455990066,0.030340636375096028,0.03056562626426451,0.029360229814032912,0.029910285040308786,0.029607845069972986,0.028481373011044493,0.026684622654814368,0.025343202143158442,0.025185528858686412,0.025462380847275697,0.0249296281213768,0.02607695960375497,0.031811132205787414,0.0261782326016525,0.027092080681799285,0.025973990512718665
statlog-german-credit,0.029482587886848547,0.02826353810489582,0.027215276305189655,0.0258680115777867,0.025562544438316792,0.025917286646685023,0.025401239900952634,0.02567918786985238,0.02592908099758476,0.025370813170246264,0.025942819527905454,0.02593191793554987,0.025848808861149312,0.02578924305735369,0.025315026658343558,0.02464730523145309,0.025560475954772118
statlog-heart,0.05576998493162576,0.0567703150898572,0.05683415843251344,0.056860784884399294,0.05843887213968017,0.05766479877589258,0.05742642401903957,0.05829840426813555,0.05794846582402354,0.05821991920978945,0.05745442258313137,0.057129126809913916,0.05603398366543486,0.05050554071772104,0.05466491994611301,0.055334596780588774,0.05553937610294649
statlog-image,0.007408695420315104,0.007415495776068738,0.007285085356870167,0.007363199214451275,0.007470771487205238,0.0075977119879640335,0.007685939492388166,0.007718827606322474,0.007798508010180003,0.007744459034413838,0.0076792103266390185,0.007848068997150605,0.007862164068359713,0.007783688874118872,0.007762905656995792,0.007529818990461788,0.007627422828294147
statlog-landsat,0.006042310907311639,0.006140907831129359,0.006087301560409484,0.005996451043756169,0.006190366250694743,0.006268648019701617,0.006195413054435011,0.006129077462320695,0.006234841608645778,0.006147959320572314,0.006158028550362735,0.0060744861032367235,0.005828806740809432,0.006156398305206489,0.005738914583806763,0.005722979058397623,0.00568520376682099
statlog-shuttle,1.8012803613969908E-4,1.8441327730243654E-4,1.8681357865805488E-4,1.8910023212949026E-4,1.9036416614902403E-4,1.910238127861011E-4,1.9139541589367464E-4,1.9899855116207194E-4,2.0747239059347664E-4,2.0845796889741887E-4,2.225766737606031E-4,2.3145945645827373E-4,2.4110772522316948E-4,1.0640992720528612E-4,2.4988519734149984E-4,2.5040941285243886E-4,2.494094709411618E-4
statlog-vehicle,0.025259813418458527,0.02511822773123818,0.024751894651911747,0.024448815908023853,0.02387282942666891,0.02320009020805411,0.02292391857262881,0.022182530699195874,0.021325526492112837,0.02232154235847185,0.02199045097167211,0.021774916924953883,0.022279671822053666,0.027258279708181784,0.023148594015464336,0.021962931907432544,0.022720813895029633
steel-plates,0.01854764815097396,0.01821795475725114,0.01900349763555144,0.01937301303125796,0.019997722408670482,0.02022770479216831,0.020103955411216973,0.019691066298690236,0.020127302676836586,0.019870522630219236,0.019977316215615624,0.02013025692413845,0.020162177042230604,0.018412183398520934,0.019662873885658155,0.01938089367068854,0.0188459483780162
synthetic-control,0.011962051533235447,0.011917661320116308,0.0118574978569613,0.012184197206140017,0.012392062717352787,0.0123300710193006,0.012505426663687598,0.012494698748155246,0.012253182660553924,0.01216111509305432,0.011768303859705323,0.011768303859705323,0.011538153711059047,0.01968980391048133,0.011683895324834345,0.01178186150556857,0.011657084187294893
teaching,0.07175524532933505,0.07426818517694606,0.07585227791669666,0.07615926516507322,0.0800330767280054,0.07778343653178715,0.07614631220140858,0.07972317075195075,0.07871409240504953,0.08176682695636213,0.08441654489206273,0.08512201656683295,0.08981905199629478,0.11089971144184464,0.09178041042784243,0.09347981143174382,0.09232459045407038
thyroid,0.0014059930212354463,0.0014059930212354385,0.0014533569231138116,0.0014844219700656481,0.0014998462624020881,0.0015275310377788932,0.0016681559969780907,0.0016393028245361193,0.001577094990137942,0.001657194239878764,0.0015884420506106385,0.001680155082478337,0.0016518068936490855,0.0017759259592194441,0.0016769848760328709,0.0016988432946579068,0.0018473764567496795
tic-tac-toe,0.007801446351415776,0.007905740290080674,0.007878127165780603,0.0078879774103015,0.007981419172076896,0.007916189037239207,0.007916189037239207,0.007811393291803641,0.007859027104143513,0.008083701258552633,0.008225307721173853,0.008225307721173853,0.008225307721173853,0.007913340747170176,0.008285687226751494,0.00847104553900413,0.0083758889619128
titanic,0.014256444859209464,0.014256444859209464,0.01446850635737673,0.014468799717392802,0.014409847114418145,0.014339953381526627,0.0143779311838047,0.0143779311838047,0.014459331076589923,0.014720244842579255,0.01492081301061959,0.014827433126257,0.014911800352192691,0.012938150907530008,0.014892311498170347,0.014892311498170347,0.015014586192180905
trains,0.2178387102966406,0.21959049894885693,0.2268847553482843,0.23436076478694085,0.22547310838626414,0.22046117343210347,0.22176077569024283,0.2357869083639102,0.2414568384890538,0.2414568384890538,0.2586467632663285,0.28983414467178387,0.2993314176183908,0.10795320872760074,0.2875114523789308,0.2917555967325674,0.37720192193386326
twonorm,0.003990272975323665,0.003990101768431622,0.0040244197609715345,0.004035194965579707,0.004071327434701483,0.004061203636049933,0.004057197872919957,0.004094431309530663,0.004083808370557812,0.0040739239374261195,0.004107460919084748,0.004115025904527106,0.004095054537852546,0.004227907736043379,0.004082469317105628,0.004082134256451964,0.0040780713350756686
vertebral-column-2clases,0.04781593439426572,0.04894084330113554,0.05005098647882178,0.049978286576671534,0.05196579396823272,0.05182381821601287,0.05192895446695695,0.052629949746051126,0.05285898472990411,0.052896533213866344,0.05326427526367375,0.05360852728005689,0.053668733788607544,0.05460549331785952,0.05424155226909008,0.05359067532489063,0.053687005361774044
vertebral-column-3clases,0.04610435436985024,0.04721532612851098,0.046497011556413,0.046781672525466896,0.045935937972950536,0.045873404619435794,0.047097637651381544,0.047002053254668066,0.04784144196279147,0.04748460043611141,0.047351417689540445,0.04650318481872863,0.04550901673444524,0.04223474974356897,0.04597705933711194,0.04642853626929586,0.04543062859376514
wall-following,0.0018677619322930272,0.0019003392627683364,0.0019437765759097348,0.0018291976356864458,0.0018677726819324384,0.0017825858012231097,0.0019197021515536925,0.0018567850157096785,0.002173099275594699,0.0023444413778704954,0.0027007169582248993,0.002882104183729468,0.002729197999152605,0.0020366256150979767,0.0031422060913889665,0.003445069474290487,0.003796245136001785
waveform,0.0098358409818327,0.009724763770423991,0.009657119708480901,0.00966514490736267,0.009676034950872431,0.009710726387776708,0.009756386388956637,0.009745731033871361,0.009589232552281737,0.00961180250493207,0.00982551575907703,0.009995457061478476,0.010061239932064057,0.010570877777853163,0.010120574632076383,0.010297423078647686,0.01029110810306443
waveform-noise,0.010116322626356509,0.01011103809231075,0.01017510639304032,0.010212484289668745,0.010217799511371412,0.010068193285498824,0.010130388176425633,0.010179332509509044,0.010219839953132857,0.010133573764195086,0.010092982085874919,0.010098339798527683,0.010112013620475799,0.008939406792172231,0.00998602370340025,0.009875086821025858,0.009690335603512616
wine,0.024946516092414807,0.024768709331574806,0.024768709331574806,0.024505987319912957,0.024409359107331653,0.024409359107331653,0.02492708559366996,0.02484310503694111,0.024226339772272353,0.025453319023510165,0.025453319023510165,0.025453319023510165,0.02570701539244466,0.0276945718237995,0.025607062180091192,0.025607062180091192,0.02509752879674137
wine-quality-red,0.023226493368031627,0.023859642441155893,0.023761664945195198,0.02383469726246687,0.023476705347739452,0.024029303125736017,0.024437407609353062,0.024350780050993143,0.024745211155686807,0.023691198248746537,0.022935980781663666,0.022933685266455464,0.022711870594820414,0.02353511648739985,0.022898133744751036,0.022829161513629622,0.02193137097724657
wine-quality-white,0.012907091590920081,0.012869397697175782,0.01290557688614416,0.012518626128110071,0.012766055013888911,0.012577106816022025,0.012811740849198335,0.012893626658108026,0.01354710063390269,0.013448831528322857,0.013286794737578149,0.013123308972886525,0.012636162505898147,0.01478081787823793,0.012454924019557756,0.012989038628371459,0.013139455837864843
yeast,0.02710771769053892,0.02604795225401584,0.02610954745428233,0.026640827655260872,0.027185670845582346,0.027762315074973804,0.027884708894720032,0.028117752354152585,0.028623134366352873,0.02908411579623001,0.02914429600387727,0.029634681764991542,0.02917764599158132,0.0294122615288531,0.029318189397139493,0.028941585510838107,0.02909312290930979
zoo,0.05125872411055833,0.05125872411055833,0.05125872411055833,0.05125872411055833,0.05070906060508774,0.04961244017403942,0.04961244017403942,0.049859526594187915,0.05013444336625197,0.05011368862162434,0.05011368862162434,0.050936378938747695,0.050417687083823236,0.043458134008602226,0.050417687083823236,0.04907480903690691,0.04959805149391287
