CAWPE-T,TunedRandF,TunedXGBoost,TunedSVMRBF,TunedTwoLayerMLP
-1.0919091229772064,-1.0649202974211085,-1.248040430570375,-2.0884085181111702,-1.8357571267713806
-0.8185019982147788,-0.8546308615387321,-1.0720031269183612,-1.0425815559842067,-0.8142928292492237
-0.7495116365531874,-0.7344593479900896,-0.7992625229368875,-1.294700307029768,-1.269736409226929
-1.5123914091357986,-1.5035516576905092,-1.693086411916724,-1.8038294075677535,-2.1360263435799007
-0.5660997769743168,-0.593722107486319,-0.6388762588695236,-0.5683832593024764,-0.7170253594731113
-2.100801262319046,-2.0089196808997642,-2.4983709963038394,-2.9709017095505215,-2.7316384563743377
-2.313147231194345,-2.289873295345392,-2.727068148391839,-3.6826119378506847,-3.5484853088456374
-0.560159483112612,-0.5571583238120376,-0.5376043298323949,-1.151639077820384,-0.9667981974530235
-0.94394262383481,-1.0897752545693735,-1.5885559068881112,-1.6608208786498881,-0.987365240611626
-0.5855667769050781,-0.5574556087977236,-0.6006396276576791,-0.7094357675819001,-1.0240378273228186
-0.7611744734532051,-0.7845694797756364,-0.987427130294542,-0.8289294688494768,-0.7882526899789273
-0.17165793784191452,-0.22917863651889253,-0.15021217360287317,-0.28803826095124474,-0.5405432781784828
-0.26709236848938034,-0.3064778490353436,-0.3098719099654546,-0.4154362252122371,-0.8772160649971301
-0.31358622470008257,-0.3697095564584002,-0.36680471627300326,-0.2261398229350735,-0.6183052538850816
-1.3218249841726617,-1.5638699934529123,-1.2633237844544627,-1.2113291955558898,-1.728205237675145
-1.008047928214986,-1.2182822799774522,-1.3466378506697991,-2.1697395957716332,-1.4166414783213697
-0.26770301911899896,-0.49530444413557523,-0.22985988126347073,-0.2302906533910027,-1.3302245759159423
-0.9843006742701101,-1.3993745807425266,-1.5497330113251655,-1.3752283900551012,-2.060114368500847
-0.41509514785173013,-0.5086689751272524,-0.5621681592347528,-0.6449984502622442,-0.5655079662960756
-1.4363173795718,-1.3929935915724174,-1.841836035840356,-4.2104903350463205,-1.982409393922694
-0.7395771753064923,-0.7027010538852284,-1.0406692572419836,-1.1222506148165414,-1.5966453514761336
-0.5748238159768319,-0.5666797136052614,-1.1091355933009521,-0.6766197559156163,-0.6270679665620947
-0.61053906415038,-0.6170058508709617,-0.5823684385067956,-1.199416967629655,-1.0300145525124618
-0.29964976921463277,-0.34745355397958544,-0.20934927238658366,-0.6100312987422264,-0.8376065983892959
-0.13164989225468235,-0.3412738432110154,-0.03645518599654311,-0.9087370573715674,-0.07410446995227299
-0.6836051932413877,-0.8389792217827206,-1.0113775852323077,-1.9066270118367588,-1.0082476275811962
-0.15724424052259836,-0.1756664839347002,-0.12915489795092805,-0.38029271847381324,-0.33379619783871395
-0.0053282167864562606,-0.007151735482891582,-0.002226483768136386,-6.496792858034204E-4,-0.06551220935989485
-0.42532621421249656,-0.6165592619296216,-0.697811222106583,-0.7446263804557673,-0.5943528599335328
-0.055788454251232945,-0.13786529324727181,-0.0850772194393549,-0.07590765446998796,-0.05894047680002205
-0.026440340679249115,-0.06425160135466824,-0.0070653679405732125,-0.052715856069070574,-0.07715833099259553
-0.5601593759181762,-0.6600326257164216,-0.9206935112794369,-0.6032335981387822,-0.714080475086863
-0.2618614159542819,-0.2851248970001589,-0.3576905359365698,-0.3453034112715531,-0.36398986559957036
-0.5284462002673479,-0.6519529658257001,-0.8696508580221496,-0.7160914000511518,-0.7343752593863452
-0.28116247752843665,-0.37414080982355646,-0.40263677932626046,-0.3948438781760536,-0.47277344613659017
-0.12058917232890524,-0.3111392754164481,-0.14016055011856712,-0.0998176641352558,-0.11459663012267365
-0.13953616441826192,-0.13624564897808358,-0.2186413721992758,-0.18989890890603034,-0.17504536110409824
-0.13179998677852228,-0.12482149277866109,-0.17300866039382304,-0.1780501327427345,-0.21689063475529569
-0.31435446463578687,-0.40226794106703306,-0.424524494919325,-0.8169217969245699,-0.6425100440911885
-0.07889551104820688,-0.1558081160931422,-0.061861528858343354,-0.05693947878887458,-0.41913745850971845
-0.7114729854935907,-0.7181059897588735,-1.3945011221598027,-0.7500288152736461,-0.7880673364553401
-0.7742267887149828,-0.7822519021052512,-0.9795534481892411,-1.1210728669002579,-0.9739916987780923
-1.3020408003738124,-1.2283429280131244,-1.928555166434411,-1.8086066162591241,-2.025393832758408
-1.3088107310613086,-1.2047765631288787,-1.9375685644929448,-2.2188294568425855,-1.9366508117721288
-0.6454342411149389,-0.600110528861335,-0.8896827265439533,-1.03101680404864,-0.7560210840113368
-1.8711276438866307,-1.870297566065685,-2.518137873255398,-2.4736237453244194,-2.4016768402418363
-0.9599313573514261,-0.9381646616986924,-1.728724656158926,-1.6187548504464222,-0.865178827245682
-1.6285863544753696,-1.9713627977679409,-1.952876597975136,-0.9693655323585639,-4.268984667437798
-2.230976514232777,-2.217048609650815,-3.1040495874562812,-2.075367868869032,-4.308069165332226
-1.6402812811700453,-1.9315856542460126,-1.9775058331388835,-1.1310803978610078,-4.588555222485456
-1.1003106293289915,-1.0386751544653143,-1.0447279284537294,-1.7989348008072057,-1.7877324849828722
-2.5728046667335347,-2.5387250566017494,-3.8085741472840233,-2.824423003715689,-3.221148586759232
-0.15226168416090063,-0.24079012305082576,-0.10924491023584885,-0.055790386695325045,-0.4976718086408275
-0.20752337731846296,-0.3288566387229176,-0.273129398089339,-0.28737847256511345,-0.2756098879851086
-0.3861391505728473,-0.873991717827419,-0.43674772868774553,-0.43844321930398095,-0.44719402531425684
-0.3878191208886398,-0.5332277236655241,-0.5022105741694138,-0.5133625732911392,-0.6601390400362923
-0.21513076005471793,-0.2360646834034381,-0.2742113225922233,-0.31596112388300923,-0.4087569130081158
-0.8872704886959439,-0.8708452551734744,-1.0146819141158692,-0.9483305904750766,-1.0188053618040132
-0.47294841556791367,-0.502432631371616,-0.5666011185224542,-0.8323401360538512,-0.54306308738997
-0.9146354632872141,-0.9141893247468496,-1.0798826585559502,-1.4263681165986561,-0.9087793294234817
-0.6997439189320401,-0.7195701574269607,-0.8795686774394198,-0.7192054992079753,-0.7399709343678009
-0.5836221082933555,-0.6416897654268393,-0.6798170478486444,-0.7801447797443911,-1.0473350290353503
-0.12552405941161635,-0.20896130237526137,-0.10652557768457505,-0.212277936067097,-0.19426003004895842
-0.3446003658921475,-0.39222740404383416,-0.4074090744642939,-0.3982692462974612,-0.5323262599975918
-0.00734438345759435,-0.003164579847542226,-0.004548563850782071,-0.01748544545905511,-0.03140256789897077
-0.6410861847473757,-0.8517037753771479,-1.066602787813912,-1.1995931622560676,-0.870356174750081
-0.841719298983806,-0.8546214331870162,-1.0783279079360395,-1.054189734468624,-1.1869792317529375
-0.14091602109311613,-0.32832250018841325,-0.19284899613440257,-0.0816261226627866,-0.11246459118195384
-1.5658462987694715,-1.6146628285298212,-2.728202702360915,-1.938576963097652,-2.0510962280270144
-0.05805810580078989,-0.04448957299116689,-0.027900779264942943,-0.1478145439366263,-0.18060130127613103
-0.09071632508234456,-0.3183390787825998,-0.0727569406685141,-0.05209596268944753,-0.04254305888581668
-0.7054471831861531,-0.703706287133447,-0.702406336257446,-0.7328742452433585,-0.7272541257346391
-0.8352788968444397,-1.1108092247487877,-1.0,-2.5171877301308205,-1.1413435269665964
-0.23958783673376294,-0.28937678461420413,-0.13563640694715517,-0.0881991725477905,-0.631226279367392
-0.48840530658119513,-0.551737096438889,-0.834098661328528,-0.4966932194103436,-0.5774809713769
-0.5154217722917275,-0.5582506636814757,-0.7840843563786166,-0.4977289610888332,-0.6109227818727229
-0.1524153992443044,-0.05939733819133965,-0.02663816482389956,-0.43615473913663305,-0.9462656219690263
-0.4874524455393548,-0.5326428262738017,-0.685853015032648,-0.45076771153328876,-0.6346622522466397
-0.4651423658215763,-0.5445129559579881,-0.6841999794202224,-0.45586927472973365,-0.5255210751646487
-0.14903047302073907,-0.20822302697492376,-0.14540787172666841,-0.1471952362879721,-0.26767779468614283
-1.2941122246047456,-1.263608737498696,-2.05591363935717,-1.8031260318328095,-1.4664132065265627
-1.3282789951254217,-1.2932004330822857,-1.943586513986432,-2.2879676585708295,-1.677345457921027
-1.4907822578242815,-1.5413734941941708,-2.493202893393702,-1.5544751348482893,-1.6382022205351838
-0.23923352069975867,-0.3019721280707192,-0.35833990308370955,-0.19757286015710604,-0.3788840162742355
