CAWPE-S(ConTie),CAWPE-S(RandTie),CAWPE-S(alpha=4)
18.0 ,273.0,10.0
19.0 ,311.0,10.0
17.0 ,264.0,10.0
17.0 ,277.0,10.0
19.0 ,254.0,10.0
19.0 ,326.0,11.0
19.0 ,270.0,14.0
20.0 ,331.0,16.0
18.0 ,287.0,10.0
17.0 ,288.0,15.0
20.0 ,300.0,12.0
21.0 ,274.0,13.0
23.0 ,263.0,12.0
23.0 ,354.0,13.0
23.0 ,276.0,16.0
21.0 ,293.0,12.0
21.0 ,294.0,11.0
21.0 ,341.0,12.0
20.0 ,315.0,12.0
22.0 ,272.0,12.0
21.0 ,326.0,12.0
23.0 ,359.0,13.0
21.0 ,274.0,12.0
23.0 ,285.0,14.0
21.0 ,335.0,12.0
21.0 ,277.0,21.0
20.0 ,300.0,13.0
21.0 ,306.0,15.0
19.0 ,260.0,12.0
19.0 ,291.0,13.0
20.0 ,320.0,13.0
19.0 ,254.0,13.0
19.0 ,292.0,12.0
18.0 ,296.0,12.0
19.0 ,360.0,14.0
18.0 ,288.0,15.0
16.0 ,356.0,11.0
19.0 ,320.0,13.0
15.0 ,354.0,12.0
19.0 ,269.0,12.0
11.0 ,234.0,7.0
11.0 ,300.0,8.0
11.0 ,257.0,7.0
11.0 ,277.0,8.0
11.0 ,291.0,13.0
11.0 ,315.0,10.0
11.0 ,282.0,8.0
12.0 ,305.0,7.0
12.0 ,283.0,8.0
11.0 ,250.0,8.0
11.0 ,246.0,10.0
11.0 ,221.0,8.0
11.0 ,337.0,10.0
12.0 ,313.0,7.0
11.0 ,274.0,7.0
11.0 ,241.0,7.0
11.0 ,320.0,7.0
12.0 ,295.0,8.0
12.0 ,263.0,8.0
12.0 ,283.0,8.0
12.0 ,283.0,7.0
11.0 ,312.0,7.0
11.0 ,296.0,8.0
11.0 ,389.0,7.0
11.0 ,275.0,8.0
11.0 ,296.0,7.0
12.0 ,303.0,7.0
11.0 ,251.0,7.0
11.0 ,230.0,8.0
11.0 ,325.0,12.0
9.0 ,151.0,6.0
10.0 ,148.0,6.0
9.0 ,149.0,6.0
9.0 ,141.0,7.0
10.0 ,142.0,6.0
11.0 ,140.0,7.0
11.0 ,147.0,9.0
11.0 ,145.0,9.0
11.0 ,190.0,6.0
11.0 ,141.0,6.0
10.0 ,132.0,6.0
11.0 ,147.0,6.0
10.0 ,140.0,6.0
10.0 ,144.0,7.0
11.0 ,154.0,6.0
11.0 ,153.0,7.0
11.0 ,188.0,6.0
11.0 ,147.0,6.0
11.0 ,140.0,8.0
11.0 ,147.0,7.0
10.0 ,143.0,6.0
11.0 ,151.0,9.0
10.0 ,151.0,9.0
10.0 ,147.0,6.0
10.0 ,145.0,7.0
10.0 ,184.0,6.0
11.0 ,154.0,7.0
10.0 ,144.0,6.0
11.0 ,144.0,6.0
10.0 ,134.0,6.0
3.0 ,107.0,3.0
4.0 ,109.0,3.0
4.0 ,111.0,2.0
4.0 ,116.0,3.0
4.0 ,127.0,3.0
4.0 ,113.0,3.0
4.0 ,117.0,3.0
3.0 ,111.0,3.0
4.0 ,110.0,2.0
4.0 ,109.0,2.0
4.0 ,107.0,2.0
3.0 ,104.0,2.0
4.0 ,108.0,2.0
3.0 ,108.0,2.0
3.0 ,111.0,3.0
3.0 ,119.0,2.0
4.0 ,133.0,3.0
4.0 ,120.0,2.0
4.0 ,117.0,3.0
3.0 ,139.0,3.0
4.0 ,115.0,4.0
4.0 ,113.0,3.0
4.0 ,112.0,2.0
4.0 ,107.0,3.0
4.0 ,109.0,3.0
4.0 ,109.0,3.0
4.0 ,167.0,3.0
10.0 ,122.0,2.0
3.0 ,98.0,3.0
3.0 ,110.0,2.0
43.0 ,216.0,20.0
43.0 ,222.0,27.0
43.0 ,207.0,21.0
53.0 ,246.0,23.0
45.0 ,228.0,22.0
43.0 ,208.0,30.0
40.0 ,209.0,26.0
31.0 ,218.0,26.0
42.0 ,219.0,22.0
46.0 ,268.0,22.0
43.0 ,227.0,24.0
44.0 ,211.0,22.0
43.0 ,210.0,23.0
44.0 ,204.0,24.0
42.0 ,207.0,22.0
40.0 ,273.0,23.0
36.0 ,206.0,26.0
38.0 ,213.0,22.0
41.0 ,210.0,24.0
38.0 ,205.0,25.0
44.0 ,251.0,22.0
42.0 ,240.0,22.0
49.0 ,208.0,24.0
42.0 ,214.0,23.0
39.0 ,210.0,22.0
41.0 ,206.0,21.0
36.0 ,257.0,22.0
38.0 ,202.0,22.0
40.0 ,217.0,23.0
41.0 ,213.0,22.0
9.0 ,135.0,7.0
9.0 ,138.0,8.0
9.0 ,147.0,5.0
9.0 ,215.0,5.0
9.0 ,133.0,6.0
10.0 ,134.0,5.0
9.0 ,146.0,6.0
9.0 ,134.0,5.0
9.0 ,135.0,5.0
9.0 ,137.0,6.0
10.0 ,141.0,7.0
9.0 ,144.0,7.0
10.0 ,181.0,5.0
9.0 ,134.0,6.0
10.0 ,136.0,5.0
9.0 ,139.0,5.0
9.0 ,130.0,6.0
9.0 ,138.0,7.0
9.0 ,132.0,6.0
9.0 ,142.0,5.0
9.0 ,134.0,6.0
10.0 ,216.0,5.0
9.0 ,128.0,6.0
9.0 ,138.0,6.0
9.0 ,149.0,8.0
9.0 ,139.0,5.0
9.0 ,136.0,9.0
9.0 ,141.0,8.0
9.0 ,137.0,6.0
9.0 ,123.0,9.0
6.0 ,211.0,4.0
5.0 ,128.0,4.0
5.0 ,125.0,4.0
5.0 ,130.0,5.0
6.0 ,143.0,4.0
6.0 ,134.0,4.0
5.0 ,127.0,3.0
6.0 ,131.0,4.0
5.0 ,207.0,3.0
5.0 ,157.0,4.0
5.0 ,124.0,4.0
6.0 ,122.0,4.0
5.0 ,131.0,3.0
6.0 ,127.0,4.0
6.0 ,150.0,4.0
6.0 ,143.0,4.0
5.0 ,152.0,4.0
5.0 ,225.0,3.0
5.0 ,150.0,4.0
6.0 ,146.0,5.0
5.0 ,152.0,5.0
5.0 ,145.0,5.0
5.0 ,142.0,5.0
8.0 ,152.0,3.0
6.0 ,146.0,4.0
10.0 ,227.0,4.0
5.0 ,132.0,4.0
6.0 ,127.0,4.0
5.0 ,125.0,4.0
6.0 ,133.0,4.0
8.0 ,147.0,5.0
9.0 ,140.0,7.0
9.0 ,150.0,5.0
8.0 ,137.0,5.0
8.0 ,223.0,6.0
9.0 ,143.0,5.0
9.0 ,154.0,5.0
9.0 ,145.0,5.0
9.0 ,148.0,5.0
9.0 ,148.0,5.0
9.0 ,153.0,5.0
9.0 ,149.0,5.0
11.0 ,253.0,8.0
9.0 ,153.0,6.0
10.0 ,147.0,6.0
8.0 ,142.0,6.0
8.0 ,144.0,5.0
9.0 ,146.0,6.0
9.0 ,144.0,6.0
9.0 ,146.0,6.0
8.0 ,241.0,5.0
8.0 ,248.0,6.0
8.0 ,162.0,6.0
9.0 ,159.0,5.0
9.0 ,155.0,5.0
9.0 ,152.0,5.0
8.0 ,147.0,5.0
9.0 ,226.0,6.0
9.0 ,164.0,6.0
9.0 ,190.0,6.0
8.0 ,166.0,5.0
8.0 ,158.0,5.0
7.0 ,168.0,6.0
8.0 ,152.0,4.0
8.0 ,214.0,5.0
7.0 ,161.0,4.0
7.0 ,159.0,5.0
7.0 ,160.0,5.0
7.0 ,155.0,5.0
7.0 ,182.0,4.0
8.0 ,163.0,5.0
7.0 ,227.0,6.0
7.0 ,169.0,4.0
8.0 ,162.0,5.0
7.0 ,156.0,5.0
7.0 ,175.0,7.0
7.0 ,152.0,5.0
7.0 ,160.0,4.0
7.0 ,156.0,7.0
8.0 ,227.0,4.0
7.0 ,162.0,4.0
7.0 ,155.0,5.0
7.0 ,170.0,5.0
7.0 ,182.0,6.0
8.0 ,155.0,7.0
8.0 ,150.0,5.0
7.0 ,238.0,4.0
7.0 ,217.0,5.0
7.0 ,171.0,5.0
7.0 ,154.0,5.0
4.0 ,148.0,3.0
4.0 ,139.0,3.0
5.0 ,135.0,3.0
5.0 ,133.0,3.0
4.0 ,278.0,3.0
4.0 ,131.0,4.0
5.0 ,130.0,3.0
4.0 ,134.0,3.0
5.0 ,138.0,3.0
4.0 ,132.0,3.0
5.0 ,131.0,4.0
5.0 ,161.0,3.0
5.0 ,195.0,3.0
5.0 ,173.0,4.0
5.0 ,131.0,3.0
5.0 ,130.0,3.0
5.0 ,128.0,3.0
4.0 ,135.0,3.0
5.0 ,131.0,4.0
5.0 ,130.0,3.0
4.0 ,139.0,3.0
5.0 ,186.0,3.0
5.0 ,167.0,3.0
5.0 ,130.0,3.0
5.0 ,136.0,4.0
5.0 ,145.0,3.0
5.0 ,129.0,3.0
5.0 ,139.0,4.0
5.0 ,142.0,3.0
4.0 ,148.0,4.0
5.0 ,187.0,4.0
5.0 ,163.0,4.0
5.0 ,152.0,4.0
5.0 ,167.0,4.0
5.0 ,159.0,4.0
5.0 ,159.0,3.0
5.0 ,151.0,5.0
5.0 ,169.0,5.0
5.0 ,164.0,4.0
5.0 ,161.0,3.0
5.0 ,163.0,4.0
5.0 ,149.0,3.0
5.0 ,134.0,4.0
6.0 ,132.0,5.0
5.0 ,129.0,4.0
5.0 ,146.0,3.0
4.0 ,185.0,3.0
5.0 ,144.0,3.0
5.0 ,132.0,3.0
5.0 ,137.0,4.0
5.0 ,142.0,3.0
5.0 ,136.0,3.0
5.0 ,143.0,4.0
4.0 ,143.0,4.0
4.0 ,163.0,4.0
4.0 ,170.0,3.0
4.0 ,134.0,4.0
5.0 ,143.0,4.0
4.0 ,139.0,6.0
5.0 ,135.0,3.0
27.0 ,310.0,15.0
23.0 ,323.0,15.0
23.0 ,325.0,16.0
22.0 ,264.0,15.0
22.0 ,322.0,17.0
23.0 ,294.0,16.0
24.0 ,292.0,16.0
24.0 ,298.0,17.0
22.0 ,279.0,15.0
23.0 ,309.0,17.0
23.0 ,401.0,17.0
21.0 ,280.0,18.0
22.0 ,279.0,16.0
24.0 ,250.0,15.0
23.0 ,676.0,15.0
23.0 ,288.0,16.0
23.0 ,314.0,16.0
23.0 ,339.0,17.0
23.0 ,342.0,15.0
24.0 ,299.0,18.0
22.0 ,327.0,18.0
21.0 ,348.0,19.0
23.0 ,299.0,17.0
24.0 ,274.0,18.0
22.0 ,370.0,15.0
24.0 ,336.0,17.0
23.0 ,255.0,16.0
23.0 ,323.0,18.0
24.0 ,305.0,15.0
23.0 ,354.0,19.0
25.0 ,329.0,18.0
24.0 ,280.0,21.0
25.0 ,275.0,18.0
25.0 ,324.0,19.0
25.0 ,302.0,16.0
23.0 ,282.0,23.0
24.0 ,291.0,19.0
24.0 ,300.0,20.0
25.0 ,333.0,20.0
24.0 ,249.0,19.0
24.0 ,357.0,21.0
24.0 ,269.0,19.0
24.0 ,279.0,25.0
25.0 ,308.0,18.0
24.0 ,256.0,26.0
24.0 ,276.0,23.0
25.0 ,287.0,22.0
24.0 ,256.0,22.0
23.0 ,356.0,17.0
24.0 ,268.0,17.0
24.0 ,257.0,23.0
24.0 ,271.0,18.0
24.0 ,259.0,19.0
23.0 ,322.0,22.0
24.0 ,296.0,18.0
26.0 ,335.0,18.0
25.0 ,236.0,19.0
25.0 ,254.0,17.0
24.0 ,265.0,21.0
24.0 ,278.0,17.0
61.0 ,432.0,51.0
56.0 ,427.0,49.0
57.0 ,546.0,42.0
56.0 ,511.0,52.0
59.0 ,467.0,43.0
59.0 ,517.0,45.0
57.0 ,539.0,43.0
58.0 ,437.0,45.0
58.0 ,421.0,46.0
57.0 ,386.0,38.0
57.0 ,444.0,41.0
57.0 ,448.0,45.0
57.0 ,420.0,44.0
61.0 ,616.0,45.0
58.0 ,530.0,42.0
57.0 ,412.0,42.0
57.0 ,578.0,42.0
57.0 ,466.0,41.0
59.0 ,405.0,41.0
55.0 ,414.0,42.0
58.0 ,437.0,48.0
57.0 ,512.0,37.0
58.0 ,439.0,41.0
56.0 ,478.0,37.0
58.0 ,514.0,38.0
56.0 ,388.0,39.0
57.0 ,358.0,37.0
57.0 ,558.0,38.0
58.0 ,378.0,39.0
56.0 ,428.0,38.0
1375.0 ,3894.0,926.0
1405.0 ,3702.0,949.0
1410.0 ,4045.0,917.0
1394.0 ,3811.0,987.0
1473.0 ,3832.0,928.0
1422.0 ,3865.0,944.0
1434.0 ,3887.0,929.0
1423.0 ,4009.0,878.0
1449.0 ,3857.0,931.0
1445.0 ,3954.0,909.0
1418.0 ,3701.0,892.0
1449.0 ,3870.0,905.0
1492.0 ,3905.0,909.0
1432.0 ,3769.0,893.0
1396.0 ,3783.0,926.0
1427.0 ,3722.0,920.0
1370.0 ,4037.0,882.0
1535.0 ,3892.0,945.0
1454.0 ,4104.0,900.0
1417.0 ,3656.0,902.0
1434.0 ,3823.0,948.0
1414.0 ,3892.0,1106.0
1419.0 ,3634.0,903.0
1381.0 ,3789.0,877.0
1446.0 ,3603.0,876.0
1426.0 ,3847.0,923.0
1493.0 ,4141.0,870.0
1423.0 ,3742.0,894.0
1478.0 ,3875.0,893.0
1555.0 ,3841.0,906.0
25.0 ,286.0,14.0
33.0 ,294.0,19.0
26.0 ,355.0,16.0
26.0 ,243.0,14.0
24.0 ,285.0,15.0
24.0 ,323.0,16.0
25.0 ,286.0,15.0
25.0 ,240.0,14.0
24.0 ,295.0,24.0
25.0 ,259.0,14.0
24.0 ,306.0,15.0
24.0 ,251.0,16.0
25.0 ,243.0,15.0
23.0 ,258.0,15.0
25.0 ,272.0,15.0
24.0 ,290.0,14.0
30.0 ,252.0,15.0
24.0 ,324.0,15.0
25.0 ,234.0,14.0
25.0 ,337.0,14.0
24.0 ,279.0,14.0
24.0 ,262.0,14.0
25.0 ,286.0,14.0
26.0 ,345.0,15.0
25.0 ,290.0,15.0
25.0 ,284.0,14.0
25.0 ,265.0,15.0
25.0 ,409.0,15.0
25.0 ,310.0,14.0
25.0 ,274.0,14.0
7.0 ,197.0,4.0
6.0 ,201.0,4.0
6.0 ,246.0,4.0
6.0 ,215.0,4.0
6.0 ,161.0,4.0
5.0 ,185.0,5.0
6.0 ,184.0,4.0
6.0 ,188.0,4.0
6.0 ,174.0,4.0
5.0 ,285.0,4.0
6.0 ,150.0,4.0
6.0 ,161.0,4.0
6.0 ,174.0,4.0
6.0 ,155.0,4.0
6.0 ,172.0,4.0
5.0 ,171.0,4.0
6.0 ,296.0,4.0
6.0 ,143.0,4.0
6.0 ,155.0,4.0
6.0 ,154.0,4.0
6.0 ,161.0,4.0
6.0 ,185.0,4.0
6.0 ,276.0,4.0
6.0 ,198.0,4.0
5.0 ,160.0,4.0
5.0 ,155.0,4.0
6.0 ,150.0,4.0
6.0 ,166.0,4.0
9.0 ,161.0,8.0
6.0 ,160.0,4.0
5.0 ,278.0,3.0
4.0 ,153.0,3.0
5.0 ,156.0,3.0
4.0 ,169.0,3.0
5.0 ,146.0,3.0
4.0 ,167.0,4.0
5.0 ,154.0,4.0
4.0 ,319.0,4.0
5.0 ,169.0,3.0
5.0 ,143.0,3.0
6.0 ,140.0,4.0
5.0 ,138.0,3.0
5.0 ,145.0,4.0
5.0 ,144.0,4.0
4.0 ,209.0,3.0
4.0 ,266.0,3.0
4.0 ,155.0,3.0
4.0 ,147.0,3.0
5.0 ,150.0,4.0
4.0 ,150.0,4.0
5.0 ,161.0,3.0
5.0 ,155.0,3.0
4.0 ,291.0,4.0
5.0 ,152.0,4.0
5.0 ,164.0,3.0
4.0 ,148.0,4.0
5.0 ,159.0,4.0
5.0 ,152.0,3.0
4.0 ,151.0,5.0
5.0 ,301.0,3.0
28.0 ,309.0,24.0
27.0 ,367.0,19.0
26.0 ,343.0,19.0
26.0 ,410.0,19.0
29.0 ,332.0,29.0
28.0 ,312.0,19.0
29.0 ,346.0,18.0
29.0 ,363.0,28.0
29.0 ,271.0,19.0
29.0 ,323.0,20.0
32.0 ,380.0,20.0
29.0 ,324.0,19.0
28.0 ,363.0,19.0
29.0 ,276.0,21.0
29.0 ,382.0,21.0
30.0 ,335.0,19.0
30.0 ,304.0,20.0
30.0 ,293.0,20.0
28.0 ,427.0,19.0
27.0 ,344.0,20.0
29.0 ,496.0,19.0
30.0 ,448.0,19.0
30.0 ,284.0,19.0
30.0 ,336.0,19.0
28.0 ,428.0,18.0
30.0 ,364.0,20.0
30.0 ,281.0,26.0
27.0 ,327.0,21.0
29.0 ,444.0,19.0
29.0 ,268.0,19.0
704.0 ,1359.0,318.0
670.0 ,1263.0,332.0
666.0 ,1326.0,325.0
728.0 ,1292.0,322.0
839.0 ,1367.0,320.0
718.0 ,1372.0,322.0
706.0 ,1431.0,313.0
674.0 ,1411.0,390.0
719.0 ,1467.0,337.0
709.0 ,1417.0,366.0
674.0 ,1431.0,365.0
736.0 ,1390.0,347.0
672.0 ,1403.0,352.0
713.0 ,1493.0,342.0
702.0 ,1497.0,346.0
716.0 ,1479.0,357.0
657.0 ,1489.0,357.0
715.0 ,1524.0,360.0
661.0 ,1371.0,363.0
721.0 ,1592.0,357.0
672.0 ,1412.0,378.0
737.0 ,1495.0,358.0
720.0 ,1517.0,347.0
708.0 ,1497.0,395.0
711.0 ,1386.0,361.0
748.0 ,1349.0,366.0
864.0 ,1455.0,358.0
683.0 ,1488.0,327.0
677.0 ,1496.0,313.0
749.0 ,1481.0,305.0
17.0 ,345.0,11.0
18.0 ,231.0,11.0
18.0 ,322.0,18.0
17.0 ,256.0,17.0
22.0 ,407.0,11.0
17.0 ,270.0,12.0
17.0 ,255.0,13.0
17.0 ,250.0,11.0
17.0 ,268.0,11.0
17.0 ,363.0,11.0
17.0 ,254.0,11.0
18.0 ,236.0,11.0
18.0 ,272.0,14.0
18.0 ,241.0,10.0
18.0 ,361.0,11.0
17.0 ,238.0,11.0
17.0 ,278.0,12.0
18.0 ,302.0,11.0
17.0 ,356.0,11.0
17.0 ,263.0,11.0
17.0 ,264.0,11.0
17.0 ,248.0,12.0
17.0 ,264.0,11.0
18.0 ,316.0,11.0
17.0 ,266.0,11.0
17.0 ,285.0,11.0
18.0 ,326.0,11.0
18.0 ,694.0,11.0
17.0 ,282.0,11.0
18.0 ,261.0,11.0
7.0 ,212.0,5.0
8.0 ,258.0,6.0
8.0 ,196.0,5.0
8.0 ,189.0,5.0
8.0 ,191.0,6.0
8.0 ,203.0,8.0
8.0 ,248.0,5.0
7.0 ,294.0,5.0
8.0 ,203.0,5.0
7.0 ,200.0,5.0
8.0 ,172.0,5.0
8.0 ,220.0,5.0
8.0 ,252.0,5.0
8.0 ,185.0,5.0
7.0 ,191.0,5.0
8.0 ,233.0,5.0
9.0 ,197.0,6.0
8.0 ,241.0,5.0
8.0 ,304.0,5.0
8.0 ,188.0,6.0
8.0 ,199.0,6.0
8.0 ,198.0,7.0
7.0 ,184.0,6.0
8.0 ,213.0,5.0
8.0 ,289.0,6.0
8.0 ,226.0,6.0
8.0 ,221.0,5.0
8.0 ,204.0,5.0
7.0 ,190.0,6.0
8.0 ,201.0,6.0
6.0 ,254.0,4.0
7.0 ,188.0,4.0
9.0 ,200.0,5.0
6.0 ,197.0,6.0
7.0 ,184.0,4.0
7.0 ,217.0,4.0
7.0 ,279.0,4.0
7.0 ,169.0,5.0
6.0 ,205.0,5.0
6.0 ,180.0,4.0
7.0 ,194.0,4.0
7.0 ,172.0,5.0
7.0 ,221.0,4.0
6.0 ,230.0,4.0
6.0 ,201.0,4.0
7.0 ,173.0,4.0
7.0 ,191.0,5.0
7.0 ,206.0,4.0
6.0 ,171.0,4.0
7.0 ,277.0,5.0
6.0 ,161.0,5.0
6.0 ,188.0,4.0
7.0 ,173.0,6.0
6.0 ,178.0,6.0
7.0 ,193.0,4.0
7.0 ,195.0,6.0
7.0 ,243.0,6.0
6.0 ,187.0,4.0
7.0 ,189.0,4.0
6.0 ,178.0,5.0
9.0 ,227.0,6.0
9.0 ,221.0,6.0
8.0 ,320.0,5.0
9.0 ,227.0,6.0
9.0 ,270.0,6.0
10.0 ,278.0,9.0
9.0 ,292.0,7.0
9.0 ,345.0,6.0
8.0 ,281.0,6.0
9.0 ,246.0,9.0
9.0 ,233.0,7.0
9.0 ,323.0,6.0
8.0 ,273.0,6.0
8.0 ,219.0,5.0
8.0 ,250.0,6.0
9.0 ,225.0,9.0
9.0 ,341.0,5.0
9.0 ,213.0,6.0
9.0 ,243.0,6.0
9.0 ,229.0,6.0
9.0 ,263.0,6.0
8.0 ,353.0,6.0
8.0 ,203.0,6.0
8.0 ,217.0,5.0
9.0 ,256.0,6.0
9.0 ,326.0,6.0
8.0 ,271.0,6.0
8.0 ,241.0,9.0
9.0 ,200.0,7.0
9.0 ,211.0,6.0
4.0 ,146.0,3.0
4.0 ,192.0,3.0
4.0 ,205.0,3.0
5.0 ,118.0,3.0
4.0 ,143.0,3.0
4.0 ,129.0,4.0
5.0 ,130.0,3.0
8.0 ,139.0,3.0
4.0 ,136.0,4.0
4.0 ,139.0,3.0
4.0 ,261.0,3.0
3.0 ,135.0,3.0
4.0 ,136.0,4.0
4.0 ,139.0,3.0
4.0 ,126.0,3.0
3.0 ,130.0,4.0
4.0 ,128.0,2.0
4.0 ,147.0,3.0
4.0 ,136.0,2.0
4.0 ,259.0,4.0
4.0 ,128.0,4.0
4.0 ,143.0,3.0
4.0 ,216.0,3.0
4.0 ,166.0,3.0
4.0 ,134.0,3.0
4.0 ,127.0,3.0
4.0 ,178.0,2.0
3.0 ,218.0,3.0
4.0 ,132.0,3.0
4.0 ,134.0,3.0
10.0 ,235.0,6.0
10.0 ,252.0,7.0
11.0 ,254.0,7.0
9.0 ,393.0,9.0
11.0 ,278.0,7.0
10.0 ,250.0,9.0
11.0 ,248.0,7.0
10.0 ,326.0,10.0
10.0 ,275.0,7.0
10.0 ,315.0,7.0
11.0 ,247.0,7.0
11.0 ,283.0,8.0
10.0 ,278.0,7.0
11.0 ,271.0,6.0
9.0 ,285.0,11.0
10.0 ,236.0,9.0
10.0 ,297.0,7.0
10.0 ,239.0,7.0
10.0 ,218.0,7.0
10.0 ,268.0,9.0
11.0 ,225.0,7.0
10.0 ,410.0,7.0
11.0 ,269.0,10.0
11.0 ,253.0,7.0
10.0 ,218.0,6.0
11.0 ,247.0,9.0
11.0 ,393.0,7.0
10.0 ,284.0,7.0
10.0 ,269.0,6.0
10.0 ,209.0,8.0
9.0 ,224.0,6.0
10.0 ,355.0,6.0
10.0 ,243.0,6.0
10.0 ,227.0,7.0
11.0 ,293.0,7.0
10.0 ,279.0,7.0
16.0 ,256.0,7.0
9.0 ,226.0,7.0
10.0 ,206.0,7.0
9.0 ,209.0,6.0
10.0 ,200.0,7.0
10.0 ,433.0,7.0
10.0 ,255.0,7.0
10.0 ,363.0,9.0
10.0 ,235.0,8.0
9.0 ,388.0,9.0
10.0 ,225.0,7.0
9.0 ,283.0,7.0
11.0 ,251.0,8.0
10.0 ,421.0,8.0
11.0 ,241.0,6.0
9.0 ,257.0,6.0
10.0 ,235.0,8.0
10.0 ,506.0,7.0
10.0 ,274.0,7.0
10.0 ,237.0,8.0
10.0 ,218.0,6.0
10.0 ,187.0,8.0
10.0 ,358.0,8.0
10.0 ,252.0,7.0
10.0 ,240.0,6.0
12.0 ,225.0,7.0
11.0 ,196.0,6.0
11.0 ,445.0,7.0
10.0 ,528.0,7.0
10.0 ,331.0,7.0
11.0 ,429.0,8.0
11.0 ,203.0,7.0
11.0 ,248.0,7.0
10.0 ,224.0,7.0
10.0 ,215.0,7.0
10.0 ,422.0,7.0
10.0 ,246.0,7.0
10.0 ,221.0,8.0
11.0 ,221.0,7.0
10.0 ,258.0,6.0
10.0 ,335.0,7.0
10.0 ,377.0,7.0
10.0 ,278.0,10.0
11.0 ,267.0,7.0
10.0 ,247.0,7.0
10.0 ,220.0,7.0
11.0 ,258.0,7.0
11.0 ,257.0,7.0
10.0 ,282.0,7.0
