TRAINTESTDIFFSNLLSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_pb,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq
pittsburg-bridges-SPAN,0.23795073842161216,0.23064651071375705,0.22413283980445065,0.2184599894946652,0.21366582261669023,0.20977409150116605,0.20679358182239077,0.20471858965836628,0.40323221267064746,0.20352835462728852,0.2031922359442178,0.20366701727481135,0.20490263711567133,0.2068384025511141,0.20940803688645993,0.21254101105458822,0.21616433475397417
pittsburg-bridges-T-OR-D,0.17904889279923145,0.17865110130208753,0.17838282739451386,0.17824856069848033,0.17825172967326175,0.17839540187293584,0.17868067615827815,0.1791095263360636,0.41585533682090664,0.17968149744147893,0.18039561778961521,0.18124917832200604,0.18224077281167148,0.18336631028280315,0.18462241893937945,0.18600472595934112,0.18751101937184597
pittsburg-bridges-TYPE,0.43981032401662434,0.4320100571320592,0.4246822585777135,0.4178521414463784,0.4115502443147094,0.4058075711915097,0.4006562960873026,0.3961213547838222,0.6255182336507267,0.39222672213356785,0.3889914443285254,0.38642518820996763,0.3845310033775392,0.3832981155517799,0.3827184174054033,0.38277363153264954,0.3834587402442155
planning,0.1047278271685104,0.10079913235843126,0.09711487234850853,0.09369375972716974,0.0905558989263895,0.08772401530861644,0.08522332108877291,0.08308156896389726,0.34754699082624235,0.0813296590912138,0.08000029483595113,0.07912728309758717,0.07874316421983271,0.07887522935736258,0.07954113019942942,0.0807430850672827,0.08246375170847035
plant-margin,0.11525069616301246,0.11844295940190144,0.12133119074797538,0.1238733318934839,0.12603318216015383,0.1277823262147348,0.1291012828329697,0.12997986215794452,0.09714020571908694,0.13041758124080383,0.13042313315651968,0.13001387932988795,0.12921452537695766,0.12805598489829562,0.1265743295527471,0.12480848403845593,0.12279932173274895
plant-shape,0.15228973166093562,0.1499008775836433,0.14737272183093592,0.14481458558022342,0.14228224415687066,0.13966393488112114,0.13704126394249133,0.1343651039865649,0.12217315829368103,0.1316633302883955,0.12892344427055139,0.1261837292637024,0.12344988977164272,0.12071937915190377,0.11806082328525383,0.1154508970191533,0.11295738003269715
plant-texture,0.11989448778904663,0.12055915737606059,0.12095624483958266,0.12107891288408366,0.12092755099192973,0.12050603295877296,0.11982337395201902,0.11889327902317894,0.08493508755251238,0.11773341178314546,0.11636609641133344,0.11481413356509879,0.11310576234726917,0.11126865572673733,0.10933214542047195,0.10732479741514879,0.10527497006408772
post-operative,0.17403587044685187,0.16353696525702902,0.1535451610593881,0.14412040921695168,0.13533951986218243,0.12729980038544242,0.1201214508163233,0.11396032430032098,0.5716182455968103,0.10899782845238115,0.10544223552436355,0.10351872406157882,0.10345998153683003,0.10549813109396665,0.10986457160366642,0.11676292810564658,0.12629945726121328
primary-tumor,0.3305831675821882,0.3190180744587935,0.3080259991899675,0.2974390382529926,0.28760358314079587,0.27844594897186886,0.2701071275788033,0.2627877068207941,0.3705333840262293,0.2565331161002315,0.2514628540641373,0.24754740165709382,0.244938950973987,0.24356552242350388,0.24344997935893473,0.2445068443463018,0.24666350256229871
ringnorm,0.008393980004379012,0.008403718809370674,0.008413876966870286,0.008424458963954417,0.008435454718679743,0.008446884345069187,0.008458751874097519,0.008471051720441132,0.013409562519006919,0.008483786987411968,0.008496976342279538,0.008510599003116787,0.008524673612223288,0.00853919574926604,0.008554198429318626,0.008569642110702692,0.008585539323660383
seeds,0.11202151920347493,0.11195914237186376,0.11190567454881419,0.11186074079623405,0.111825086717461,0.11179792267948736,0.11177909275691215,0.11176852527821605,0.1351886610191375,0.11176647063422572,0.1117715930849753,0.11178475209215492,0.11180549111402194,0.1118334724984504,0.1118687457390446,0.11191172068996749,0.11196098600636807
semeion,0.045290442765395234,0.04521086777667004,0.045131203175604866,0.04505147737256623,0.04497182162433895,0.044892430169545534,0.04481340113756244,0.044734981506846024,0.07647755151000546,0.04465731787458858,0.04458071467819505,0.04450540076589554,0.04443167812082417,0.04435990061305162,0.04429038611345108,0.04422350167845907,0.04415965536634903
soybean,0.06230295775025375,0.062487556984463885,0.06269785578531369,0.06293513657957411,0.06320052831676669,0.06349536540187324,0.06382051422930493,0.06417734332820985,0.12756303534038935,0.06456660477377381,0.06498953534121162,0.06544685623962923,0.06593958452330745,0.06646811057840152,0.06703355045055488,0.06763607804192164,0.068276279965459
spambase,0.01631999644239422,0.016242594366562235,0.016161741503472906,0.016077521149630923,0.015990159599048686,0.015899760114443377,0.015806643749808703,0.01571108610060179,0.031514904136099614,0.015613470465944166,0.01551419077130024,0.015413738520126261,0.01531265259099949,0.015211577535333497,0.015111208926437724,0.015012333716967094,0.014915811776249045
spect,0.1957507886071312,0.1884056428304444,0.18160886022701758,0.17538694754043344,0.16975977021022398,0.1647373511653651,0.16032027738182597,0.15649824828627718,0.37344115327716076,0.1532532003535656,0.1505569407688035,0.14837441879110896,0.1466656823784439,0.14538621760429915,0.14449190578894613,0.1439387288036558,0.1436860662536897
spectf,0.10149667838900445,0.10202820558825092,0.10258803903250548,0.10317833743357177,0.10380137859785415,0.10446025520277309,0.10515832274548849,0.10589935668466974,0.22887444711181762,0.10668817496372301,0.10753013801833061,0.10843211371059468,0.1094023125244657,0.11045002464975959,0.1115863370322957,0.11282432670699334,0.11417953717286397
statlog-australian-credit,0.04873123037582199,0.04727521148575172,0.045928309483551887,0.044693037382982075,0.0435712577292502,0.04256415300267775,0.04167228557234851,0.040895288611830075,0.17828672896611428,0.04023216457312945,0.039681020519136724,0.03923926965671551,0.03890351344043181,0.03866980880950849,0.03853372593662197,0.03849046226833076,0.03853484875875389
statlog-german-credit,0.05834266239302951,0.05761962364810892,0.056955668799422314,0.05634948933413958,0.05579970941101665,0.055305203457396535,0.054864791686072625,0.054477543661185436,0.1448178200650478,0.05414279539167394,0.05386012224155288,0.053629381449796516,0.05345084890508445,0.053325185523785776,0.05325346964532133,0.05323732691684213,0.05327866593320333
statlog-heart,0.15768510391989107,0.15598779160164777,0.15438513630461717,0.15287843761324602,0.1514691091469929,0.15015771665423844,0.14894470872890225,0.14783035839273198,0.2570832276999479,0.14681395481764783,0.1458950102499134,0.14507257072846322,0.14434468318330976,0.14370985167184933,0.14316592178315535,0.14271090048209528,0.14234123242802305
statlog-image,0.01842393332638102,0.018423990589920673,0.01842718311505634,0.01843460199025255,0.018446853945240847,0.018465784663509982,0.01849254010645924,0.018529728914469582,0.030634675934403426,0.018579694005753322,0.018645298393900816,0.01873084425766885,0.018840455039751715,0.01897945068975227,0.0191534652712813,0.019369006569814582,0.019632699333041816
statlog-landsat,0.030374572280442047,0.03073553809870971,0.031104682423130324,0.03148200530706002,0.03186749268150978,0.03226106368751464,0.03266271685264177,0.03307240359588739,0.0366658275293918,0.033490042037942015,0.03391559593622437,0.03434897695905677,0.03479010523396473,0.03523892214347298,0.03569530544734593,0.036159158023967346,0.036630396289524844
statlog-shuttle,0.0023899382576746324,0.0024977841078978637,0.0026234918478059695,0.002769738773886042,0.002939415377079975,0.0031356088404127,0.003361585903926926,0.0036207715059972264,5.545592362863034E-4,0.003916721886458877,0.0042531084234453025,0.004633695894072593,0.0050623100818067744,0.005542801550752104,0.0060789997158716014,0.006674648762440418,0.007333324301784835
statlog-vehicle,0.04352612198757383,0.043131719148880004,0.04276818717415562,0.04243465538189507,0.04213013973155951,0.04185366709410324,0.041604079723767076,0.041380234737118424,0.12115863150774948,0.0411809343418494,0.04100496492291058,0.04085117880394845,0.04071835393398241,0.04060536909526419,0.04051104584088361,0.040434278677083844,0.0403739917460132
steel-plates,0.045816301744322566,0.04579225724590026,0.04577740017464495,0.04576929557270775,0.04577512938100964,0.04578451253873676,0.04580530930174942,0.045837381339958606,0.07979844752568488,0.04587717397018174,0.04592666281666557,0.04598815238828986,0.046058705926818426,0.0461406491637592,0.04623448779073877,0.04633411362447037,0.04644707736961281
synthetic-control,0.03133825926473852,0.031031652680234237,0.030732280707959185,0.03044020958850836,0.030155540765405213,0.02987834364440001,0.029608674406754014,0.02934662654173785,0.05199077470658969,0.029092229906680978,0.02884555858053551,0.02860665538693438,0.028375592769620987,0.028152361635952597,0.02793705298269761,0.027729659574921534,0.0275302111305287
teaching,0.20324170716344112,0.2012383172117964,0.19934329396549955,0.19756632998646856,0.19591982331940222,0.19441859119742047,0.19308257021538855,0.19193504537715864,0.6570515474696866,0.19100107593587384,0.19030836513256114,0.1898842121199635,0.18975384025051073,0.18994137024177554,0.19046851642129112,0.19135868781874285,0.1926370388471763
thyroid,0.006442216699608703,0.0064433803905116355,0.006444809722183728,0.006446527235299571,0.006448538621641322,0.006450862683206037,0.006453509577773778,0.006456492513346169,0.00979986731860965,0.00645982372567062,0.006463511027597291,0.0064675876084702155,0.006472053960110077,0.006476919845570588,0.006482206991636357,0.006487940624947508,0.006494112371069989
tic-tac-toe,0.020799019516168873,0.020733866512419846,0.020668452389653046,0.020602789918879413,0.02053697582113838,0.020471034053803565,0.020405041543627604,0.02033905391553202,0.02403965799216108,0.020273158366780144,0.020207434007992332,0.020141963084536755,0.020076827636794733,0.020012159326004073,0.019948048237990144,0.019884617867123634,0.019821992561261735
titanic,0.026417277274598444,0.026414052389772534,0.026409055193016312,0.026402039333188947,0.026392730859928656,0.02638084528092733,0.02636613909013325,0.02634829770849066,0.028964543099154062,0.02632705175089491,0.02630213587125111,0.02627338323604359,0.026240583299054175,0.026203672145656175,0.02616268976121461,0.026117752282828584,0.026069101980472676
trains,0.29823261567758624,0.29802294362029047,0.2977528893974548,0.2974093609641359,0.29697653062045215,0.29643820981942404,0.2957712246875129,0.29494106568317946,0.009279878333888464,0.2938730631760897,0.292400358060797,0.2901713609892662,0.28656963845494093,0.28087057377819097,0.27363423915816354,0.27287832009488194,0.3300507134656612
twonorm,0.024334238532261358,0.024235089970480277,0.024136037450712258,0.02403707987424992,0.023938234526106526,0.023839492249100428,0.023740862293871283,0.023642351140905977,0.017048170230212767,0.023543959201834528,0.02344569397586679,0.023347548658186983,0.02324953921787567,0.023151657942331597,0.02305392258580689,0.02295633235476747,0.022858883260849387
vertebral-column-2clases,0.10248613085877545,0.1022613935120124,0.1020532535735737,0.10186291859193458,0.10169149413763989,0.10154006544127696,0.10140970354807259,0.10130148822791904,0.2757489069199332,0.10121618455719371,0.10115488708114774,0.10111813807085823,0.10110675049887881,0.10112130697025552,0.10116231001705604,0.10123027713906964,0.10132543166999658
vertebral-column-3clases,0.1045776710340671,0.10398329309285857,0.10341056765382416,0.10285965517632173,0.10233006728795703,0.10182207000788487,0.10133529590433316,0.10086963296235227,0.20461755995260333,0.10042497834614231,0.10000104626421877,0.09959802266739844,0.09921563773165942,0.09885415697552592,0.09851334283830487,0.09819343249010413,0.09789478214193735
wall-following,0.006747595540816771,0.006904096485612014,0.007076864949331268,0.007267249051579583,0.007476625385046163,0.007706326111423988,0.007957598185379562,0.008231563779510056,0.01069374711440412,0.008529224193796977,0.008851357920627486,0.00919853192020401,0.00957103910458507,0.009968897377458976,0.010391803934569444,0.0108391275926393,0.011309926941209369
waveform,0.025352201991922292,0.02513078856259366,0.02491147782048533,0.02469433002982845,0.02447941752123232,0.024266791547298678,0.02405649845190415,0.023848600964961546,0.04662630194699897,0.02364315317658362,0.02344020418497362,0.02323980074989074,0.023041991045853073,0.022846820088880684,0.02265433511191416,0.022464564589339972,0.022277541477689816
waveform-noise,0.025972491695392775,0.025767105836181685,0.025565878192415573,0.025368754809857046,0.02517563452349744,0.02498647834708923,0.024801210706423268,0.02461974109564293,0.04289605184461028,0.02444202357272793,0.024267987284171087,0.024097567557931004,0.02393070034421251,0.023767319192638452,0.023607381755504267,0.023450817341032902,0.02329756413358807
wine,0.058974252182493844,0.05873784676117623,0.058520343307207345,0.05832162729339111,0.05814152037469667,0.0579798077207145,0.057836192206134465,0.05771039249899015,0.06968770156543344,0.05760210752574004,0.05751099199704049,0.05743666113276699,0.05737874625308825,0.057336808467760056,0.05731039293748987,0.057299132453066344,0.05730251131294651
wine-quality-red,0.04685877953619057,0.046730198610571726,0.04660228278084982,0.04647235865870709,0.046340912920973816,0.04620937074509327,0.04607492325730729,0.0459417223109779,0.10756583477877801,0.04580768231371015,0.04567358308804957,0.045540360570102224,0.045407703117573514,0.045277092038406595,0.04514976056674508,0.04502283920752411,0.04490132590872836
wine-quality-white,0.029549358093470073,0.029369228817205335,0.02917299634575163,0.028948334228668222,0.028706529929606706,0.028434762677605658,0.028142647323430955,0.02781908787266693,0.055092960271454584,0.027475597474353484,0.027104493611100906,0.026711236033997197,0.026297499233468212,0.025868418466649768,0.025428673370594533,0.024978661078135164,0.024527164525043343
yeast,0.07152073495420318,0.0716359255748572,0.07175943731999357,0.07187336560682217,0.07201257940273517,0.07216116241774981,0.07231738346049747,0.0724658449543837,0.15985234248174449,0.07264289254677997,0.0728269232015307,0.07302181051611673,0.07321031704352379,0.07342497999103664,0.07364863152408979,0.07388527886841693,0.0741160422455318
zoo,0.1496800897265109,0.14917482687010666,0.14865559390163016,0.1481221959258816,0.14757427188400188,0.14701164394898036,0.14643454870837663,0.14584317454483922,0.11469467144905314,0.14523780797654134,0.14461939050721329,0.14398882661047066,0.14334732850398285,0.14269650774870224,0.14203848373813818,0.1413752562673142,0.14070979356443247
