TRAINBALACCSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_pb,CAWPE_alpha=1,CAWPE_eq
planning,0.0250266809947559,0.02478088703220634,0.02366801204705784,0.02467361591488313,0.02412165092593178,0.028150014475480014,0.028463868282303597,0.02789882713543501,0.029627352984848275,0.02997879501777116,0.02892958756227193,0.02919287645832522,0.028723138819876887,0.030148468457111725,0.048105650126575805,0.032879916262410276,0.035544558366413494
plant-margin,0.012043757027328858,0.01125566587847276,0.01105018918546116,0.010671088343593718,0.01077259720655666,0.01073660954318255,0.010651884512993981,0.011043279539543763,0.010194234340699824,0.010463830011317423,0.010337428508140682,0.010470350173638928,0.010506993429118549,0.010741543051463175,0.014091564791600038,0.010094382186351863,0.010133448653306312
plant-shape,0.015169599154418928,0.014762791550645705,0.014335434054824781,0.013480509557543997,0.012635828120817831,0.011998937333215673,0.012355777186606179,0.011844599623030111,0.012036597091380516,0.011980287928533897,0.012375021769399178,0.012519811885774175,0.012338103884765448,0.012919400897109353,0.011356931146109457,0.012304213837580982,0.012107338422550223
plant-texture,0.009624155144473626,0.009488442001150434,0.009403657622600236,0.009168140648771991,0.009166141519941407,0.008843726596706182,0.009334925883492239,0.008986228043637884,0.0092665525577433,0.00954195213647148,0.009881637363243677,0.010093149390260778,0.010594584835306791,0.011191716383081874,0.01388864219031822,0.011124978090788567,0.01103441426387667
post-operative,0.030361782901687555,0.031103094105369756,0.03247433109950746,0.03270586149426461,0.030694969959614335,0.030491131796668437,0.03134873362515091,0.030743464638740257,0.03036269573602532,0.03009589271127455,0.031178744859490373,0.031143167395810134,0.03265646180556887,0.0345744380559774,0.04918655142807234,0.03566721720490347,0.0361590104391323
primary-tumor,0.024361773399838166,0.0236789605845094,0.02370992772451525,0.02327442382628554,0.024471662811896708,0.023260430006305326,0.023009181838302792,0.022791321139380413,0.023201581091005598,0.023394927715184102,0.024429392310022526,0.025709116394570106,0.026978491430265285,0.028198640637938203,0.03441344845481587,0.0281801927018248,0.027064537493374903
ringnorm,0.0018356106855826973,0.0018508057279647762,0.0018431994367463203,0.0018103800069140389,0.001805540853496736,0.0017980886065986105,0.0018119875135636668,0.0018905181433293153,0.0018821465847780362,0.0018497574650311913,0.0018628722476420902,0.0018804507712138765,0.0019152943836726938,0.0019302407760777565,0.002387190101399981,0.0019376991387778833,0.0019471391121579854
seeds,0.023294931705125338,0.023292693852033565,0.02341991020077555,0.023259100218112186,0.0225559428539718,0.022157227652577736,0.022251134526666827,0.021536854671848113,0.021937340424313626,0.02218544145134048,0.02218544145134048,0.02307007188886243,0.022703368886416657,0.02232597563611409,0.020380307833216135,0.02232597563611409,0.022426150078997155
semeion,0.007599353152567111,0.007476059285773974,0.007427331483360376,0.0075011863156124285,0.007564826963330734,0.007541924129799831,0.007521126195327964,0.007386631273291384,0.0071051093679779615,0.0069717997158782385,0.0068664979478912,0.00696798998605562,0.006848582366505652,0.006897630781104545,0.009418335960537424,0.007194669578842921,0.007368763529409001
soybean,0.012614207764056959,0.0123784100071455,0.012430966949888843,0.012580713269804469,0.01247092816333259,0.012491268221534345,0.01222288203390074,0.011892281890297965,0.01199301084340439,0.012090259875443316,0.01263835735823619,0.012059066479781359,0.012134514052814691,0.012300675448101624,0.01465388276059361,0.012466411312838247,0.012409363657446151
spambase,0.0036132731246508176,0.0035533210329246477,0.0035672092584742134,0.003488438121883904,0.003485887209166542,0.003435683332736536,0.0034385028570922188,0.00356754241547121,0.00369574844810591,0.0037977932273222455,0.003871067879795128,0.0038096319269840194,0.003777552342821777,0.0038548240355267094,0.0034792341397867294,0.0036925173324154487,0.003477014675009637
spect,0.04611532166168857,0.04618075124061142,0.04607200097667945,0.04692916514655214,0.047537928436782374,0.04719147425869662,0.047282339014544435,0.046573375612756616,0.044512316436356954,0.04519386577566008,0.044024725638091206,0.042552054074687304,0.04317197662852518,0.04462480262963591,0.04133166968843531,0.04511218175181223,0.04487971675128717
spectf,0.04121116167281778,0.04301470717359665,0.043990593922757885,0.04489614645838703,0.0448370557437138,0.044752685389775164,0.04521482417385251,0.045881039903531325,0.04493659333789971,0.04485927236979436,0.046835741012927944,0.046412866000027156,0.04563873474991032,0.046408992796195245,0.055410506874442156,0.047689092974503064,0.04818297742357696
statlog-australian-credit,0.023456306314327904,0.02355037793663088,0.023999174434892086,0.02412877114396602,0.023782144513211072,0.023488524328145573,0.0237434199616818,0.023004350608194113,0.02293263688675799,0.022943516653551606,0.022744885393082333,0.022917938838446086,0.02353719109720723,0.02332790961829971,0.02623897917203798,0.024284000194549467,0.023316796390335768
statlog-german-credit,0.021603820268029574,0.021139237450078653,0.020468545307151247,0.019588143434301073,0.019747546567449214,0.020481625021867098,0.020216392626301,0.020588090517581068,0.02035395215971143,0.01974334235474108,0.02018194018731852,0.020366721548300475,0.02113894769992197,0.02092870733043743,0.021672821924118697,0.01983974816277679,0.02043142469768334
statlog-heart,0.027753475959627728,0.028178016938202086,0.02835693179979701,0.029071190199523273,0.030303962455185834,0.03041769667074599,0.03003063569856239,0.030916657630303022,0.03103987465577515,0.0307021388216648,0.030496948322092963,0.030403890404422557,0.030977528624689974,0.030820049950108824,0.03211449822383316,0.03079870168599294,0.03190348031475759
statlog-image,0.0037806675790336653,0.0037910229417763824,0.0037915910980840717,0.003740802438978511,0.003820455033741684,0.003816054691284845,0.003896933119034671,0.003928971842094173,0.0038073519029564397,0.003793408626427698,0.0037636505769385073,0.003900910935435074,0.00398644655695976,0.003944292942447802,0.004018736462027347,0.003863179344335589,0.0038742038181299415
statlog-landsat,0.00418227728319763,0.0042406663312949955,0.004156207580204293,0.004155731400284488,0.004307608922758723,0.004389358202019692,0.004382030185620538,0.004394792360993056,0.004446173177384431,0.004550202734397401,0.004705430752389788,0.004751334542903874,0.004639583529872817,0.004566928920980397,0.004531223481291205,0.004619330477105336,0.004657813971116093
statlog-shuttle,0.029275900454917837,0.0300061507186887,0.030060094925037754,0.029367406358925766,0.027970240131972468,0.029143557623629985,0.030604114297580566,0.029709199609234644,0.03184066360653617,0.031607739233999115,0.03278086771496157,0.03217468158872192,0.03000649781966242,0.0306753782590336,0.023753176414604588,0.02888661357571368,0.0289391821785451
statlog-vehicle,0.018170271656309803,0.01718425481974507,0.01700983178498037,0.016168064308038937,0.015990521137572065,0.015534432794598166,0.01529566980567036,0.014856159565680174,0.014323052202167046,0.014604812174845288,0.014322321545688937,0.014120018483976267,0.014726597519064112,0.015429131423848583,0.020063553011047734,0.014928733501854693,0.015070209438138615
steel-plates,0.014874882022554721,0.015145637773629863,0.015064415310437791,0.015141167850305072,0.015489470791997523,0.0152149303218841,0.015145894566114327,0.015279004919291857,0.015109660103474094,0.01459460128031405,0.014466979508428922,0.01398628825174794,0.01420238133522858,0.013930714400679209,0.01571840025998912,0.014099800421854346,0.013817150292576269
synthetic-control,0.006095242371372324,0.006001277003313366,0.005968200106896888,0.00596820010689689,0.0060952423713723156,0.0060952423713723156,0.006251436616499824,0.006219690234696653,0.006272850947044032,0.006132841892688488,0.0059810257666177,0.0059810257666177,0.0059810257666177,0.006032055706048168,0.009319091487683269,0.006032055706048168,0.006032055706048168
teaching,0.057985059902500365,0.05767851674285265,0.05934675964958946,0.058255766195358216,0.05976830538087344,0.05873522868519351,0.06053721952972103,0.06296759792307166,0.06264353849944529,0.06465199110910885,0.06724545420643827,0.06691849021885712,0.066226724303787,0.06752183698031519,0.07138651121293521,0.06848475662962852,0.06851658780629587
thyroid,0.008958665564793206,0.008754434598555209,0.008877854228568469,0.008901198120008894,0.008480497631816242,0.008614490032441764,0.008910919022683244,0.008909446602913486,0.008758684346932324,0.009380886981481752,0.009443609838254775,0.009916517617680748,0.009827235519202171,0.010119260097779434,0.0059276181199763595,0.010094503087997177,0.010491632487367437
tic-tac-toe,0.004015721719373662,0.004112265470940601,0.004112265470940601,0.004171320468912491,0.004266154994853033,0.004284557455010255,0.004284557455010255,0.004284557455010255,0.0043388666222092575,0.004460611815882207,0.004460611815882207,0.004460611815882207,0.004460611815882207,0.004526745414429681,0.00535668677400662,0.004631332640512593,0.00441703722387789
titanic,0.015475260878947692,0.015475260878947692,0.015680538801684605,0.01570696814916924,0.015710603902116885,0.0154287531833885,0.01510138957278439,0.014922581379801325,0.014901318663513605,0.01517127243734386,0.01534243136652389,0.014953874518486362,0.015091566712932833,0.014911259535810335,0.01085492668829618,0.014911259535810335,0.014967033809323033
trains,0.12713690692890195,0.12713690692890195,0.14208019428898389,0.14208019428898389,0.14208019428898389,0.14208019428898389,0.14208019428898389,0.13901335419188385,0.1516196087157807,0.1516196087157807,0.1565155788948231,0.18491998891101682,0.22118411740697716,0.2491364395612199,0.0,0.2491364395612199,0.35161777183649917
twonorm,0.0020215183085641594,0.0019960945225308852,0.002012446581946383,0.002010592448794358,0.0020142857867968857,0.0020009859227050454,0.002010718066593223,0.002023190826872574,0.002022336990777052,0.0020076868799058863,0.002026430043128308,0.0020454713847853547,0.002039619430770796,0.002048766844492115,0.002262448281552368,0.00204985778706829,0.002050804895716114
vertebral-column-2clases,0.03412892523851649,0.03413654605672765,0.03477047378469913,0.0344552761440266,0.03562168253588703,0.03575700419094325,0.03575108849991154,0.036041941609493595,0.03716631892014837,0.037876565193283925,0.03731321366750788,0.037098485137530474,0.036588711479079515,0.036837973004972366,0.04434129381885072,0.037066979321626975,0.03784537998896616
vertebral-column-3clases,0.03947606345165739,0.04095781020203653,0.04072766538118446,0.04109084447471528,0.04021010521465512,0.03968543831777905,0.0406810895011063,0.04071177421423417,0.04061650627279335,0.040583581701620235,0.04076910657698509,0.04059448961270998,0.04066259776279063,0.042085818518057774,0.04042515644661754,0.04298425068238678,0.042434032142438176
wall-following,0.0024347252516365514,0.002450478086158677,0.0024655307976185793,0.0024248357989886697,0.002397170276066779,0.0023567308636932766,0.002320735832668252,0.0023441911543464365,0.0024553511894769607,0.0024632798796572026,0.0023945952969141866,0.0025184804235146973,0.002810149829673543,0.0030816882642855205,0.0023680665939134573,0.0031499818168649143,0.0034175785545419424
waveform,0.004405584651862756,0.004327616780958211,0.004275722767952592,0.0042448242198213516,0.004323430730632834,0.004307214590447435,0.004346399726769552,0.004427210348037909,0.004479054946003021,0.004502847287079709,0.004544680246440401,0.004673680555858352,0.004742965829695959,0.004723244235720074,0.005637528947130071,0.004834679275348615,0.004886289376754613
waveform-noise,0.005915363844568496,0.0058916489343509805,0.005860500088593313,0.005837296893084876,0.005835485968369107,0.005808418952823008,0.005751771742938718,0.005714603337874285,0.005745055536721868,0.005784243475741767,0.005772241193534775,0.005705404615744553,0.005710770424769809,0.005690863035919339,0.005410314497360919,0.005612935220560914,0.005525405293295342
wine,0.012502099786176188,0.01236439323690776,0.01236439323690776,0.01236439323690776,0.012020856622410744,0.012020856622410744,0.012020856622410744,0.012020856622410744,0.012020856622410744,0.012467910819221729,0.012467910819221729,0.012467910819221729,0.0129414956475925,0.01286477125259486,0.016640467242558434,0.01286477125259486,0.012731000155997414
wine-quality-red,0.020005510802527233,0.02026284943750117,0.020163899132903753,0.019806181192215538,0.01978497079090287,0.019934233547297772,0.020025033250680235,0.020120938545539098,0.02003804202504229,0.01961413143858899,0.0195905004580403,0.019527308220486362,0.019437812804308136,0.01926497261244847,0.021144691170315765,0.019499708924107042,0.022108518451237895
wine-quality-white,0.010589700836948646,0.010557152353862412,0.010587729108798858,0.010540480914078127,0.010700337076618249,0.010672582641587243,0.01073035204803504,0.010717069376112344,0.01087744945189415,0.01109811031557198,0.01182494626300559,0.011789443194295007,0.012122275429796792,0.012257650904774497,0.012500995793962438,0.011694868515205995,0.012195226373701698
yeast,0.03513872209391288,0.034884785371033504,0.03424351663830157,0.03488651254939772,0.03458901222025734,0.034187659295758434,0.033845799055432536,0.03422309651831392,0.03412579346444011,0.035320254408623124,0.0324554007489133,0.03230446458485334,0.02951246344625871,0.029777007996945583,0.02411222478805074,0.029967963920024474,0.029928354743328174
zoo,0.07884933684978854,0.07884933684978854,0.07884933684978854,0.07884933684978854,0.0779159853566824,0.07746875150365816,0.07746875150365816,0.0759628166876268,0.07746875150365816,0.07456024804671213,0.07456024804671213,0.07569406738136546,0.07569406738136546,0.07569406738136546,0.06236456120280408,0.07569406738136546,0.07637280625986914
