CAWPE-A,RandF,Bagging,XGBoost,AdaBoost,LogitBoost
-0.15416258811838143,-0.13323021323948273,-0.2076119861524172,-0.11173119437566657,-0.23533803316497962,-0.2780770867238918
-5.736896261064203E-4,-6.46892797327821E-4,-0.003966811778456449,-7.570213312918624E-4,-7.105256986665235E-8,-9.844960886468335E-10
-0.4235897430351212,-0.571161049781668,-0.7029605692282862,-0.5649447175780121,-0.806744702008359,-1.9102151208909077
-0.06761006823952899,-0.14489332958590442,-0.1966032171716874,-0.06081711502437262,-0.17991324389682678,-0.08468475138872324
-0.06799387533164065,-0.05432796894339456,-0.08187938408414343,-0.01564665872701497,-1.1752932591610619,-0.263460892221096
-0.5479560645346221,-0.6703573216239458,-0.7023959836293364,-0.7944793198780838,-0.7543589776592478,-0.9599315737304203
-0.2585522505367146,-0.29324261312247446,-0.33335213108169864,-0.3366368140619144,-0.5920808177735636,-8.98406437084236
-0.5411528920560731,-0.6470775284260013,-0.6952073461143157,-0.7350298919647257,-0.7935131622607255,-1.1271707471597587
-0.2830724483891208,-0.3992488460461233,-0.4432744165105872,-0.40235565821760966,-0.7646568893965109,-4.752743402723526
-0.161300911311235,-0.39040224151465536,-0.44533237913170587,-0.11078777635298055,-2.816440179300559,-0.7230997017347515
-0.1647485443078418,-0.13135149943689015,-0.14668205275488866,-0.19815505895343677,-0.40448345537752534,-0.5637080350768315
-0.12595925634906038,-0.11771983716705142,-0.13368768953035723,-0.17008833914066862,-0.4184313399731419,-0.44608976587907617
-0.3383266063991847,-0.38470263248607056,-0.4996351236208752,-0.3861908467721839,-5.129965389680078,-3.6166408312699447
-0.0745531191766172,-0.1334706335162047,-0.21897112457375867,-0.054036657075057025,-2.703308340609325,-0.28011278012711954
-0.6995832204148187,-0.7068459046974317,-0.6959962241654228,-1.168894201945344,-0.8686025489407357,-1.2637799007802109
-0.6741216979587003,-0.6701689879482853,-0.7003225521854338,-0.8907859285907732,-0.7591176130604659,-15.779405811527331
-1.259178012115899,-1.2835922868766017,-1.1766030187844243,-1.6683872574818246,-1.2657301911496022,-12.31596512088284
-1.1568260992365296,-1.186337040114743,-1.1976526486985464,-1.5481356611806634,-1.432970915739348,-11.012530100987243
-0.5138307560236675,-0.5223336785641567,-0.5416740051489342,-0.6124261663798893,-10.900778958644976,-6.783669019299984
-1.8810003059385956,-1.9549972364758306,-1.843408759604046,-2.2908663869064996,-2.194279118567026,-32.144488809213655
-0.9568216291028458,-1.000002322355695,-0.8949481311397045,-1.7328767289635671,-4.704291468833167,-7.536386091859346
-1.2873960734030179,-2.0141544670115734,-2.4722962921662828,-1.8061920922781085,-5.882161475804608,-25.477602802905427
-1.8843465858924417,-2.2189853264028456,-2.698154584226575,-2.997988882192421,-5.851779643123651,-38.49892678954039
-1.3735785948007053,-2.0373070998812515,-2.574805438130165,-1.7727800438164365,-6.005584986753769,-58.864010534987415
-1.2141055678495618,-1.319583190159612,-1.013269747418211,-1.9937385354586925,-1.2035893153845227,-13.628675063026815
-2.822261425730805,-2.709555013301259,-2.520201272534614,-3.3948528548081613,-3.170500932401224,-21.433729792128734
-0.12419758214509334,-0.23243631380007593,-0.28831108650624876,-0.08994767679127234,-0.09960469580766572,-0.1184818943575297
-0.24838757839741005,-0.3189037890975374,-0.40902339000125487,-0.31479523679126814,-0.9710397454438382,-3.7025343919864317
-0.44111842351173386,-0.9359751092283077,-1.1234511163946255,-0.40242981856057525,-2.8474421311028313,-6.551415541566671
-0.380683639092258,-0.5375998744381465,-0.91191114097069,-0.47984349549209704,-2.966909965239501,-42.59338713090956
-0.21822852462371445,-0.23696849837104142,-0.29088978224160333,-0.22617952628304128,-0.24488077826136478,-0.2929441210159631
-0.9543553709183904,-0.9333178440221965,-0.8381076825899245,-1.6526120729042624,-1.2163535046111507,-2.83896396241933
-0.521674009304123,-0.499631017802634,-0.5201837499313909,-0.6966332576155537,-5.70060588614342,-5.556776809935672
-0.9177696468944458,-0.9198235740314835,-0.8902049671707232,-1.503057057147535,-0.9934583081382549,-1.356838591217967
-0.7308352107226547,-0.718022458800421,-0.7302632225581359,-1.0444455359469633,-0.7926747864729929,-0.9580059410855337
-0.5905545914101451,-0.5944168362637581,-0.6471830268816252,-0.8481861920084334,-1.9895024362226057,-2.9783385506989606
-0.12859487503028352,-0.14752927522215034,-0.22073148366423803,-0.10425108961268821,-2.0122780539374,-4.149161620994668
-0.3452642030350787,-0.38543946441610655,-0.47224087865498887,-0.39968225078733066,-1.9200023662009322,-0.8505866379726381
-0.019078828938381618,-0.0016771876755047625,-0.0045519466066427745,-0.0013022023491472154,-0.315321723328074,-20.315154413822697
-0.6198293248557729,-0.7688401223953422,-0.890638096587083,-0.913660337725641,-1.7298620757689191,-2.1310450840217112
-0.8323605827521131,-0.8778205993829948,-0.9686814941803819,-0.9639084423791496,-1.9922854932739538,-10.251570307253333
-0.1540161086384259,-0.32038698678173433,-0.5309520738851389,-0.1688264113370878,-1.869605956785798,-17.03998823492901
-1.4435786756300952,-1.5575406716123692,-1.4787421697377658,-2.264562240314155,-1.6560734016891003,-5.91031336286039
-0.047994750329940834,-0.03991132865868765,-0.02855228137467343,-0.024523585530461443,-0.12759941035424308,-0.16518691178447673
-0.12136879165498486,-0.27231377248891764,-0.38138140204376403,-0.06424628528861671,-0.09979852908886594,-0.11170655430111451
-0.7037958025949382,-0.6955878714409515,-0.7199409893724346,-0.6950427769056954,-0.7303246982005318,-0.729501561578063
-0.9520240742532395,-0.8799856152008899,-1.0488945046622578,-0.9977946229002377,-2.8035555555555565,-15.258169593725029
-0.13391094736369727,-0.2899498337451197,-0.37095372942244703,-0.11878693176098747,-0.14077498725007426,-0.17165758332725456
-0.4585742123932329,-0.4770226853911933,-0.490469790363666,-0.7066412335787937,-1.7791374502310786,-2.7250796853395363
-0.5200197701619603,-0.5426500841236315,-0.5601647671691964,-0.757968586049124,-0.6967300774112981,-5.981164045956666
-0.1279390262329443,-0.07228007972518148,-0.04410011195055693,-0.023227520436449333,-1.323777328868734,-0.08900022606826714
-0.4511332552985609,-0.5328330215295873,-0.5823889964614236,-0.5850692532684632,-1.1032322713366558,-0.7528331512433889
-0.4635177935950063,-0.5704956795845324,-0.589264110283554,-0.5689447215956128,-1.231853397764215,-0.8305539445956017
-0.12874534108356725,-0.2230068524342446,-0.3687531423349793,-0.1153926645994344,-1.5807340992188368,-3.744172356024697
-1.2578501005545948,-1.2327817838507396,-1.3163266930865654,-1.6757760910303268,-1.8497049600523787,-3.331784764938832
-1.308596006880284,-1.2731196859102434,-1.4249782527058323,-1.504394348375879,-1.7283136853605021,-2.1018283576457937
-1.5086290689510926,-1.5562723539347565,-1.5566118988211357,-2.121632855777648,-2.1466613468312437,-4.482563079143572
-0.2790499215743632,-0.27544072427537597,-0.6183256571817547,-0.34465952806357636,-1.4793861462442612,-3.636702969262347
