TRAINACCSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_pb,CAWPE_eq
plant-margin,0.012043757027328858,0.01125566587847276,0.01105018918546116,0.010671088343593718,0.01077259720655666,0.01073660954318255,0.010651884512993981,0.011043279539543763,0.010194234340699824,0.010463830011317423,0.010337428508140682,0.010470350173638928,0.010506993429118549,0.010741543051463175,0.010094382186351863,0.014091564791600038,0.010133448653306312
plant-shape,0.015169599154418928,0.014762791550645705,0.014335434054824781,0.013480509557543997,0.012635828120817831,0.011998937333215673,0.012355777186606179,0.011844599623030111,0.012036597091380516,0.011980287928533897,0.012375021769399178,0.012519811885774175,0.012338103884765448,0.012919400897109353,0.012304213837580982,0.011356931146109457,0.012107338422550223
plant-texture,0.009642901604136823,0.009499843592600135,0.009412353127856597,0.009177583509076163,0.009183761158448643,0.008861689142996577,0.00934554763158992,0.00899928793683001,0.009277387853629896,0.009552480990521153,0.009895759486174827,0.010103808906888782,0.010599172714399566,0.011197629499427377,0.011135957198894344,0.01393967379948975,0.011043414363083008
post-operative,0.03724589895263041,0.03897363508306493,0.042618960132034145,0.042358454682950505,0.04099652665722521,0.041819006313626984,0.04294402189598466,0.04113474864969611,0.04004396618768301,0.04227797622896953,0.04583396222332582,0.045926749879314166,0.04802912885608706,0.04942697037933649,0.04838824115063253,0.05943778981861084,0.0504330614305352
primary-tumor,0.023422298991902436,0.022329203736030867,0.022424902833386513,0.021909677919693057,0.022352441141055775,0.021334441566142164,0.020298430669829066,0.02010247151170838,0.01987304302682953,0.021719293329000824,0.023879594585108882,0.025389869966011717,0.027585022576754655,0.029253436453277094,0.03004141126660648,0.03281841155628818,0.028530962403738883
ringnorm,0.0018293941956317417,0.0018446823555256567,0.0018370884571275962,0.0018046498150067116,0.0018002711734142124,0.0017928872358163638,0.001806974556805039,0.0018855572285973547,0.0018773237533654607,0.0018449554260426258,0.00185808339671216,0.0018756458632554881,0.001910242516772344,0.0019254556154679181,0.0019325285594480135,0.0023777993590420494,0.00194212804163607
seeds,0.023294931705125328,0.023292693852033544,0.023419910200775537,0.023259100218112172,0.02255594285397179,0.022157227652577736,0.022251134526666827,0.021536854671848113,0.021937340424313622,0.022185441451340476,0.022185441451340476,0.023070071888862436,0.02270336888641666,0.022325975636114097,0.022325975636114097,0.020380307833216163,0.022426150078997165
semeion,0.007583095850562258,0.0074562118019005095,0.00740948860038013,0.007481174408370538,0.007542492546809181,0.007520772122909123,0.007498379405634226,0.00736495109849999,0.00708837454007649,0.006950364033097423,0.00684863427037767,0.006951284410847675,0.006830996896713316,0.0068799222384190815,0.007177422329250625,0.009404603924698598,0.0073491748541420765
soybean,0.012264972197847012,0.01214726223457654,0.012361872556029552,0.012098049626150128,0.011832546119719858,0.012083246759259607,0.012277936431839883,0.011754559519204214,0.011779909040816208,0.011773154505260392,0.0119079347593722,0.01197786939683991,0.012008958726175658,0.011875743748649262,0.011823719467388898,0.013563102948943032,0.011649623064103656
spambase,0.003198419149747464,0.0031650592246756366,0.003167701163423817,0.0030838684922611767,0.0030711598979661354,0.003026259566440855,0.00301081927405828,0.003190767377652687,0.003296210290844318,0.003426780448183672,0.0035135639715159835,0.003452836868003235,0.0034362783704116246,0.0034612276590926046,0.0032528136371828323,0.0030461186518993175,0.0030942435688146833
spect,0.043594382888575645,0.04364806917575505,0.04305537041934189,0.043663935569207855,0.044418858012930496,0.04392227533790869,0.04375675176828867,0.042908030467033724,0.04094680718119313,0.04166943722779544,0.040917797749863996,0.0393941068506475,0.04002208656349567,0.04167181184786791,0.04215343732698055,0.04032995646242223,0.04205080830478205
spectf,0.020456515835153757,0.02128011472465975,0.021870420920122976,0.022658427353081913,0.022461124550270814,0.022286869594205085,0.022433624371356334,0.023392172958366854,0.023279398679528187,0.022863976071963082,0.02364497905134415,0.023273815420380966,0.02316888019253231,0.0238324830513024,0.024700082409993322,0.032066153695934414,0.024877024054001044
statlog-australian-credit,0.013694843471483737,0.014194498904970923,0.014786299199956757,0.015045594266562656,0.01569524124749389,0.01536568157086283,0.015557738575799927,0.01506579895957956,0.01469983653371414,0.014649823514863635,0.014910196638242288,0.015222665530553188,0.016356580593760446,0.016620139447093504,0.018585518345003837,0.02162834785544238,0.018512631636907452
statlog-german-credit,0.015480651624290373,0.015176509374082357,0.015099516624675471,0.015112756277358903,0.015305171539779274,0.016006320590647157,0.016120950886075697,0.016424820018608382,0.01647359433593131,0.015962023897255394,0.016296251596362717,0.016625143677540085,0.01681829873720269,0.01667815695873589,0.015942569342530074,0.01779952214262359,0.016678156958735896
statlog-heart,0.027089966094988153,0.0275344815664582,0.02786236588592193,0.028769990338932985,0.029990354208789236,0.030119408754522282,0.029724199865508626,0.03063018994938488,0.030738099154584038,0.03048571685122739,0.030236442701543836,0.03010370001642492,0.03073809915458404,0.030555974815550536,0.030572482636752336,0.03148310916584525,0.03171065758074913
statlog-image,0.0037806675790336593,0.003791022941776376,0.0037915910980840634,0.003740802438978512,0.0038204550337416817,0.0038160546912848416,0.00389693311903466,0.003928971842094167,0.0038073519029564354,0.0037934086264276934,0.0037636505769385142,0.003900910935435084,0.003986446556959771,0.003944292942447809,0.0038631793443355995,0.0040187364620273384,0.0038742038181299484
statlog-landsat,0.003017471387082501,0.003085215339380096,0.0029962376574266085,0.002934796461347257,0.0030303345822167258,0.003053715730705508,0.0030653394275101174,0.003118446420477073,0.0031347969252573426,0.003205627245403444,0.00330194552962749,0.0032830264349955067,0.0031483280657436767,0.0031109534892691765,0.0031422330002075106,0.003310013415689468,0.0031597971660035614
statlog-shuttle,9.399894992220713E-5,9.32103786964115E-5,9.452100919713281E-5,9.28651130736956E-5,9.223741436779975E-5,9.590640065359361E-5,9.940573493954888E-5,9.978316996693591E-5,1.1081720690982606E-4,1.1042797235426761E-4,1.1595289287649723E-4,1.1888651529333021E-4,1.2005355554596201E-4,1.3201108140964513E-4,1.29855248754694E-4,6.81829274979965E-5,1.1724247031493545E-4
statlog-vehicle,0.0183878688217881,0.017387654492991463,0.017209115852059722,0.016364185969345822,0.016176747969717496,0.015739323640953803,0.015496320041151496,0.015056703801923312,0.014522532813163137,0.014804242321654426,0.014513641284249557,0.014298585936071622,0.014918897870634417,0.015639562810343267,0.01515007927296205,0.020169639275198253,0.015299096210311613
steel-plates,0.009132351182548246,0.009095548699847448,0.00910093060218366,0.009279618599822664,0.009529342542629183,0.009545258377100524,0.009119675133493722,0.008998124027312801,0.008913377309228927,0.008854125002289326,0.009160457380084155,0.008899632906503025,0.009225440143474272,0.008983146659501992,0.0091782801425904,0.011896056749505541,0.009108997493547915
synthetic-control,0.006095242371372348,0.0060012770033133975,0.005968200106896919,0.005968200106896917,0.006095242371372349,0.0060952423713723485,0.006251436616499847,0.006219690234696678,0.006272850947044059,0.006132841892688518,0.0059810257666177225,0.0059810257666177225,0.0059810257666177225,0.006032055706048185,0.006032055706048185,0.009319091487683284,0.006032055706048185
teaching,0.05767925581805073,0.057395137320115294,0.0590793565500706,0.05810107017125158,0.05957533839671424,0.05850238230732304,0.06023538332951098,0.06267106856635718,0.06235726997531199,0.06448380354430272,0.06701823011170346,0.06679833740407702,0.0661342726419513,0.06752852857227568,0.0685332558104426,0.07096344822087769,0.06849746664965192
thyroid,0.0010768998807688503,0.001043437192632159,0.0010810098868553174,0.0010747977260106574,0.0010621391782091312,0.0010656404706096295,0.0011129056389739978,0.0011192232604282657,0.0011032609018576348,0.0011979551306131532,0.001174893453680396,0.0012335191373393812,0.0011846662337664635,0.0012019463544699772,0.001201946354469981,9.973713144114475E-4,0.0012638125740085918
tic-tac-toe,0.0029895256589230375,0.003039382220436773,0.003039382220436773,0.003089244984684379,0.0031842716799216466,0.0031850582111624718,0.0031850582111624718,0.0031850582111624718,0.0032311246877981935,0.0033416417977928958,0.0033416417977928953,0.0033416417977928953,0.0033416417977928953,0.0034209070928045353,0.0034969445829980345,0.0041998895835988845,0.0033386421187342964
titanic,0.006970537407871505,0.006970537407871505,0.0071412488520366125,0.0071371905490339406,0.007076842141085611,0.006983879985532584,0.006996043067319627,0.006996043067319627,0.007092596857254637,0.007300430517539825,0.007515286343887767,0.007379119910823182,0.007579727277596189,0.007578724601849011,0.007578724601849011,0.007269134431244226,0.007652319500021382
trains,0.12713690692890195,0.12713690692890195,0.14208019428898389,0.14208019428898389,0.14208019428898389,0.14208019428898389,0.14208019428898389,0.13901335419188385,0.1516196087157807,0.1516196087157807,0.1565155788948231,0.18491998891101682,0.22118411740697716,0.2491364395612199,0.2491364395612199,0.0,0.35161777183649917
twonorm,0.0020214857409494966,0.0019960803823541482,0.002012426853625346,0.0020105683963920077,0.002014241890420897,0.0020009563625034256,0.0020106728496427956,0.002023168088600577,0.0020223167048276356,0.0020076624205141724,0.002026404230257719,0.0020454671755678615,0.0020396063733637664,0.0020487296002724325,0.0020497954300183223,0.002262523056711389,0.0020506968532825586
vertebral-column-2clases,0.028486192356982073,0.02861940204738844,0.02911987766916897,0.028869895767472814,0.029362844072163236,0.029719143341498794,0.029846850746831396,0.03014669839096798,0.03085646178465667,0.03145762565763253,0.03075395865874933,0.03071893623492611,0.030409786323446663,0.030905263881061223,0.031228662264417062,0.03890692546039335,0.03185960806863877
vertebral-column-3clases,0.028626923682187416,0.029673227606148878,0.029537481816490657,0.029634506544496435,0.02877278686885171,0.028286470113789722,0.029186341824025457,0.02937506179169173,0.029605432513525563,0.029682899979179,0.02985005646626998,0.029866079902104447,0.029850056466269988,0.031240916007193694,0.03195557096087177,0.029527761809048248,0.0311826678426796
wall-following,0.0010892378362613306,0.0011301872146829606,0.001173463850142502,0.0011917615278056741,0.001159950946139523,0.0010813336099799557,0.0012642603124367238,0.0011236723225439922,0.0012247025713571866,0.0012046611516425124,0.0012544416194895187,0.0014107359047797136,0.0017191371939790688,0.0018592581205606501,0.0021004514713958613,9.701261757188299E-4,0.0023207345623077907
waveform,0.004389177609308593,0.0043103682255477265,0.004260115600507505,0.004231613434828203,0.004311755771348746,0.004295075637097034,0.004335000135695938,0.004417517291377011,0.004467976906248462,0.0044897363125121145,0.0045323529866471085,0.00465962217704524,0.004729720969064296,0.0047109072500523125,0.0048231276521836265,0.005648065318864145,0.004874655924489291
waveform-noise,0.005935891078380918,0.005911469193400575,0.005881456431712066,0.005858692816621946,0.005856414731448816,0.005829955460266652,0.00577176454581356,0.005733370156072443,0.005764233851019823,0.005803248692634947,0.005792661782778072,0.005726367544339156,0.005732294622930055,0.0057134319653977285,0.005635652206509478,0.0054302218432929,0.0055481155233895775
wine,0.014044949824046658,0.013831973882002668,0.013831973882002668,0.013831973882002668,0.01345667045265362,0.01345667045265362,0.01345667045265362,0.01345667045265362,0.01345667045265362,0.014044949824046657,0.014044949824046657,0.014044949824046657,0.01459939710208186,0.014522946600515755,0.014522946600515755,0.01749027739524966,0.014337802317043092
wine-quality-red,0.015321843665677053,0.015657446779525765,0.01567006485670741,0.015621611326591478,0.015671447041987724,0.01615889700156209,0.016594311787452132,0.017034597802053814,0.01719784211564163,0.016650505969994542,0.016393115413341354,0.016392289592819985,0.016196831355917197,0.016467872518199613,0.01648403159203998,0.016510782476058236,0.016436000903152587
wine-quality-white,0.00848844395421516,0.008487765495642745,0.00849641178428209,0.00836093620454653,0.008592063802671333,0.008533474127967629,0.008612738470571583,0.00844150238883345,0.008776776352492507,0.008994667236481598,0.008719857219062044,0.008670050880918774,0.008495089980757823,0.008507283442326711,0.008453920738892376,0.009951022330779892,0.008555625495235596
yeast,0.015583971313839191,0.01563870790316266,0.01549124967631746,0.015790054628343323,0.016222338945549333,0.01661637825182301,0.01650485575544299,0.016855135799782903,0.01666646198254795,0.01710446852372654,0.017019352112039816,0.01746736981945218,0.01654433989388485,0.0167076428438942,0.017151163856377213,0.01986006788131446,0.017251008817828192
zoo,0.02959042115245188,0.02959042115245188,0.02959042115245188,0.02959042115245188,0.029158539986102305,0.028728498255146562,0.028728498255146562,0.028232634941474325,0.028224155399327374,0.027719271486602574,0.027719271486602574,0.028728498255146572,0.028728498255146572,0.028728498255146572,0.028728498255146572,0.028096655174730978,0.02870349157848972
