PB-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76529771,0.04570175
WMV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0281464
MV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

SIGN TEST,SMLRE-S,SMM5-S,SMLR-S,ES-S,NBC-S,RC-S,CAWPE-S,PB-S,WMV-S,MV-S
SMLRE-S,0.0,1.9356E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMM5-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMLR-S,0.0,0.0,0.0,8.41E-6,9.264E-5,0.0,0.0,0.0,0.0,0.0
ES-S,0.0,0.0,0.0,0.0,0.64943628,0.0,0.0,0.0,0.0,0.0
NBC-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RC-S,0.0,0.0,0.0,0.0,0.0,0.0,0.08411872,0.00199545,0.01809657,4.297E-5
CAWPE-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36330214,0.02304262,9.264E-5
PB-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64943628,0.36330214
WMV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00638602
MV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

SIGN RANK TEST,SMLRE-S,SMM5-S,SMLR-S,ES-S,NBC-S,RC-S,CAWPE-S,PB-S,WMV-S,MV-S
SMLRE-S,0.0,4.6E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMM5-S,0.0,0.0,4.8E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMLR-S,0.0,0.0,0.0,5.0E-7,1.021E-5,0.0,0.0,0.0,0.0,0.0
ES-S,0.0,0.0,0.0,0.0,0.15139264,5.0E-8,0.0,0.0,0.0,0.0
NBC-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RC-S,0.0,0.0,0.0,0.0,0.0,0.0,0.03088322,0.00406724,5.835E-5,1.0E-8
CAWPE-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15577455,1.2855E-4,2.2E-7
PB-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35333815,0.04186484
WMV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3401E-4
MV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

NOSIGDIFFERENCE,SMLRE-S,SMM5-S,SMLR-S,ES-S,NBC-S,RC-S,CAWPE-S,PB-S,WMV-S,MV-S
SMLRE-S,true,false,false,false,false,false,false,false,false,false
SMM5-S,false,true,false,false,false,false,false,false,false,false
SMLR-S,false,false,true,false,false,false,false,false,false,false
ES-S,false,false,false,true,true,false,false,false,false,false
NBC-S,false,false,false,true,true,false,false,false,false,false
RC-S,false,false,false,false,false,true,true,false,false,false
CAWPE-S,false,false,false,false,false,true,true,true,false,false
PB-S,false,false,false,false,false,false,true,true,true,true
WMV-S,false,false,false,false,false,false,false,true,true,false
MV-S,false,false,false,false,false,false,false,true,false,true



cliques = [0 0 0 1 1 0 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 0 1 1 0 0 
0 0 0 0 0 0 0 1 1 1 
]

