CAWPE-S(a=4-probs),WMC(a=1-probs),MC(a=0-probs),EWMV(a=4-preds),WMV(a=1-preds),MV(a=0-preds)
0.7962665596146123,0.7947912484945803,0.7946540880503143,0.7956610464338284,0.7956610464338284,0.7956610464338284
0.23397222222222222,0.24327777777777776,0.2465833333333333,0.2290277777777778,0.2361666666666666,0.23777777777777775
0.28751526251526255,0.2955750915750916,0.2982942612942613,0.28803663003663,0.2911770451770451,0.28086080586080586
0.6761760752688175,0.6728158602150541,0.6733198924731186,0.6704301075268818,0.6712029569892475,0.6712029569892475
0.6444444444444444,0.6256875687568756,0.615896589658966,0.6647964796479648,0.6117711771177119,0.6117711771177119
0.8060344827586207,0.8032707910750507,0.8022058823529411,0.8020622041920216,0.8020622041920216,0.8020622041920216
0.53228021978022,0.5326770451770452,0.5327571733821734,0.5414148351648351,0.5414148351648351,0.5414148351648351
0.955901875901876,0.9556421356421356,0.9557864357864359,0.9514574314574316,0.9514574314574316,0.9487734487734485
0.862843564170998,0.8594605983986516,0.8598117713161959,0.8669452638479187,0.8669452638479187,0.8669452638479187
0.952888888888889,0.9524444444444444,0.9524444444444448,0.9546666666666667,0.9546666666666667,0.9546666666666667
0.7200910364145658,0.7190968053888221,0.7188668800853674,0.7197173035881018,0.7197173035881018,0.7191040582899828
0.7560185185185186,0.7476851851851853,0.7518518518518521,0.752777777777778,0.7560185185185185,0.7550925925925928
0.9426721118289765,0.9275737723129829,0.9206570358780753,0.9248999800714464,0.9073594050826349,0.8886991532085925
0.8055555555555558,0.802037037037037,0.7946296296296296,0.7985185185185186,0.7927777777777778,0.7872222222222223
0.5861570805290611,0.5922242179005462,0.5888657665469258,0.5771569841859697,0.5768026480586868,0.564870556174904
0.4882539682539682,0.4755555555555555,0.4653968253968254,0.48666666666666664,0.48000000000000004,0.4695238095238095
0.6143948334644639,0.6342184631523737,0.6417387883556256,0.611519800681878,0.6113886703383165,0.6154897718332024
0.817548446010716,0.8145393837999296,0.812994103267856,0.7979868491537426,0.7979868491537426,0.7979868491537426
0.8284156614639459,0.8285816502705645,0.8286019281352475,0.8228108596655891,0.8228108596655891,0.8228108596655891
0.8579727555290984,0.85451743113571,0.8533590026311123,0.8420122746456803,0.8420122746456803,0.8420122746456803
0.7820987654320988,0.7790123456790126,0.7783950617283952,0.7833333333333337,0.7814814814814818,0.7814814814814818
0.8935566794149223,0.8837476516371445,0.8800447866344605,0.860360473698336,0.8573247953569513,0.8569834440418679
0.938968824940048,0.8954436450839327,0.8768585131894486,0.8757793764988009,0.7768585131894483,0.7768585131894483
0.6581935863489261,0.6418734268248831,0.6345796149194206,0.548563302932235,0.531445523193096,0.531445523193096
0.9652142509050405,0.9580487677527151,0.9503245962127541,0.9626200918964076,0.9049672793093844,0.9049672793093844
0.9997253557275666,0.9997253557275666,0.9997253557275666,0.9997253557275666,0.9997253557275666,0.9997253557275666
0.8872542735042737,0.8811858974358976,0.8774976258309591,0.878633665716999,0.8775854700854702,0.8775854700854702
0.9396406542969417,0.9362231416962137,0.9349191561331129,0.9183010598431622,0.9183010598431622,0.9183010598431622
0.7259691027707371,0.7132218837275578,0.7095621810502412,0.6700919881984255,0.6700919881984255,0.7227716179620823
0.7749501152954842,0.7705893008090808,0.7668432038918692,0.7592236387369824,0.752635982541791,0.752635982541791
0.8954532365285053,0.8949706419957315,0.8940955181815397,0.8952503344259615,0.8951870232515391,0.8956411277558229
0.8135110823258492,0.8103384885120636,0.8075345423143351,0.8061947192128539,0.8025903464698801,0.8025903464698801
0.9040047082319504,0.9027332144979205,0.9024361259655377,0.8994083403611473,0.8994083403611473,0.9007064607154072
0.9844733108793042,0.984201033041811,0.9839768443223852,0.9840684139767469,0.9840684139767469,0.9832664081757212
0.5493166461916463,0.5510778635778635,0.5515012577512576,0.5487674768924768,0.5487674768924768,0.5487674768924768
0.7468880391639013,0.7456509186854013,0.7449547919088148,0.7387532518567,0.7387532518567,0.7283787978730508
0.8564939939939938,0.8488551051051051,0.8419294294294297,0.8472972972972975,0.833220720720721,0.833220720720721
0.9894640157468528,0.9889457615015849,0.9888578122597387,0.9881467544908874,0.9881467544908874,0.9869458800588397
0.716973134328358,0.7188477611940297,0.7192606965174129,0.7175164179104476,0.7175164179104476,0.7175164179104476
0.585462962962963,0.5854629629629631,0.5851851851851854,0.5925925925925927,0.5925925925925927,0.5923148148148148
0.5221707818930041,0.5277777777777779,0.5281893004115227,0.5176440329218107,0.5240226337448558,0.5261831275720164
0.6333333333333333,0.6303030303030304,0.6327020202020203,0.631523569023569,0.6353114478114478,0.6333754208754208
0.6205086580086581,0.6221320346320347,0.6197510822510824,0.6257575757575756,0.6233766233766233,0.6233766233766233
0.434158249158249,0.436295695045695,0.43365440115440124,0.4289153439153439,0.431717772967773,0.41683501683501684
0.5029487179487181,0.49717948717948723,0.4946153846153847,0.5021794871794872,0.5029487179487181,0.5029487179487181
0.8121666666666666,0.8116249999999998,0.8110833333333333,0.8087916666666666,0.8104166666666668,0.8029583333333332
0.6276666666666666,0.6441666666666666,0.6412083333333333,0.6339166666666667,0.6392499999999999,0.627625
0.8125833333333335,0.8144166666666667,0.8150833333333335,0.8087500000000001,0.8115833333333334,0.8099583333333336
0.3273148148148149,0.3274305555555555,0.32384259259259257,0.33298611111111104,0.33148148148148143,0.3318287037037037
0.31181746031746027,0.31296560846560845,0.31145502645502643,0.30262698412698413,0.3071825396825396,0.30447619047619046
0.9149637930174642,0.9045275286835042,0.8966359415763541,0.9101877869519276,0.8684160214631471,0.8684160214631471
0.9492063492063493,0.947936507936508,0.9473015873015874,0.9422222222222223,0.9422222222222223,0.9425396825396827
0.9281555301108747,0.9271992418687213,0.9267366615777306,0.9270685183181666,0.9275288817162939,0.9229111059019639
0.938349355064331,0.9380433969322858,0.9379226239854259,0.9333547430830038,0.9329722954179472,0.9324768823500708
0.9291551522590912,0.9286680802958237,0.92857066590317,0.9238458964945057,0.9238458964945057,0.9238458964945057
0.676181041181041,0.6756993006993007,0.6753613053613055,0.6839976689976689,0.6834809634809634,0.6834809634809634
0.7733490566037737,0.7711253369272237,0.7716531895777178,0.7879267744833782,0.7876123090745732,0.7876123090745732
0.5155116655116655,0.5171844921844921,0.519038269038269,0.5032975282975283,0.5035420035420035,0.5035420035420035
0.6657777777777779,0.6647142857142858,0.6646031746031746,0.6715873015873016,0.6715873015873016,0.6715873015873016
0.8152222222222222,0.8149444444444445,0.8135555555555556,0.8180555555555558,0.8180555555555558,0.8180555555555558
0.9693217893217893,0.9690620490620491,0.968975468975469,0.9666378066378066,0.9666955266955266,0.9656277056277057
0.8779871325756425,0.8767395702883021,0.875929661440068,0.8667163199303847,0.866739470869484,0.8655875698060427
0.7874276511962163,0.7843595384466503,0.7866365008606858,0.7843218854157903,0.7843277139405906,0.765752573282246
0.8059725780393514,0.7999765449195083,0.7981998297847788,0.7995455542092205,0.789401549247014,0.7867330650279843
0.7551422131862676,0.7543592199715374,0.7540619909187524,0.7438309450289203,0.7438168147477278,0.7530748791475816
0.9896666666666664,0.9888888888888887,0.9878888888888887,0.9902222222222222,0.990111111111111,0.9866666666666666
0.529128205128205,0.5350769230769231,0.5403760683760683,0.5157777777777778,0.5241538461538461,0.5234700854700856
0.7800576052454206,0.7717398544900761,0.7689063595987676,0.761777933075305,0.761777933075305,0.7614557599028628
0.9778112449799196,0.9779116465863453,0.9779116465863453,0.9778112449799196,0.9778112449799196,0.9778112449799196
0.709438327929015,0.709438327929015,0.709438327929015,0.6991768468944024,0.6991768468944024,0.6991768468944024
0.6611111111111113,0.6611111111111113,0.7055555555555556,0.6833333333333333,0.6777777777777778,0.7222222222222221
0.9762671706652867,0.9757628021451089,0.9755916844121373,0.9772303564552046,0.9772303564552046,0.9772303564552046
0.8231111111111109,0.8240952380952381,0.8245873015873016,0.8201746031746031,0.8201746031746031,0.8201746031746031
0.8055555555555556,0.8057037037037037,0.8041481481481482,0.809259259259259,0.8097037037037036,0.8097037037037036
0.9521115696486148,0.9263585912842689,0.914327062800229,0.9416484114803348,0.8872297940456411,0.8683332592929128
0.8603192135834677,0.8589970060839537,0.8584806819482804,0.8651568029493734,0.8651568029493734,0.8651436188949465
0.8590908580892307,0.8577057390717713,0.8571463594762962,0.86245778085789,0.86245778085789,0.8624706290437262
0.9814197530864198,0.9819444444444444,0.9815740740740739,0.9827777777777776,0.9827777777777776,0.9830864197530863
0.2967314509990941,0.2980432219446556,0.2984465938168818,0.2832820592527675,0.2833646425945277,0.2902518556803565
0.3248383126847481,0.31901192213936286,0.31827348151219204,0.27482142931685966,0.2744993266423029,0.2563867306065689
0.556764750664373,0.5559721256387008,0.5554779149594864,0.5472988815143632,0.5474265014634431,0.5225466997955445
0.8773015873015872,0.8788888888888888,0.8788888888888888,0.8807936507936508,0.8807936507936508,0.8765079365079365
